S,E,I,R,Beta
9950,0,50,0,1.608040201005025e-05
9942,8,44,6,9.143943965911377e-06
9938,11,45,6,1.565260168600881e-05
9931,17,44,8,1.3731108283519923e-05
9925,21,46,8,1.7522724783703865e-05
9917,27,40,16,1.5125541998588283e-05
9911,29,41,19,1.4765559823896089e-05
9905,32,36,27,5.608839531101015e-06
9903,29,38,30,1.5944131762304882e-05
9897,34,35,34,1.1547510789705395e-05
9893,36,34,37,3.2702861797706046e-05
9882,42,38,38,1.3315011876990594e-05
9877,43,40,40,1.2655664675508758e-05
9872,42,43,43,3.062455241038785e-05
9859,50,43,48,2.358841054213244e-05
9849,56,44,51,2.3075716039468703e-05
9839,63,46,52,1.9885371878548985e-05
9830,62,54,54,3.39097999321804e-05
9812,74,53,61,3.461298833157705e-05
9794,86,58,62,3.5208044333969424e-05
9774,99,59,68,2.774569681583447e-05
9758,108,60,74,2.5620004099200656e-05
9743,112,64,81,2.886687878476855e-05
9725,112,76,87,2.164795020971452e-05
9709,119,78,94,1.5845726011551535e-05
9697,118,80,105,1.546870166030731e-05
9685,119,83,113,2.6124114423621175e-05
9664,126,92,118,2.249496112870717e-05
9644,129,108,119,2.1122325145552022e-05
9622,133,114,131,2.0056376651460288e-05
9600,141,118,141,1.8538135593220338e-05
9579,142,130,149,2.1682044857741694e-05
9552,156,127,165,1.318930611060552e-05
9536,161,132,171,1.5888753304860687e-05
9516,167,137,180,2.607977957983941e-05
9482,179,149,190,2.3357573303850885e-05
9449,198,150,203,1.7638550816664903e-05
9424,204,150,222,1.7685342388228637e-05
9399,205,164,232,2.400359145627843e-05
9362,217,176,245,2.1241576197782137e-05
9327,231,187,255,2.6373893514831588e-05
9281,258,194,267,1.5551114848315537e-05
9253,265,207,275,1.8273222263467494e-05
9218,282,207,293,2.096297623951458e-05
9178,293,219,310,1.4925506795583244e-05
9148,297,229,326,1.288849258100179e-05
9121,306,219,354,1.3516902887060268e-05
9094,290,243,373,1.3575631198972595e-05
9064,291,253,392,1.5262568507128926e-05
9029,302,256,413,1.5574814486654113e-05
8993,306,268,433,1.5766823615714378e-05
8955,311,279,455,1.0406472826097833e-05
8929,305,281,485,1.275383621443822e-05
8897,296,300,507,1.5735641227380016e-05
8855,310,303,532,1.1181242347837269e-05
8825,309,298,568,1.5970492613647165e-05
8783,323,296,598,9.616242680116072e-06
8758,324,289,629,1.5803642897724353e-05
8718,336,300,646,1.1088170069587825e-05
8689,322,321,668,1.3982659351226118e-05
8650,322,331,697,1.1176501405794318e-05
8618,326,335,721,1.0391301787650284e-05
8588,321,341,750,1.4000303226079628e-05
8547,325,343,785,1.1256571023334872e-05
8514,331,337,818,1.0804337627883276e-05
8483,327,343,847,1.2028859640048404e-05
8448,326,356,870,1.1970122574055158e-05
8412,333,354,901,8.395324408767673e-06
8387,323,361,929,1.1229620303417735e-05
8353,318,367,962,1.0438580209561022e-05
8321,325,368,986,9.143967855034146e-06
8293,319,371,1017,1.1700836902359442e-05
8257,320,383,1040,1.2332284878310388e-05
8218,336,374,1072,1.1712908796784936e-05
8182,347,374,1097,1.1437654326635879e-05
8147,347,374,1132,1.0830403107603664e-05
8114,349,376,1161,1.1472160017621237e-05
8079,339,386,1196,7.6960225031698e-06
8055,328,389,1228,9.574279655134447e-06
8025,329,388,1258,1.0277162218582393e-05
7993,334,382,1291,1.1790421330706253e-05
7957,340,371,1332,1.0839935814030062e-05
7925,346,368,1361,9.257989301879029e-06
7898,335,371,1396,1.2286026896843106e-05
7862,330,391,1417,1.0084442567798358e-05
7831,331,384,1454,1.3301834589026518e-05
7791,334,388,1487,9.593411377388925e-06
7762,326,395,1517,7.501655256540302e-06
7739,316,397,1548,7.81152610205173e-06
7715,308,400,1577,1.101749837977965e-05
7681,307,398,1614,1.1776104843969881e-05
7645,314,401,1640,1.3374020801495281e-05
7604,321,409,1666,9.324650904362521e-06
7575,311,422,1692,1.1261789686077613e-05
7539,327,397,1737,8.68698552581154e-06
7513,315,411,1761,9.391669200798097e-06
7484,317,410,1789,9.125158060773552e-06
7456,312,408,1824,9.533051417992089e-06
7427,308,411,1854,9.82801948699704e-06
7397,306,410,1887,1.02216785315075e-05
7366,306,396,1932,8.570637134308055e-06
7341,302,394,1963,9.334956924359882e-06
7314,306,388,1992,8.104778577449264e-06
7291,300,391,2018,8.067964533227913e-06
7268,287,396,2049,8.338753523123364e-06
7244,285,382,2089,8.673001812657378e-06
7220,282,384,2114,9.377885503231764e-06
7194,288,373,2145,7.0806696971932975e-06
7175,274,379,2172,1.139988783981319e-05
7144,280,366,2210,1.0708669126600946e-05
7116,272,373,2239,9.042040969487633e-06
7092,262,375,2271,1.0528294792254184e-05
7064,266,367,2303,1.0414705873276944e-05
7037,269,367,2327,6.582567270933435e-06
7020,264,364,2352,6.652891268275883e-06
7003,252,364,2381,4.315262061942056e-06
6992,240,363,2405,6.697934199494424e-06
6975,244,345,2436,8.726819386005922e-06
6954,249,331,2466,6.5167127615482665e-06
6939,242,328,2491,9.66611481938425e-06
6917,235,340,2508,8.504196821131228e-06
6897,229,339,2535,6.415512195247132e-06
6882,220,340,2558,1.068430859702207e-05
6857,225,334,2584,7.859445175566905e-06
6839,218,330,2613,8.418739227336975e-06
6820,218,322,2640,4.553651117465984e-06
6810,210,319,2661,1.2889030054456152e-05
6782,216,306,2696,6.264178727620017e-06
6769,206,304,2721,9.719230858946746e-06
6749,205,296,2750,8.009194555349542e-06
6733,210,290,2767,5.633600844015836e-06
6722,198,294,2786,1.0120084927752713e-05
6702,188,301,2809,1.1897078374978065e-05
6678,198,292,2832,5.641095069888039e-06
6667,192,288,2853,1.1457760445311068e-05
6645,186,301,2868,9.499311299930756e-06
6626,189,293,2892,7.211223961042908e-06
6612,177,303,2908,6.4888521520028595e-06
6599,172,296,2933,8.703202368909295e-06
6582,173,281,2964,9.191464697746794e-06
6565,167,286,2982,8.521562215393137e-06
6549,160,289,3002,7.396992911039008e-06
6535,160,291,3014,6.8360427725937786e-06
6522,160,276,3042,7.221933344888427e-06
6509,154,271,3066,6.802956338059309e-06
6497,145,277,3081,4.445261878712141e-06
6489,135,268,3108,7.475337137704911e-06
6476,134,259,3131,1.1924039101309021e-05
6456,141,242,3161,8.3207881450531e-06
6443,138,237,3182,7.858592486792653e-06
6431,131,234,3204,5.316130335567437e-06
6423,127,231,3219,8.76180231621614e-06
6410,129,216,3245,8.667013347200554e-06
6398,132,210,3260,5.209961446285298e-06
6391,126,207,3276,9.070726723948307e-06
6379,123,197,3301,9.54909948013111e-06
6367,125,203,3305,6.189550336904962e-06
6359,123,202,3316,5.449514915322323e-06
6352,121,198,3329,7.155942294481337e-06
6343,117,195,3345,7.276343394899284e-06
6334,116,190,3360,4.9856247818789154e-06
6328,110,189,3373,5.016755964922842e-06
6322,107,182,3389,7.821978717265018e-06
6313,109,174,3404,9.103637631524804e-06
6303,107,174,3416,6.382656680544386e-06
6296,99,178,3427,5.353854061076767e-06
6290,94,177,3439,9.880269102602103e-06
6279,94,174,3453,9.152932691163575e-06
6269,96,171,3464,6.52985683755302e-06
6262,95,163,3480,8.817426369591243e-06
6253,93,160,3494,6.996641612026227e-06
6246,88,157,3509,7.138326490737512e-06
6239,86,153,3522,7.333167813259834e-06
6232,85,146,3537,1.0990556913499922e-05
6222,85,142,3551,4.5273246680339185e-06
6218,79,142,3561,4.5302370673057325e-06
6214,74,141,3571,1.1413258097135958e-05
6204,74,134,3588,4.811532280570071e-06
6200,72,126,3602,1.2800819252432156e-05
6190,75,130,3605,4.970796570150367e-06
6186,70,130,3614,1.1191524285607699e-05
6177,70,131,3622,3.7074248597666545e-06
6174,68,124,3634,6.531030230832732e-06
6169,63,124,3644,3.92179419469878e-06
6166,63,117,3654,8.316907441137087e-06
6160,68,113,3659,4.3098494425928055e-06
6157,66,110,3667,2.953032025632318e-06
6155,60,108,3677,4.513042693383879e-06
6152,60,101,3687,3.218787418403739e-06
6150,57,100,3693,8.130081300813007e-06
6145,57,96,3702,3.3902902088418767e-06
6143,49,99,3709,1.3154497933921668e-05
6135,52,96,3717,1.697908177125781e-06
6134,47,93,3726,5.258895421605646e-06
6131,46,85,3738,1.1513331478407707e-05
6125,47,84,3744,7.774538386783284e-06
6121,45,82,3752,7.969365758026147e-06
6117,41,84,3758,9.730882707832192e-06
6112,43,77,3768,4.2496770245461345e-06
6110,43,72,3775,9.092562284051646e-06
6106,46,65,3783,5.039179621557611e-06
6104,43,66,3787,4.964454505738909e-06
6102,41,66,3791,2.483040831123427e-06
6101,37,63,3799,2.601707240291079e-06
6100,35,60,3805,1.092896174863388e-05
6096,35,60,3809,5.4680664916885386e-06
6094,35,60,3811,1.6409583196586806e-05
6088,37,59,3816,2.7840263702977796e-06
6087,37,57,3819,5.76436985349854e-06
6085,33,60,3822,1.0955902492467817e-05
6081,35,57,3827,2.885028720460912e-06
6080,32,58,3830,2.835753176043557e-06
6079,31,54,3836,2.1324170032839223e-05
6072,35,54,3839,9.149465671204801e-06
6069,34,54,3843,1.220531785699029e-05
6065,34,54,3847,3.0533418826906047e-06
6064,30,56,3850,5.889558989822842e-06
6062,25,59,3854,8.387901291177605e-06
6059,27,55,3859,1.2003180842923375e-05
6055,29,53,3863,6.2321798607107805e-06
6053,27,47,3873,0.0
6053,26,46,3875,7.182927617638397e-06
6051,25,48,3876,6.885914173965735e-06
6049,27,45,3879,3.6737018056244375e-06
6048,25,43,3884,3.845207333579427e-06
6047,24,40,3889,0.0
6047,22,39,3892,0.0
6047,20,37,3896,4.469493472304784e-06
6046,19,38,3897,8.705190034298448e-06
6044,18,37,3901,1.3415135850609048e-05
6041,20,34,3905,4.868691393127355e-06
6040,19,31,3910,0.0
6040,19,25,3916,0.0
6040,17,27,3916,6.13195977434388e-06
6039,17,27,3917,0.0
6039,15,28,3918,1.1827880680339697e-05
6037,13,31,3919,5.343393161525432e-06
6036,14,30,3920,5.52242102937928e-06
6035,15,28,3922,1.1835720203574388e-05
6033,17,24,3926,1.3812917840764683e-05
6031,17,23,3929,0.0
6031,15,23,3931,0.0
6031,14,21,3934,1.579142683437162e-05
6029,15,19,3937,8.729736100077695e-06
6028,14,19,3939,0.0
6028,14,17,3941,0.0
6028,13,16,3943,1.0368281353682814e-05
6027,13,17,3943,9.76000156160025e-06
