S,E,I,R,Beta
9950,0,50,0,8.040201005025125e-06
9946,4,45,5,1.1171436870210247e-05
9941,9,41,9,2.4535000404827506e-05
9931,19,37,13,1.3607404605290014e-05
9926,20,38,16,5.302395622342174e-06
9924,21,35,20,8.637070305752289e-06
9921,24,30,25,2.0159258139300474e-05
9915,29,27,29,1.1206365215442372e-05
9912,31,27,30,2.2419513944937674e-05
9906,33,28,33,1.081595569784546e-05
9903,31,31,35,1.6287016316332947e-05
9898,32,31,39,3.2590487488511854e-06
9897,29,31,43,6.518756090962722e-06
9895,27,33,45,2.143721193746459e-05
9888,32,31,49,9.78703413717507e-06
9885,34,29,52,1.0465177123122808e-05
9882,35,30,53,6.746272684341901e-06
9880,34,30,56,3.3738191632928476e-06
9879,30,34,57,2.381760478257504e-05
9871,37,34,58,1.4898067422693929e-05
9866,38,36,60,3.0970561073946435e-05
9855,46,35,64,1.7395085888236575e-05
9849,47,38,66,2.6719250150963765e-05
9839,53,35,73,2.6135060183235812e-05
9830,59,34,77,3.5904494045838074e-05
9818,67,36,79,5.092686901609289e-05
9800,77,36,87,3.117913832199547e-05
9789,76,47,88,3.9123375564843735e-05
9771,90,50,89,3.0703101013202333e-05
9756,92,60,92,2.5625256252562524e-05
9741,99,61,99,2.1878118683745062e-05
9728,104,64,104,1.606188322368421e-05
9718,105,68,109,1.9672408992409476e-05
9705,110,73,112,1.4115023325076045e-05
9695,109,77,119,2.009336717949405e-05
9680,113,83,124,1.4935776162501244e-05
9668,106,96,130,9.696938353330576e-06
9659,106,100,135,1.035303861683404e-05
9649,107,102,142,1.4224779973135486e-05
9635,109,110,146,1.1322356937302448e-05
9623,106,118,153,9.687242957814698e-06
9612,106,118,164,2.027832441087059e-05
9589,114,125,172,1.6685785796224842e-05
9569,119,131,181,2.2336760164621924e-05
9541,136,133,190,2.3641537551036168e-05
9511,159,129,201,2.1191292986741585e-05
9485,168,136,211,1.4729138888027536e-05
9466,168,146,220,1.0853552295309239e-05
9451,168,147,234,2.4472808909829936e-05
9417,184,154,245,1.654923604589103e-05
9393,191,161,255,9.918844018242738e-06
9378,183,173,266,1.1094715586965928e-05
9360,181,176,283,1.7603923853923854e-05
9331,198,176,295,1.4005124657787823e-05
9308,199,186,307,1.3862511609853473e-05
9284,206,194,316,1.9987829632623692e-05
9248,227,197,328,1.9760068852862136e-05
9212,245,191,352,1.5345338313558686e-05
9185,242,203,370,1.1799061974573021e-05
9163,234,215,388,1.624328378285775e-05
9131,241,226,402,1.1145538440962084e-05
9108,242,235,415,1.962268382249881e-05
9066,261,241,432,1.3730567813901376e-05
9036,261,247,456,1.2097359549655629e-05
9009,259,261,471,1.701151126438483e-05
8969,273,255,503,1.224260470159744e-05
8941,286,246,527,2.1823280530087483e-05
8893,307,255,545,1.1906258061528895e-05
8866,310,264,560,1.4526040919002796e-05
8832,310,275,583,1.3175230566534915e-05
8800,312,284,604,1.2403969270166453e-05
8769,318,285,628,1.3604543917668501e-05
8735,316,296,653,1.3149955908971364e-05
8701,315,303,681,1.6689405982317574e-05
8657,320,324,699,1.2478305574451276e-05
8622,318,326,734,1.1740546725241322e-05
8589,314,333,764,9.789740841085585e-06
8561,312,347,780,1.5484737939324738e-05
8515,329,354,802,1.1279529975350909e-05
8481,327,364,828,1.3929002255850505e-05
8438,339,367,856,1.3885543082965151e-05
8395,341,390,874,1.4355309173653426e-05
8348,360,389,903,1.1393828609718873e-05
8311,363,382,944,1.5119053093704741e-05
8263,369,394,974,1.1672116726081836e-05
8225,368,408,999,1.2813636092734967e-05
8182,367,425,1026,9.489985189871598e-06
8149,361,425,1065,1.0683375080305776e-05
8112,364,424,1100,1.104815600461464e-05
8074,383,416,1127,1.3397705836397934e-05
8029,387,427,1157,9.3338463059699e-06
7997,382,429,1192,1.2242353120182306e-05
7955,391,432,1222,9.020648555532277e-06
7924,380,446,1250,9.903500293143608e-06
7889,374,446,1291,1.3357987820925658e-05
7842,379,447,1332,1.1411050575487808e-05
7802,380,447,1371,9.74912071533313e-06
7768,389,433,1410,1.010838567891486e-05
7734,381,435,1450,9.808904702032226e-06
7701,375,440,1484,1.0034115994380895e-05
7667,371,433,1529,1.4458654423399404e-05
7619,386,431,1564,9.744840487619637e-06
7587,378,432,1603,1.4950036368251737e-05
7538,388,443,1631,1.0780592776883055e-05
7502,383,453,1662,9.121923631255359e-06
7471,360,481,1688,8.904840921973836e-06
7439,360,474,1727,7.940815964216415e-06
7411,351,473,1765,6.846573703508555e-06
7387,343,475,1795,7.979879304325521e-06
7359,344,455,1842,1.1348890272657089e-05
7321,350,455,1874,6.604514185445752e-06
7299,336,464,1901,7.381738641571118e-06
7274,319,474,1933,1.0151177130500053e-05
7239,326,460,1975,9.309477047634492e-06
7208,326,454,2012,8.2507444004948e-06
7181,324,452,2043,7.394143591803838e-06
7157,309,448,2086,1.0604004071937564e-05
7123,318,444,2115,8.221052724773067e-06
7097,311,430,2162,8.847498615530309e-06
7070,305,429,2196,9.231692400009232e-06
7042,313,418,2227,7.813678421609781e-06
7019,300,426,2255,7.0231905752795736e-06
6998,288,429,2285,6.32881455973768e-06
6979,274,430,2317,1.0996444482950513e-05
6946,275,427,2352,1.078915231653215e-05
6914,275,419,2392,7.594151950696004e-06
6892,266,409,2433,6.740389977678667e-06
6873,257,402,2468,8.324447890042005e-06
6850,254,400,2496,1.0583941605839417e-05
6821,255,390,2534,7.89417297260722e-06
6800,255,374,2571,9.436929852154766e-06
6776,251,371,2602,1.0740301110308461e-05
6749,253,366,2632,6.072545052211742e-06
6734,245,351,2670,6.346160192314038e-06
6719,232,351,2698,8.48043711565069e-06
6699,234,342,2725,7.420152610715224e-06
6682,224,342,2752,8.314210648840998e-06
6663,223,333,2781,9.464665025223332e-06
6642,223,328,2807,7.803262314465964e-06
6625,220,318,2837,9.967960128159487e-06
6604,218,314,2864,8.198081070341465e-06
6587,209,317,2887,9.578181668413887e-06
6567,223,302,2908,6.554950147082997e-06
6554,210,310,2926,4.921889611859785e-06
6544,202,307,2947,8.46188765798842e-06
6527,203,300,2970,1.072468208978091e-05
6506,199,299,2996,1.0795283386470117e-05
6485,194,311,3010,9.916527628685539e-06
6465,197,298,3040,9.862086506070373e-06
6446,199,298,3057,1.041174277997697e-05
6426,201,297,3076,6.8115536525122586e-06
6413,198,292,3097,9.612324281371956e-06
6395,195,293,3117,9.606481172631135e-06
6377,188,298,3137,7.893299430735244e-06
6362,192,288,3158,7.640853679835131e-06
6348,189,279,3184,9.598597927154546e-06
6331,187,272,3210,4.6456744125544705e-06
6323,179,266,3232,8.32383029374797e-06
6309,170,266,3255,1.1321694631252406e-05
6290,172,262,3276,6.674838286872414e-06
6279,172,247,3302,1.096128538480237e-05
6262,169,252,3317,4.4359274637141135e-06
6255,160,250,3335,5.755395683453238e-06
6246,153,254,3347,1.0085194682076845e-05
6230,151,250,3369,7.704654895666132e-06
6218,145,254,3383,6.331630546824941e-06
6208,141,248,3403,1.2340996009311606e-05
6189,148,246,3417,8.538621498672573e-06
6176,143,244,3437,3.3179733288031935e-06
6171,136,237,3456,8.204976728634753e-06
6159,131,244,3466,5.323410496168475e-06
6151,131,227,3491,5.72952215069073e-06
6143,124,227,3506,2.868491840216399e-06
6139,117,223,3521,8.765541487673092e-06
6127,117,219,3537,5.962082644899103e-06
6119,117,207,3557,6.31595734518207e-06
6111,118,197,3574,6.6452523409978015e-06
6103,116,196,3585,9.19587890866653e-06
6092,111,197,3600,5.832730617836157e-06
6085,106,190,3619,8.649396704579856e-06
6075,105,190,3630,9.5299978340914e-06
6064,107,186,3643,9.752603058416319e-06
6053,107,185,3655,8.037113604600802e-06
6044,107,178,3671,5.577078949129604e-06
6038,105,173,3684,7.658624472751572e-06
6030,104,168,3698,3.948511411197978e-06
6026,99,159,3716,3.131086048506785e-06
6023,91,160,3726,1.0376888593724057e-05
6013,91,153,3743,4.3478780724552146e-06
6009,86,155,3750,1.1810241626807101e-05
5998,91,149,3762,2.2378824261330958e-06
5996,82,151,3771,9.94040176894972e-06
5987,87,142,3784,5.881287390284584e-06
5982,86,134,3798,2.49504733104787e-06
5980,78,133,3809,2.514647823572309e-06
5978,72,131,3819,3.830840307590938e-06
5975,64,129,3832,2.5947909571535144e-06
5973,61,129,3837,2.595659797253013e-06
5971,61,122,3846,5.491020808223353e-06
5967,60,122,3851,4.121026300389849e-06
5964,57,119,3860,2.8180286198986635e-06
5962,54,116,3868,0.0
5962,49,110,3879,1.3723277728645055e-05
5953,52,103,3892,6.523593390947536e-06
5949,53,96,3902,5.252983694738612e-06
5946,48,100,3906,1.0090817356205853e-05
5940,51,95,3914,5.31632110579479e-06
5937,52,91,3920,7.403746666000329e-06
5933,52,89,3926,0.0
5933,41,96,3930,3.511433226585763e-06
5931,41,88,3940,9.579865422050551e-06
5926,39,91,3944,0.0
5926,37,89,3948,0.0
5926,37,78,3959,4.326868991060689e-06
5924,35,80,3961,8.440243079000674e-06
5920,35,76,3969,2.2226173541963018e-06
5919,30,75,3976,1.3515796587261362e-05
5913,34,69,3984,2.450998414204026e-06
5912,31,69,3988,4.902825988900002e-06
5910,29,64,3997,5.287648054145516e-06
5908,26,60,4006,0.0
5908,22,61,4009,1.109914869529507e-05
5904,23,60,4013,5.645889792231256e-06
5902,23,59,4016,0.0
5902,21,58,4019,1.1685109664754204e-05
5898,23,53,4026,1.5995188647254907e-05
5893,24,50,4033,0.0
5893,23,47,4037,3.610486296399262e-06
5892,23,44,4041,7.714620749243968e-06
5890,22,46,4042,0.0
5890,18,48,4044,3.5370684776457274e-06
5889,18,47,4046,3.6129386559145613e-06
5888,17,45,4050,0.0
5888,16,41,4055,4.14236479321315e-06
5887,17,40,4056,8.493290300662476e-06
5885,18,35,4062,0.0
5885,17,36,4062,4.720098178042103e-06
5884,18,33,4065,0.0
5884,18,30,4068,5.665080444142307e-06
5883,14,32,4071,5.31191568927418e-06
5882,13,28,4077,0.0
5882,13,25,4080,0.0
5882,10,25,4083,1.3600816048962938e-05
5880,11,24,4085,0.0
5880,10,24,4086,1.417233560090703e-05
5878,12,21,4089,8.101233007663766e-06
5877,11,21,4091,2.4307834415031966e-05
5874,14,19,4093,0.0
5874,13,19,4094,0.0
5874,13,19,4094,0.0
5874,9,21,4096,
