S,E,I,R,Beta
9950,0,50,0,4.020100502512563e-06
9948,2,48,2,6.282669883393647e-06
9945,5,46,4,6.557807069316021e-06
9942,8,40,10,2.5145845906256285e-06
9941,8,38,13,7.94159223629943e-06
9938,11,37,14,8.1586919984988e-06
9935,11,38,16,1.854157285513734e-05
9928,17,33,22,6.104558884575001e-06
9926,17,33,24,1.221157779690925e-05
9922,20,34,24,2.9642979949488364e-06
9921,19,34,26,8.893790355573739e-06
9918,19,36,27,8.40223163272165e-06
9915,19,35,31,8.644910309055544e-06
9912,22,32,34,1.8916464891041163e-05
9906,28,31,35,2.2794917384706563e-05
9899,34,31,36,3.2587195187523013e-06
9898,35,28,39,1.8041162716854777e-05
9893,40,27,40,1.4975047826558995e-05
9889,39,31,41,1.3048059264285178e-05
9885,41,31,43,1.3053339207335977e-05
9881,42,32,45,2.2138447525554094e-05
9874,45,31,50,1.6334851385522094e-05
9869,46,31,54,6.537250889883278e-06
9867,42,37,54,2.7391331739157827e-05
9857,46,41,56,2.4744084308044055e-05
9847,54,41,58,2.2292291573266094e-05
9838,56,45,61,2.2588150256375506e-05
9828,60,45,67,9.044453488897933e-06
9824,57,48,71,1.2723941368078176e-05
9818,60,46,76,1.992790526716678e-05
9809,65,48,78,2.3362898018826247e-05
9798,69,53,80,1.3479839936529211e-05
9791,69,56,84,2.7357485737630767e-05
9776,76,61,87,2.8507418636473398e-05
9759,85,66,90,2.7946231450688876e-05
9741,90,72,97,3.421962153098587e-05
9717,103,80,100,2.4441700113203663e-05
9698,110,87,105,2.1333940165409148e-05
9680,119,91,110,1.589319771137953e-05
9666,125,93,116,2.2248475423221625e-05
9646,134,94,126,1.7645942977135268e-05
9630,137,97,136,2.4622367815353654e-05
9607,146,97,150,2.0388913152887874e-05
9588,147,110,155,1.6118633139909736e-05
9571,149,118,162,1.5052533341361351e-05
9554,156,120,170,2.355034540506594e-05
9527,167,130,176,2.5030076462846484e-05
9496,177,136,191,2.477823479855295e-05
9464,192,145,199,2.259014195353718e-05
9433,204,152,211,2.0923186796632205e-05
9403,205,168,224,2.4055139443845176e-05
9365,222,177,236,1.3272160737932138e-05
9343,230,184,243,2.0941043980845924e-05
9307,244,184,265,1.167891395443355e-05
9287,251,187,275,2.188096868199985e-05
9249,269,196,286,2.316852787173903e-05
9207,281,212,300,1.6394416881331064e-05
9175,281,227,317,2.0646028640362985e-05
9132,298,242,328,1.719500584630199e-05
9094,301,257,348,1.754267362326381e-05
9053,313,262,372,1.6021006068588457e-05
9015,323,269,393,1.319568583546217e-05
8983,323,275,419,1.7406616538309737e-05
8940,338,280,442,1.7178012144455096e-05
8897,354,287,462,1.4881890658049792e-05
8859,352,305,484,1.480387639503404e-05
8819,356,317,508,1.1446464705720334e-05
8787,352,328,533,1.5960384936727482e-05
8741,367,337,555,1.3239561030472377e-05
8702,373,345,580,1.3323607100150224e-05
8662,379,344,615,1.3088442971975965e-05
8623,383,342,652,1.7971791746946323e-05
8570,387,370,673,8.199564792330253e-06
8544,367,383,706,1.1612442671204075e-05
8506,359,396,739,1.2172037801005588e-05
8465,370,391,774,1.1783135915451468e-05
8426,388,380,806,1.1555711019775882e-05
8389,390,381,840,9.698990272538498e-06
8358,385,381,876,1.318930611060552e-05
8316,389,389,906,1.4528934837418128e-05
8269,395,405,931,1.1645458495138021e-05
8230,385,415,970,1.5224933756898798e-05
8178,403,414,1005,1.1814423757388445e-05
8138,400,419,1043,1.1144276739372319e-05
8100,402,425,1073,9.876543209876543e-06
8066,401,419,1114,9.764313151582973e-06
8033,385,425,1157,1.2595104019449184e-05
7990,392,428,1190,1.403623688489116e-05
7942,401,430,1227,7.320515598554638e-06
7917,393,426,1264,7.1160828810173155e-06
7893,383,424,1300,9.561852035120682e-06
7861,380,425,1334,1.1374095497504434e-05
7823,373,442,1362,1.0989754656619331e-05
7785,371,455,1389,6.493185683937129e-06
7762,365,444,1429,9.865572864799867e-06
7728,364,451,1457,7.459843090808096e-06
7702,355,449,1494,8.675038271377174e-06
7672,351,449,1528,9.579856522779158e-06
7639,350,455,1556,9.782075497483274e-06
7605,351,441,1603,7.156051112095068e-06
7581,343,447,1629,9.443129783719867e-06
7549,340,444,1667,1.163569185823789e-05
7510,350,438,1702,8.512242428664368e-06
7482,343,433,1742,8.951429543298065e-06
7453,342,427,1778,1.1312107002477037e-05
7417,339,433,1811,7.161626386669909e-06
7394,317,437,1852,8.97505491805156e-06
7365,313,427,1895,1.0175349896895088e-05
7333,314,427,1926,8.622916966738854e-06
7306,310,420,1964,1.1406150196185783e-05
7271,311,410,2008,5.367128351520071e-06
7255,293,418,2034,7.2545250099749715e-06
7233,287,412,2068,1.0067127606882694e-05
7203,285,413,2099,1.042073201272405e-05
7172,288,409,2131,8.522684659303977e-06
7147,294,394,2165,9.588347387956609e-06
7120,285,404,2191,1.0429413727889643e-05
7090,283,397,2230,5.329107942857752e-06
7075,274,392,2259,7.93250162255715e-06
7053,272,388,2287,8.770121948545694e-06
7029,265,391,2315,8.004834920291856e-06
7007,261,389,2343,7.70437788432647e-06
6986,262,374,2378,8.420201748033883e-06
6964,266,363,2407,8.307185478090391e-06
6943,261,356,2440,7.686992152794748e-06
6924,252,351,2473,6.994952113380768e-06
6907,242,348,2503,7.072618316583709e-06
6890,233,347,2530,8.783560520823313e-06
6869,232,335,2564,7.822294844021267e-06
6851,231,329,2589,7.5422175628078165e-06
6834,223,317,2626,1.0155199138839113e-05
6812,221,314,2653,7.4802428086815695e-06
6796,220,303,2681,6.7987964187825495e-06
6782,214,298,2706,7.916731814772225e-06
6766,217,290,2727,8.154362074061993e-06
6750,212,285,2753,8.317089018843405e-06
6734,202,294,2770,9.091845826539705e-06
6716,192,298,2794,4.996582337681026e-06
6706,183,285,2826,7.325202358715159e-06
6692,182,266,2860,6.179525322571222e-06
6681,174,267,2878,7.848294705708569e-06
6667,166,271,2896,7.195212195109801e-06
6654,171,253,2922,7.722182027274747e-06
6641,172,241,2946,8.122558155954365e-06
6628,172,240,2960,6.915107624220479e-06
6617,165,243,2975,6.2191723401066335e-06
6607,157,240,2996,8.829019726552646e-06
6593,151,238,3018,8.284824623008614e-06
6580,152,233,3035,6.522561540368133e-06
6570,142,241,3047,6.315643216683403e-06
6560,141,229,3070,7.322398551496432e-06
6549,141,223,3087,8.901506203322726e-06
6536,131,231,3102,6.623323636787529e-06
6526,124,233,3117,9.2071463239153e-06
6512,129,223,3136,1.3083813532244025e-05
6493,133,223,3151,8.978278781081247e-06
6480,133,214,3173,5.769008884273682e-06
6472,129,210,3189,1.1772323267996939e-05
6456,129,204,3211,9.870738877955148e-06
6443,134,203,3220,6.881107460726079e-06
6434,135,192,3239,8.095016060511864e-06
6424,132,191,3253,8.965072079179517e-06
6413,127,196,3264,8.751356460251339e-06
6402,125,193,3280,4.046662878990212e-06
6397,122,181,3300,5.181987067487608e-06
6391,113,177,3319,7.956103524819064e-06
6382,111,168,3339,9.326826938860785e-06
6372,112,160,3356,9.808537350910232e-07
6371,101,158,3370,6.953978569824899e-06
6364,94,158,3384,8.950663940360732e-06
6355,91,153,3401,1.1313206111188246e-05
6344,93,147,3416,6.433847183261703e-06
6338,95,134,3433,5.887256679681429e-06
6333,91,136,3440,1.1610518200648332e-05
6323,91,133,3453,7.134711680355404e-06
6317,87,126,3470,3.769118855393986e-06
6314,79,124,3483,6.386218030592539e-06
6309,78,124,3489,1.022604676371185e-05
6301,81,115,3503,9.660302367464102e-06
6294,78,114,3514,5.57478857614325e-06
6290,72,115,3523,8.294739752540264e-06
6284,74,107,3535,7.436182680238196e-06
6279,70,113,3538,7.046948178152487e-06
6274,66,112,3548,1.2807960289630676e-05
6265,67,108,3560,8.867606632969762e-06
6259,68,107,3566,7.465884640136894e-06
6254,68,109,3569,1.3202559536208753e-05
6245,75,103,3577,6.218567086679052e-06
6241,75,97,3587,4.955589657354013e-06
6238,69,97,3596,6.6106305549954885e-06
6234,68,90,3608,8.91170284818023e-06
6229,67,85,3619,7.554795878858848e-06
6225,64,89,3622,1.8049726997879158e-06
6224,56,88,3632,1.8257770507127834e-06
6223,49,94,3634,5.128538264023988e-06
6220,51,88,3641,9.134755919321835e-06
6215,47,88,3650,5.485262926936298e-06
6212,46,82,3660,5.889466492861966e-06
6209,45,82,3664,5.892312103987524e-06
6206,42,81,3671,9.946567041851175e-06
6201,45,79,3675,6.1239612230775355e-06
6198,42,80,3680,6.050338818973863e-06
6195,39,79,3687,4.086594946925348e-06
6193,33,82,3692,3.938356838759732e-06
6191,30,79,3700,6.133852938831174e-06
6188,29,76,3707,4.252713231041404e-06
6186,30,71,3713,1.1384179633247269e-05
6181,29,74,3716,8.745195608162765e-06
6177,28,68,3727,4.76149663362188e-06
6175,26,70,3729,1.3880855986119143e-05
6169,28,72,3731,1.1257001855153906e-05
6164,33,65,3738,0.0
6164,27,67,3742,4.842755721715885e-06
6162,26,62,3750,2.6174995550250757e-06
6161,23,56,3760,5.796832610661535e-06
6159,23,55,3763,1.1808292373319163e-05
6155,26,52,3767,0.0
6155,23,50,3772,6.498781478472786e-06
6153,21,50,3776,6.500893872907525e-06
6151,20,46,3783,0.0
6151,15,48,3786,0.0
6151,12,45,3792,3.6127820227966546e-06
6150,10,41,3799,3.96589331746976e-06
6149,11,36,3804,0.0
6149,11,32,3808,0.0
6149,8,34,3809,0.0
6149,8,29,3814,0.0
6149,7,30,3814,1.0841871306987586e-05
6147,9,25,3819,0.0
6147,8,22,3823,0.0
6147,7,21,3825,7.746713456815946e-06
6146,6,21,3827,7.747973904823888e-06
6145,7,18,3830,9.040773890245005e-06
6144,8,14,3834,0.0
6144,8,14,3834,2.3251488095238094e-05
6142,10,12,3836,0.0
6142,10,12,3836,0.0
6142,8,14,3836,0.0
6142,8,14,3836,0.0
6142,8,14,3836,0.0
6142,8,13,3837,1.2524108909651079e-05
6141,7,13,3839,1.2526148334648579e-05
6140,7,13,3840,0.0
6140,6,13,3841,1.2528188423953897e-05
6139,7,13,3841,1.2530229177891664e-05
6138,8,10,3844,0.0
6138,8,7,3847,0.0
6138,7,8,3847,0.0
6138,7,6,3849,0.0
6138,5,8,3849,0.0
6138,4,9,3849,
