S,E,I,R,Beta
9950,0,50,0,1.2060301507537688e-05
9944,6,49,1,1.4366164808642685e-05
9937,13,46,4,1.3126173151725435e-05
9931,19,40,10,1.0069479407914611e-05
9927,20,39,14,1.0331832634643152e-05
9923,21,41,15,4.915901219880888e-06
9921,23,39,17,1.550712164561575e-05
9915,27,38,20,7.96241738991958e-06
9912,27,38,23,5.309884881695765e-06
9910,27,40,23,1.0090817356205853e-05
9906,28,39,27,1.553060305331656e-05
9900,28,42,30,2.405002405002405e-06
9899,28,40,33,7.576522881099101e-06
9896,28,35,41,5.774338838203026e-06
9894,28,35,43,1.1551012157440295e-05
9890,29,32,49,1.2639029322548029e-05
9886,30,35,49,5.780179763590648e-06
9884,31,31,54,2.9372984686883982e-05
9875,33,35,57,8.679927667269439e-06
9872,30,38,60,2.1325599249338905e-05
9864,38,35,63,1.4482678716255359e-05
9859,38,40,63,7.607262399837712e-06
9856,37,41,66,2.227193538169148e-05
9847,41,46,66,2.428459782498311e-05
9836,50,45,69,2.485201753196873e-05
9825,57,43,75,3.550505947097461e-05
9810,69,43,78,1.1853116184244839e-05
9805,67,47,81,1.3019844412859267e-05
9799,66,51,84,1.0005022521305696e-05
9794,64,54,88,1.5126419047186864e-05
9786,65,55,94,3.530089366999238e-05
9767,79,57,97,8.981191588575206e-06
9762,81,56,101,2.3780255802382415e-05
9749,86,61,104,1.6815511973485302e-05
9739,88,66,107,1.2446054134112456e-05
9731,87,72,110,1.5700110757144977e-05
9720,93,74,113,3.8927816705594485e-05
9692,112,74,122,1.1154365260844832e-05
9684,112,73,131,1.980388495640316e-05
9670,115,81,134,1.7873785540107496e-05
9656,121,82,141,2.52591589710429e-05
9636,125,91,148,1.026370889384588e-05
9627,118,106,149,1.665912106477262e-05
9610,127,112,151,1.951092611862643e-05
9589,138,109,164,1.8178321681666972e-05
9570,147,112,171,2.3324376772652634e-05
9545,152,122,181,2.6621095930407303e-05
9514,167,130,189,1.940460212480393e-05
9490,175,131,204,1.7696410041908317e-05
9468,180,139,213,2.203560345639838e-05
9439,188,151,222,1.5435466070389934e-05
9417,186,154,243,1.9307442053539535e-05
9389,193,164,254,3.0523523895373154e-05
9342,224,172,262,1.8048025172638697e-05
9313,227,187,273,2.1245674064946303e-05
9276,242,191,291,2.65279536900948e-05
9229,268,191,312,1.8153566693651187e-05
9197,276,206,321,1.689026919922178e-05
9165,272,227,336,1.7784571163519517e-05
9128,289,233,350,1.5516093480231556e-05
9095,296,237,372,1.902097642558739e-05
9054,299,257,390,1.5901134481481194e-05
9017,318,250,415,1.5526228235555062e-05
