S,E,I,R,Beta
9950,0,50,0,8.040201005025125e-06
9946,4,49,1,1.0259482839989002e-05
9941,9,45,5,1.5647878035967766e-05
9934,15,45,6,1.1184931660067556e-05
9929,17,46,8,1.5326207376722557e-05
9922,19,43,16,1.875090824711822e-05
9914,25,41,20,1.722127368540177e-05
9907,31,39,23,3.105807082793052e-05
9895,40,39,26,1.8139179331700806e-05
9888,44,40,28,7.584951456310679e-06
9885,44,39,32,5.18786558240276e-06
9883,40,37,40,1.367349338613125e-05
9878,43,37,42,2.7360829142566336e-06
9877,38,40,45,1.0124531740407006e-05
9873,39,39,49,1.298542775297561e-05
9868,41,38,53,5.33356089859834e-06
9866,40,34,60,1.78867411550065e-05
9860,46,34,60,2.982937596945472e-06
9859,42,38,61,1.0676859508544157e-05
9855,41,40,64,2.0294266869609337e-05
9847,47,38,68,1.8707273922594645e-05
9840,51,38,71,4.011553273427471e-05
9825,61,40,74,2.7989821882951656e-05
9814,67,42,77,3.153900647277456e-05
9801,75,45,79,2.0406081012141617e-05
9792,74,52,82,1.9639265962795376e-05
9782,75,57,86,2.5108774799398824e-05
9768,80,63,89,1.95000195000195e-05
9756,85,64,95,2.082052070520705e-05
9743,89,66,102,1.3996062441099904e-05
9734,92,68,106,2.115084784684369e-05
9720,96,71,113,2.3184373732104563e-05
9704,106,72,118,1.717504809013465e-05
9692,103,81,124,2.0380815538333766e-05
9676,107,84,133,2.7067461957912556e-05
9654,120,84,142,2.7129144593408113e-05
9632,130,88,150,1.8876472364844458e-05
9616,131,96,157,1.733222407099279e-05
9600,138,99,163,3.0513468013468015e-05
9571,157,101,171,1.862060618348952e-05
9553,165,103,179,2.23586551878686e-05
9531,169,113,187,2.692657309218266e-05
9502,178,127,193,2.4860079187638904e-05
9472,190,132,206,1.3596693284193285e-05
9455,191,137,217,1.9300026634036754e-05
9430,196,142,232,1.6429435574208773e-05
9408,195,151,246,1.2670631166373834e-05
9390,188,162,260,1.3805072378022325e-05
9369,188,172,271,1.861656576488022e-05
9339,199,175,287,1.3461214874642436e-05
9317,201,177,305,1.3340537223433988e-05
9295,199,186,320,1.6773962183391464e-05
9266,209,189,336,1.884342484385653e-05
9233,218,199,350,2.4491568641430916e-05
9188,232,213,367,2.094996331201547e-05
9147,252,215,386,1.9831130298153418e-05
9108,272,219,401,1.2533514618088769e-05
9083,267,236,414,1.7260779590107802e-05
9046,283,240,431,1.243643599380942e-05
9019,277,257,447,1.4668557472486748e-05
8985,288,255,472,9.165602802055714e-06
8964,284,259,493,9.90663641266051e-06
8941,285,258,516,9.970617025132024e-06
8918,277,278,527,1.5327500278315137e-05
8880,292,277,551,1.422903047451784e-05
