,40_mdn,40_std,50_mdn,50_std,60_mdn,60_std,norm_var_mdn,norm_var_std,roll_var_mdn,roll_var_std,roll_var_npeople_mdn,roll_var_npeople_std,roll_var_seq_mdn,roll_var_seq_std
rmse_I,113.70967601654414,30.912362691724226,114.39696573564336,27.45725232364728,111.97060396622499,23.492325297694524,117.3066040638096,24.63784396701748,124.09058715042647,33.92024146171887,115.00564494596907,31.357074326094445,119.99070271987529,30.592027720959884
rmse_Beta,4.268130299763414e-06,4.090793464489702e-07,4.1833897465840024e-06,4.397205479006991e-07,4.116112252846495e-06,4.796141514760194e-07,4.305758089227009e-06,4.99081847353081e-07,4.3486513343064974e-06,9.292577700789908e-07,4.186300985784922e-06,4.659387290103482e-07,4.3087467923121e-06,8.545224112577857e-07
time_predict,0.01200211048126215,0.0030009319862177174,0.011003017425537099,0.00312804775389048,0.00499880313873285,0.0008583323440210613,0.005000352859497,0.0011563717490721064,0.01149082183837885,0.010833524202428618,0.0109994411468505,0.0023574637280966027,0.00800025463104245,0.04010907513821487
pt_diff,104.09145731654559,94.91958148007225,113.68703336250269,82.86666952830083,92.57415709656141,68.26468828792454,73.91521031309208,66.95966807211275,141.2536154483039,94.31804213947801,107.56701502941496,100.60412700432249,129.30781966161487,86.12596420677953
ph_fraq,0.8232824464611282,0.14903408082770633,0.816254729159682,0.1405819936078648,0.8432182989851974,0.12947012619939793,0.8607368290804112,0.10441975001447026,0.75806456701854,0.12135860716508143,0.8258515203640588,0.16414757846089656,0.783749852700456,0.11840014512834042
