rmse_I,rmse_Beta,time_predict,30,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
1051.6515631938203,0.0031903516303535572,0.0,30,421,3652.6590279992956,130,71
910.4991356568712,0.00010658169826492466,0.0,30,429,3141.454853334686,94,82
244.85123240622167,8.784806420697523e-06,0.016298532485961914,30,504,195.49925396704924,99,50
245.64831863305625,8.894965517653841e-06,0.0,30,526,134.84955270881167,84,48
246.01124253094258,1.0187582878725374e-05,0.0,30,400,60.95348374458483,118,39
208.50502265799545,8.025109843602723e-06,0.015631437301635742,30,417,130.15840331406093,119,73
206.82162852811805,9.266366603023267e-06,0.010008573532104492,30,392,108.79888026118306,106,52
501.4916200159059,7.351251351523051e-06,0.0,30,352,1492.0484143255571,110,96
206.24004449034393,9.600903268947892e-06,0.00400090217590332,30,334,125.16024525264152,110,39
226.9659349629196,9.22126524336753e-06,0.0,30,401,89.56613089306947,116,46
99.52884549010611,6.22701471310261e-06,0.019591093063354492,30,479,376.8957541534991,94,90
203.9551548079486,8.166160616098239e-06,0.0,30,554,289.71119852166356,85,63
208.35502648215444,7.356071405026407e-06,0.0,30,491,165.98194372004463,98,70
85.84263380849379,5.943617213592398e-06,0.015629053115844727,30,523,559.268999920791,96,80
241.64417625078286,9.335950551101958e-06,0.0,30,435,129.77117691101904,110,44
280.1847088196246,5.633898356964507e-06,0.015627145767211914,30,425,1011.4877117419696,102,113
187.1353432602198,8.511993759829147e-06,0.015631914138793945,30,403,191.4508026374481,83,50
207.34286998644987,7.836350943389557e-06,0.0,30,460,176.57066253783972,97,60
128.90393827686853,5.566551919246471e-06,0.0,30,448,424.77554410600203,110,91
285.8820100346119,9.51113837945153e-06,0.01562786102294922,30,541,92.73693996456555,87,48
235.96820163599463,9.632613116472143e-06,0.0,30,439,81.83546529271173,106,45
665.417153405295,2.4875564853669336e-05,0.0,30,491,2231.558083599581,101,107
79.03595152665204,5.561276817869327e-06,0.0,30,472,413.7972942272666,92,89
216.57895589003647,9.111204093222475e-06,0.0,30,400,92.87045983318447,126,56
710.9318963073455,1.598405363734105e-05,0.0,30,415,2258.8886685730135,92,91
94.9167120048957,6.727675443915765e-06,0.015629053115844727,30,473,456.88772246815154,80,76
208.874501093352,8.511571147052252e-06,0.004999876022338867,30,389,109.00157316736096,106,53
198.97162030377626,7.65925100841617e-06,0.0,30,439,141.98455257443865,111,70
179.77070122940125,7.886368190202196e-06,0.015631675720214844,30,413,172.98437413058863,96,63
199.8519660083994,8.423289582123318e-06,0.0,30,401,120.06593129058407,100,52
218.73062460101056,8.858121710901024e-06,0.015627622604370117,30,443,181.30193483970237,95,46
519.8661176690927,8.764576177648893e-06,0.0,30,468,1690.8874627590626,81,93
143.2060968005652,7.261900311943668e-06,0.0,30,439,278.52674951133656,93,69
232.1540212549978,8.003719406448185e-06,0.02078700065612793,30,481,145.34944205606962,101,63
548.5403694864262,9.500133207554867e-06,0.0,30,507,1871.150909102041,79,85
259.01028414956454,9.698849969607199e-06,0.004000186920166016,30,490,112.99587355142748,113,36
253.98503712603167,1.0238112692493259e-05,0.01648879051208496,30,482,72.18643506420567,93,37
953.96848151238,0.0003903543662324979,0.0,30,461,3212.435103241803,124,81
213.24235376098966,8.791100927537513e-06,0.0,30,465,143.579867695008,84,45
223.8756863999798,7.953647394848596e-06,0.015629291534423828,30,467,153.35816265266823,110,59
214.39861658233878,8.65656528782015e-06,0.0,30,420,150.87338361425188,97,45
133.837681456249,7.2850967848521364e-06,0.00640106201171875,30,524,445.6118884367045,79,63
176.74521035752716,7.38760098112832e-06,0.0,30,466,311.24169509669963,73,60
189.01374415295047,7.256629684276371e-06,0.0,30,462,207.49141445427537,111,71
201.58917061623671,8.118535481246505e-06,0.013721466064453125,30,415,194.8665219444256,102,58
480.23524766437174,8.394783765630021e-06,0.0,30,459,1546.7142714710512,101,109
105.81509853544856,5.631684538899888e-06,0.0,30,457,655.9232546188401,83,89
205.59545727845284,7.986210970137948e-06,0.0,30,415,253.39224187260436,112,58
130.66167412319047,6.415946938752543e-06,0.0,30,341,232.1830888789122,89,76
