rmse_I,rmse_Beta,time_predict,roll_var_npeople,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
311.3642926387867,8.594782308089268e-06,0.004980564117431641,39,475,926.7438446950449,103,129
291.9212405903187,8.512461692752322e-06,0.003998517990112305,70,480,847.156228970315,119,139
402.3153204997876,1.0218881894420193e-05,0.004001140594482422,49,403,1096.365688745617,89,124
343.6120200779084,8.866699049272283e-06,0.0050199031829833984,46,494,990.0552130311244,95,126
212.69814461361804,6.385236285186186e-06,0.007001161575317383,62,444,539.3367294790256,129,177
397.6875729414045,1.169623271054687e-05,0.00799870491027832,47,523,1238.3033269401826,95,116
304.7527724900933,8.057021632180879e-06,0.006979703903198242,50,451,906.5299099165973,102,135
344.16517562054077,9.225472088345816e-06,0.004000186920166016,57,509,954.4909899942102,105,142
313.82607561000106,7.174185395472303e-06,0.003999233245849609,49,412,792.7035404976817,104,145
259.1118427271905,6.8867006027137455e-06,0.00400090217590332,49,431,714.4935996173084,116,148
465.698203420553,1.2769349988228505e-05,0.008001089096069336,33,431,1407.2309021046083,88,102
383.75817206052585,1.0130474314472753e-05,0.0045070648193359375,60,455,1034.1427609915904,94,125
275.66486220502856,6.8240045035441e-06,0.005011558532714844,63,444,765.2122787382743,110,152
333.1905284262185,8.331499746905246e-06,0.003996849060058594,48,392,921.3416640175774,94,135
327.3119023774014,8.247066190947277e-06,0.004998445510864258,48,472,875.7379126236846,94,136
442.3573927466269,1.260447625863456e-05,0.003999233245849609,39,460,1335.2192226485288,102,109
359.8767476549053,1.0481225165916042e-05,0.003998994827270508,39,481,1112.6338836644368,106,126
449.52984683882386,1.0979261747895339e-05,0.0035562515258789062,52,424,1211.9322375193483,105,120
381.38976919308277,1.1579701999863334e-05,0.004000186920166016,40,516,1177.029193022103,102,117
444.02151387708744,1.1652577201073067e-05,0.006999969482421875,46,460,1273.5301049326922,90,117
452.547078774758,1.2278218448916594e-05,0.003998279571533203,47,422,1302.5680120656773,94,108
372.10234955428126,1.1046234506735701e-05,0.008996725082397461,46,507,1158.5007110935069,92,111
333.7135838886145,8.470772894865583e-06,0.004025459289550781,48,494,976.6100722519986,107,131
351.8371292998887,1.0036248572504186e-05,0.01000070571899414,38,553,1111.5540538335874,98,122
450.61547626679794,1.0636354548339438e-05,0.006999969482421875,42,348,1226.2091200344503,111,115
338.79698832551696,9.146247396260059e-06,0.012021780014038086,43,509,1015.0946934989244,109,130
233.81322145163062,6.3872105070584424e-06,0.006978511810302734,53,446,646.6609864535534,117,157
322.3018362553769,8.462930150610041e-06,0.003999233245849609,48,457,882.0228330396048,98,136
364.26279781047475,8.956481282097473e-06,0.006999492645263672,42,388,1036.5445514726066,107,128
292.2120111316249,7.150293332739258e-06,0.007013797760009766,60,389,769.5540687757356,112,140
