rmse_I,rmse_Beta,time_predict,roll_var_npeople,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
111.7356314022557,5.973650872213535e-06,0.010984420776367188,39,475,562.8003329099432,103,111
99.18442692566418,6.483902257807938e-06,0.010007143020629883,70,480,480.8579973264912,119,120
129.7999589490446,5.383822796748395e-06,0.018016815185546875,49,403,546.6288744668822,89,113
114.18228988217201,5.235011314160142e-06,0.01398015022277832,46,494,551.039709486862,95,112
146.3852057345937,6.940402388331888e-06,0.008998870849609375,62,444,352.8686706218564,129,249
112.70246716983374,6.063815863074033e-06,0.009997367858886719,47,523,607.4099309416931,95,108
97.7590145022917,5.767920858961152e-06,0.013998746871948242,50,451,491.77346527184176,102,119
135.89374475800318,6.919470920766914e-06,0.015002250671386719,57,509,426.1776103435852,105,130
124.29033500130477,5.4470104619570314e-06,0.017979860305786133,49,412,452.18938709415335,104,125
102.91401186685147,5.538425326114147e-06,0.01100015640258789,49,431,452.1404011652452,116,124
173.28524065910057,4.963880426136371e-06,0.009000539779663086,33,431,728.3638639567656,88,97
147.31583207821424,7.184366747887151e-06,0.00899958610534668,60,455,579.3736152006018,94,112
100.77233506419635,5.043429895565828e-06,0.008999824523925781,63,444,390.1380675727611,110,132
104.02575643145761,5.002198276723884e-06,0.009999513626098633,48,392,487.3232657897749,94,119
131.95337412416706,5.8349411947118905e-06,0.009999752044677734,48,472,500.1410911851898,94,118
146.65142265680103,5.395896669963499e-06,0.009999752044677734,39,460,663.9537293086669,102,103
88.08926376510398,5.969611532380374e-06,0.01501321792602539,39,481,521.5453267211327,106,116
151.04518960055535,5.605214430141536e-06,0.02000141143798828,52,424,572.9442353136814,105,112
121.2234714686992,6.604531458458686e-06,0.008999347686767578,40,516,598.4485466305703,102,108
130.61412741403714,4.998931468889843e-06,0.011999845504760742,46,460,581.036934683993,90,110
162.26345781795118,5.006993198771643e-06,0.009002685546875,47,422,678.6621079605079,94,101
132.0936367482683,5.6597606664749354e-06,0.008999109268188477,46,507,685.2518015023373,92,100
112.70225182337882,5.565662666860293e-06,0.008987903594970703,48,494,509.5270095209568,107,118
108.89165108434261,5.268184035866485e-06,0.008999347686767578,38,553,570.2374559585149,98,111
162.79267818966247,4.750825275747921e-06,0.00899648666381836,42,348,609.7948873769225,111,107
104.04917896267042,5.241185734877629e-06,0.009000301361083984,43,509,516.0539036290963,109,117
119.41233981071339,6.630935541959997e-06,0.016001462936401367,53,446,403.1631009680003,117,132
115.0279071994209,5.736267191125091e-06,0.009999513626098633,48,457,480.387386457672,98,119
110.09520212713458,5.191053206814937e-06,0.01120758056640625,42,388,518.6880146676802,107,116
120.41696398077924,5.872974534576772e-06,0.01800084114074707,60,389,479.2730766550373,112,120
