rmse_I,rmse_Beta,time_predict,roll_var_npeople,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
136.11062258700983,4.5500001823905115e-06,0.015527725219726562,48,421,250.65421694008054,130,83
121.30254578867955,4.347962501151936e-06,0.017178058624267578,46,429,265.59046308196974,94,87
257.8097980647264,1.3491211719489134e-05,0.0004150867462158203,32,504,183.77129703880067,99,48
176.7947394634513,6.396659191905134e-06,0.012200593948364258,34,526,258.3732692320138,84,67
42.01529230750467,3.1274396612862773e-06,0.006996631622314453,64,400,342.30176733112705,118,122
183.2053687360919,5.422678980327965e-06,0.00700068473815918,60,417,185.9533887533678,119,81
137.09045218085186,5.775906638176627e-06,0.011603355407714844,44,392,241.9168487281621,106,76
189.2703395535072,8.50594380433488e-06,0.011231184005737305,43,352,145.851176257547,110,63
206.22681167010919,1.6345124544850084e-05,0.0069980621337890625,29,334,141.03868006180352,110,43
34.29312156366031,3.081037273090338e-06,0.009266853332519531,51,401,389.8386858314315,116,100
24.440604581390474,3.512614231964656e-06,0.002245187759399414,52,479,451.6013298372498,94,91
278.63508083572594,1.5842192069367943e-05,0.0011305809020996094,26,554,163.35658262425886,85,44
95.92745978357648,4.012321655893174e-06,0.008441448211669922,59,491,571.2714183289957,98,108
99.89124140653351,4.472916788214706e-06,0.008999824523925781,42,523,442.54150852425977,96,75
253.04148231098378,1.955313709490588e-05,0.008310556411743164,31,435,121.06066434434032,110,38
91.45194114227833,3.539419135122552e-06,0.006617069244384766,48,425,477.9816978553419,102,117
183.36783850865297,1.0595925001313399e-05,0.0043261051177978516,31,403,223.297542004864,83,53
14.852790408506397,3.4645167621737663e-06,0.006997108459472656,56,460,442.97408303868144,97,92
49.042003476358076,3.310323886455191e-06,0.008996009826660156,49,448,494.8795547522786,110,112
37.594092167992194,3.667253859701989e-06,0.008349895477294922,48,541,484.49421993270704,87,100
235.14602348006056,5.919232452614398e-06,0.009693145751953125,63,439,761.8454508262652,106,122
180.021299121669,5.141332020577296e-06,0.019567251205444336,59,491,699.6653071095456,101,116
103.54737627997571,3.7208533475339934e-06,0.007997274398803711,56,472,614.8184607301863,92,98
189.903785478422,6.480726115510736e-06,0.015028715133666992,56,400,160.63751925033662,126,76
69.34028360087291,3.6853537506119026e-06,0.012001276016235352,66,415,376.50012683790237,92,87
197.63988395351168,9.141129053393175e-06,0.015372037887573242,29,473,239.8682712943508,80,57
208.6032581427514,9.320174371700837e-06,0.017132282257080078,42,389,142.37887305470667,106,60
41.44234688509194,2.93354539478083e-06,0.0017368793487548828,65,439,338.5552814676547,111,104
154.92740061012196,6.586926197552529e-06,0.0018436908721923828,40,413,239.46644296031008,96,69
211.15992188645615,1.3110635075506008e-05,0.0,34,401,125.05202937025243,100,48
225.41754256002255,1.4410782347593631e-05,0.011551618576049805,28,443,192.0707502102001,95,45
198.24385926330984,8.814240309821949e-06,0.008055448532104492,29,468,257.76370391546834,81,59
210.92169230752876,1.2194849895688312e-05,0.007990837097167969,34,439,155.48201014040035,93,50
130.68327447665615,4.642356021970612e-06,0.008063316345214844,70,481,602.6801718578258,101,118
45.12121945080384,4.451387514274054e-06,0.0,39,507,591.9104205377936,79,78
247.6682431984012,1.0088443580014932e-05,0.006163358688354492,42,490,163.79660973116998,113,56
91.95838691381559,3.857462883393095e-06,0.013486623764038086,41,482,327.84770339614954,93,86
229.7320867358709,6.669348336349156e-06,0.008532285690307617,47,461,140.3067974856126,124,71
227.53214796523932,1.6782929139089014e-05,0.02015995979309082,29,465,136.7958856833033,84,41
142.83109139199794,4.70551521691506e-06,0.009000301361083984,51,467,291.3497247892956,110,78
226.93007126336394,1.8121950640197243e-05,0.007998943328857422,26,420,138.4189167863877,97,39
71.03140977975605,5.2879065729040335e-06,0.009523153305053711,35,524,554.3180707328878,79,69
160.8273283930881,7.201744529378262e-06,0.02033257484436035,36,466,362.914839669999,73,62
215.10624807702425,8.486241142752328e-06,0.007895469665527344,34,462,198.22501734985522,111,61
219.6371749446951,1.1347454005759438e-05,0.0037724971771240234,36,415,195.56128646538028,102,53
93.55346820781185,4.131582516517393e-06,0.007830619812011719,46,459,322.855096513091,101,89
226.25293550496292,1.0759021219965582e-05,0.0007393360137939453,35,457,183.645525391864,83,53
226.34031997333778,1.2274980368929615e-05,0.011916399002075195,29,415,206.66554181144997,112,50
94.56541004501717,4.153134349292209e-06,0.00666499137878418,58,341,305.5340352525043,89,79
255.52785691152621,2.3490334311942516e-05,0.015626192092895508,19,490,155.70416113509827,70,33
308.7510062331478,2.921054842810962e-05,0.00705409049987793,14,624,114.77345287732592,76,28
254.7278855243456,3.2649387027851545e-05,0.0,14,490,80.43695196944515,103,25
271.25002579136714,3.1828234103135797e-05,0.020614147186279297,14,494,86.88240562260916,87,25
32.447459499482854,3.1565403803598473e-06,0.0070459842681884766,56,383,320.57300176383444,108,98
253.01738809871372,2.562645960292485e-05,0.018944740295410156,22,437,103.63581905975086,85,31
27.357071848929934,4.067751671992223e-06,0.0056760311126708984,50,516,527.4641088666846,86,80
247.48555935551315,3.433274039462901e-05,0.00647735595703125,14,449,71.70742277760573,102,23
215.5686540894422,9.260787367596042e-06,0.00036025047302246094,31,523,261.5534764791237,88,55
179.41764128502336,7.711642626178846e-06,0.01542973518371582,34,499,315.67018233511965,87,60
123.52688706547652,6.166465194278098e-06,0.024275541305541992,39,460,358.09070348947256,83,67
501.30037161105867,1.493158871240274e-05,0.004121541976928711,20,1294,353.7402820526507,77,50
221.39921449303358,1.2407867395532885e-05,0.0,21,1267,826.6505413383742,72,64
490.9822444310742,1.6787433123112934e-05,0.007274150848388672,20,1322,373.5006953894028,75,52
439.16555755357126,3.559985529116734e-05,0.020860671997070312,23,1239,397.33775941100305,69,58
236.39396454256905,1.973765998936074e-05,0.001867055892944336,23,1369,783.9067029426941,76,70
484.0780238950745,1.9541077382962002e-05,0.009000301361083984,19,1274,357.05492436102776,76,49
486.0075732762703,1.9176194100704965e-05,0.008000850677490234,23,1291,342.8488988317139,72,54
485.909658838916,1.8996768806125084e-05,0.0,22,1216,358.1786750567661,79,53
201.04461768441453,1.0916122403065267e-05,0.016063451766967773,22,1300,1782.1454102452576,73,70
473.5580259359077,1.8590882329477442e-05,0.010724782943725586,23,1319,359.8743743847648,74,56
192.68608132826716,1.1044000204546908e-05,0.008611440658569336,22,1318,1831.2586024587813,61,62
211.3369756833216,7.14688375505084e-06,0.010350227355957031,24,1227,869.6771415571743,72,61
