rmse_I,rmse_Beta,time_predict,roll_var_seq,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
336.7595522113291,9.226648809904785e-06,0.008020877838134766,47,475,1003.3645114592821,103,124
291.9212405903187,8.512461692752322e-06,0.007999420166015625,70,480,847.156228970315,119,139
402.3153204997876,1.0218881894420193e-05,0.007982254028320312,49,403,1096.365688745617,89,124
346.32556298767236,8.925911951391827e-06,0.010979890823364258,49,494,993.4137087216027,95,126
168.6752836590306,5.786762016066711e-06,0.00698089599609375,19,444,282.69709082466716,129,218
399.1831182366462,1.1718668639969412e-05,0.007056236267089844,50,523,1234.2517510001642,95,116
308.9560982842516,8.138437969017036e-06,0.007999181747436523,54,451,907.2273489127332,102,135
245.69933671739824,7.92471425101531e-06,0.009979963302612305,9,509,30.0,105,9
188.67296959000117,6.026534007961954e-06,0.010981082916259766,15,412,54.212790224757185,104,249
298.78692342787775,7.702519926563778e-06,0.008408546447753906,75,431,782.6801771699822,116,143
377.86228467807507,1.0228441056650076e-05,0.006999492645263672,66,431,993.9922516850556,88,126
385.2890658600643,1.0169312148629116e-05,0.003997087478637695,64,455,1022.3409143266483,94,126
275.66486220502856,6.8240045035441e-06,0.003978729248046875,63,444,765.2122787382743,110,152
333.1905284262185,8.331499746905246e-06,0.008000373840332031,48,392,921.3416640175774,94,135
364.08797898898945,9.151041095839337e-06,0.008980512619018555,62,472,985.1917581798294,94,128
424.8325027051824,1.2050849411361216e-05,0.00899815559387207,49,460,1238.993963808418,102,113
345.25685223550994,1.0109314426451522e-05,0.008000373840332031,73,481,950.921844603407,106,136
213.5101871532286,8.109820872236626e-06,0.009020328521728516,8,424,36.0,105,8
384.3815492685454,1.1687573019770233e-05,0.009003162384033203,41,516,1186.673257859241,102,117
443.3518274190358,1.1617294232864741e-05,0.00800180435180664,50,460,1254.8864548014637,90,118
444.50340279072583,1.205368266026536e-05,0.007998943328857422,50,422,1266.1320304259962,94,110
372.2025919511697,1.1048609865459338e-05,0.009992361068725586,48,507,1151.1659598522035,92,111
346.8309598622137,8.74912054676238e-06,0.007004499435424805,59,494,995.3947120577872,107,129
350.7597266047736,9.848537708565299e-06,0.007998466491699219,45,553,1068.835067134924,98,124
380.31759411356103,9.029359486767708e-06,0.00700068473815918,63,348,956.1986844288951,111,131
285.97419973088876,7.202113234213956e-06,0.007998943328857422,25,509,695.4449789874286,109,158
284.1692796078535,7.4069933424849265e-06,0.004994392395019531,77,446,792.0268545764646,117,144
344.306452756569,8.956129543028535e-06,0.00700068473815918,60,457,925.3205061728595,98,134
363.60800673388275,8.935898892018684e-06,0.006995439529418945,44,388,1028.923720620153,107,129
270.22122874104997,6.8719183230330935e-06,0.004988431930541992,87,389,639.2063519999066,112,150
