rmse_I,rmse_Beta,time_predict,roll_var_seq,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
348.3960454263497,1.238694559535674e-07,0.00698089599609375,69,4324,3926.4886088780722,105,96
152.95357617080475,1.213230070477903e-07,0.0029921531677246094,63,4219,3910.138205363596,99,96
140.80294355665788,1.1740721917627142e-07,0.003987789154052734,31,4649,4323.229198495751,98,93
87.63059015375597,1.1746023245970024e-07,0.002991914749145508,58,4693,4546.089263032055,95,92
402.23383860030305,1.0967767499942172e-07,0.002991914749145508,61,4172,3524.5352024214253,110,98
69.79864375565612,1.1447282328034346e-07,0.003988504409790039,39,4296,4324.172222864756,92,93
254.84614516723596,2.45072067070008e-07,0.003988981246948242,6,4675,4644.405809237857,99,91
193.28888821043628,1.0473848937507285e-07,0.003989219665527344,50,4179,3828.312860457601,93,96
129.32348536747463,1.1134576722003936e-07,0.0039882659912109375,31,4475,4142.891355492104,95,94
316.7520829013572,1.910326747185843e-07,0.003989219665527344,6,4293,4585.878180197366,102,92
408.8659633738101,1.3080524089916132e-07,0.0029926300048828125,38,4310,5073.036272673168,89,88
158.32389947836242,1.32030832022355e-07,0.003989219665527344,27,4385,4058.8709342986144,102,95
97.43452004125888,1.0159305736578259e-07,0.003989458084106445,41,4555,4350.016080088921,91,93
176.4602955221059,1.1606375370621599e-07,0.003989219665527344,56,4594,4815.485756973138,85,90
57.3635392117493,1.0709686186119688e-07,0.002991914749145508,44,4611,4488.32624876107,95,92
99.57898727147503,1.1561718202575686e-07,0.0029921531677246094,59,4611,4540.117964433636,90,92
94.526796293076,1.059157918367837e-07,0.003988981246948242,49,4380,4327.724533269698,88,93
195.71352136205454,1.2779557945440257e-07,0.003988981246948242,60,4712,4870.233927086399,84,90
88.14908115698812,1.0850191667035054e-07,0.002991914749145508,40,4402,4490.402597378288,96,92
256.4901799977647,1.263760158886381e-07,0.003988504409790039,38,4609,4040.0848230559445,94,95
232.84550911613917,1.2632531556777444e-07,0.0029931068420410156,38,4205,4647.353379347675,93,91
60.89399689341433,1.211579791245752e-07,0.0039882659912109375,55,4501,4463.417971722377,89,92
622.1398262549402,1.7465655381213029e-07,0.003989458084106445,6,4437,5618.278694298602,89,86
53.173806770682205,1.0418793630232836e-07,0.0029921531677246094,75,4329,4402.531183178251,92,92
89.9476810348675,1.0429631883868643e-07,0.0029921531677246094,81,4278,4157.799769048854,96,95
252.07917821829417,1.1411609393389759e-07,0.003988981246948242,63,4261,4570.194143184603,93,91
737.2680125075209,2.2028741109102356e-07,0.003987789154052734,6,4367,5709.654944769636,95,85
85.90272514495413,9.98330954179041e-08,0.002991199493408203,44,4389,4552.6270167458015,100,91
253.6259238321141,1.3120360068092038e-07,0.003988742828369141,32,4603,4920.461558373297,82,89
38.81141416184192,1.0222305498277712e-07,0.0029916763305664062,54,4370,4307.8445348254,93,92
243.95534663566585,1.1481867525662837e-07,0.002991914749145508,45,4643,4991.156697527774,92,89
