rmse_I,rmse_Beta,time_predict,roll_var_seq,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
41.09873322059019,3.80511451053514e-06,0.011997461318969727,47,475,526.136343900081,103,96
141.87514179445782,5.141682824824781e-06,0.01000070571899414,70,480,615.6690009547568,119,126
34.29987921646679,3.103181833338285e-06,0.007005214691162109,49,403,453.65071677712297,89,96
28.38681324288544,3.376421391644869e-06,0.009608030319213867,49,494,479.924770454194,95,97
257.9666158927024,3.265875161961688e-05,0.007977485656738281,19,444,37.8238233535511,129,27
155.42660886708342,4.961114592296786e-06,0.01136016845703125,50,523,750.1826233694785,95,104
79.49340631018045,3.7182561339455417e-06,0.013716936111450195,54,451,537.2328441432537,102,114
259.9391885475112,1.311379213406379e-05,0.011988639831542969,9,509,30.0,105,9
224.1033695098749,3.9074036993604244e-05,0.007985830307006836,15,412,34.0,104,15
179.51763051052387,5.077607067749414e-06,0.006994485855102539,75,431,616.5750057632183,116,130
31.99347993964936,3.669153386269572e-06,0.011999130249023438,66,431,460.9872514615011,88,96
167.26597043804773,5.037058556555811e-06,0.011000871658325195,64,455,648.2762957511935,94,111
121.49555132000346,3.147702945970784e-06,0.0069959163665771484,63,444,247.22241480862428,110,99
97.91476663719807,3.629854276995306e-06,0.01200246810913086,48,392,288.91331646051043,94,88
230.8547047112379,5.608758896083694e-06,0.017007112503051758,62,472,769.4723967529814,94,118
72.59931232706894,3.5497301113833863e-06,0.01500082015991211,49,460,411.48940804291124,102,82
61.86547225687455,4.428140093191931e-06,0.006999015808105469,73,481,484.78654900484213,106,115
225.3637999779376,1.2992013096977648e-05,0.020514726638793945,8,424,36.0,105,8
24.15704374309567,4.533218929085998e-06,0.007999420166015625,41,516,538.2710018484952,102,93
55.8613791425093,3.663717196289267e-06,0.008012056350708008,50,460,514.396160696699,90,98
52.595300475546445,3.3434962620655375e-06,0.011995553970336914,50,422,498.66251005282305,94,84
39.8315515165327,3.91972344378076e-06,0.006994485855102539,48,507,574.182738384897,92,87
84.83079238601712,3.980515650551221e-06,0.0069942474365234375,59,494,549.3321530557354,107,110
204.6289369417298,5.882687056011857e-06,0.011997699737548828,45,553,242.02501212048668,98,72
118.34511219128021,5.514791540704294e-06,0.01201939582824707,63,348,289.10948772466855,111,76
271.017805451208,1.8219894084779455e-05,0.007996320724487305,25,509,65.64296396282073,109,41
155.6671477767221,4.592906016569704e-06,0.006015300750732422,77,446,609.5322618766643,117,131
77.97891526143148,3.7892200228129374e-06,0.006979465484619141,60,457,491.1684783551657,98,111
37.53482955490029,3.511702014004218e-06,0.013983964920043945,44,388,414.57517424065054,107,96
26.303795488428737,3.2029569575982006e-06,0.0060193538665771484,87,389,373.43108935332174,112,110
