S,E,I,R,Beta
99500,0,500,0,3.4974874371859297e-06
99326,174,462,38,3.726414736623544e-06
99155,326,436,83,3.6778669666942547e-06
98996,446,455,103,3.5743479923042736e-06
98835,582,450,133,4.496832543577118e-06
98635,716,483,166,5.730393788253133e-06
98362,903,529,206,6.649562556797546e-06
98016,1157,578,249,7.890103670666861e-06
97569,1475,660,296,8.525435146595556e-06
97020,1896,734,350,8.10248961280491e-06
96443,2283,867,407,8.766256337701357e-06
95710,2812,1000,478,7.846619997910355e-06
94959,3254,1223,564,7.723779261208372e-06
94062,3801,1482,655,7.4605514018935626e-06
93022,4475,1726,777,7.4366589116971615e-06
91828,5202,2061,909,6.810826231527893e-06
90539,5983,2409,1069,6.762690731318797e-06
89064,6872,2820,1244,6.5695048838893765e-06
87414,7848,3263,1475,6.1634063754485904e-06
85656,8840,3785,1719,5.585920839204565e-06
83845,9798,4350,2007,5.201168275066951e-06
81948,10717,5009,2326,4.872373867225454e-06
79948,11635,5686,2731,4.591007369704131e-06
77861,12519,6426,3194,4.5469554859213805e-06
75586,13522,7189,3703,4.254788561171734e-06
73274,14441,8023,4262,4.228773574932138e-06
70788,15469,8792,4951,3.9928139247034924e-06
68303,16381,9700,5616,3.963539661281877e-06
65677,17386,10561,6376,3.87102468345986e-06
62992,18359,11380,7269,3.671624214953175e-06
60360,19152,12293,8195,3.43797999982426e-06
57809,19810,13200,9181,3.5330558259513957e-06
55113,20467,14182,10238,3.321338618294425e-06
52517,21032,15050,11401,3.1427886948424925e-06
50033,21405,15941,12621,3.0730611717601305e-06
47582,21741,16756,13921,2.9725919794963096e-06
45212,21966,17516,15306,2.8967082625554955e-06
42918,22083,18308,16691,2.845715111051665e-06
40682,22125,19053,18140,2.65767308032074e-06
38622,21988,19665,19725,2.692555116701988e-06
36577,21820,20305,21298,2.664616532160195e-06
34598,21569,20900,22933,2.590242929660176e-06
32725,21235,21374,24666,2.441869250911573e-06
31017,20807,21790,26386,2.4028629697998445e-06
29393,20379,22107,28121,2.3622978458039735e-06
27858,19817,22479,29846,2.328255312683395e-06
26400,19260,22612,31728,2.392132898058955e-06
24972,18710,22757,33561,2.2541395239937264e-06
23691,18101,22900,35308,2.2229435422107673e-06
22485,17506,22873,37136,2.333271219709072e-06
21285,16941,22814,38960,2.0490284526443474e-06
