S,E,I,R,Beta
99100,0,900,0,4.036326942482341e-06
98740,360,813,87,3.836781329125829e-06
98432,629,788,151,3.751720376519047e-06
98141,868,795,196,4.883232115210442e-06
97760,1147,830,263,5.459645455800288e-06
97317,1494,867,322,5.226738586589618e-06
96876,1766,962,396,6.41667308333975e-06
96278,2168,1096,458,7.259240007987817e-06
95512,2728,1221,539,7.4000932531797765e-06
94649,3317,1401,633,6.968155056291268e-06
93725,3914,1606,755,6.464156319642897e-06
92752,4480,1883,885,6.962416053645782e-06
91536,5254,2179,1031,6.542765440144315e-06
90231,6014,2562,1193,6.415141720862502e-06
88748,6930,2916,1406,6.097627702872015e-06
87170,7814,3389,1627,5.832391422992817e-06
85447,8737,3900,1916,5.599512428306886e-06
83581,9709,4491,2219,5.314865542253713e-06
81586,10812,5062,2540,5.215643719445323e-06
79432,11913,5702,2953,4.76020927116374e-06
77276,12885,6455,3384,4.771292886856327e-06
74896,13968,7276,3860,4.530746626526074e-06
72427,15041,8113,4419,4.280120704032851e-06
69912,16100,8865,5123,4.182197431085228e-06
67320,17150,9737,5793,4.030542788101887e-06
64678,18171,10568,6583,3.761427453613509e-06
62107,18901,11509,7483,3.49333633084068e-06
59610,19521,12458,8411,3.5792128688780814e-06
56952,20251,13355,9442,3.402603933378593e-06
54364,20764,14381,10491,3.2629466162337996e-06
51813,21323,15241,11623,3.120243603192578e-06
49349,21621,16191,12839,3.048774157559965e-06
46913,21881,17125,14081,2.9537514775370033e-06
44540,21981,18054,15425,2.9522767326419684e-06
42166,22185,18758,16891,2.818130709549886e-06
39937,22212,19402,18449,2.805676542864051e-06
37763,22224,20055,19958,2.7504269516278e-06
35680,22164,20570,21586,2.677339326940056e-06
33715,21890,21168,23227,2.6510513576465567e-06
31823,21560,21765,24852,2.53816049590112e-06
30065,21123,22304,26508,2.4576115690036485e-06
28417,20676,22606,28301,2.330343004603422e-06
26920,20063,22879,30138,2.480911432306156e-06
25392,19568,23011,32029,2.390914271104061e-06
23995,19069,23018,33918,2.241466769503762e-06
22757,18432,23033,35778,2.203517313095625e-06
21602,17843,22963,37592,2.189309883682208e-06
20516,17104,22923,39457,2.0455538984442622e-06
19554,16389,22767,41290,2.059813581075581e-06
18637,15672,22615,43076,2.1306089124865558e-06
17739,15038,22333,44890,1.9764487727309498e-06
16956,14229,22173,46642,1.9523073756991695e-06
16222,13532,21789,48457,2.053973919250273e-06
15496,12963,21313,50228,1.9529697748587377e-06
14851,12291,20982,51876,1.899849180857882e-06
14259,11632,20589,53520,1.7201529140321971e-06
