S,E,I,R,Beta
99300,0,700,0,4.3159257660768235e-06
99000,300,648,52,4.052874423244793e-06
98740,535,614,111,3.694762476256203e-06
98516,711,620,153,4.682389891800775e-06
98230,938,625,207,5.603176219077675e-06
97886,1173,683,258,5.68384611148194e-06
97506,1444,728,322,5.747744348445844e-06
97098,1693,829,380,6.671284636732153e-06
96561,2077,922,440,6.638268356816965e-06
95970,2467,1066,497,7.155144050057857e-06
95238,2970,1198,594,7.257102415700078e-06
94410,3531,1376,683,6.512292992218503e-06
93564,4040,1596,800,6.696661280408066e-06
92564,4668,1833,935,6.5539060065676264e-06
91452,5279,2179,1090,5.710732586224986e-06
90314,5891,2536,1259,5.9422893935626906e-06
88953,6636,2963,1448,6.081927955530248e-06
87350,7621,3340,1689,5.484166183945789e-06
85750,8489,3780,1981,5.531645764881916e-06
83957,9426,4326,2291,5.594744741726015e-06
81925,10496,4943,2636,4.951164051388144e-06
79920,11458,5583,3039,4.966456694918095e-06
77704,12569,6230,3497,4.63544497545032e-06
75460,13580,6983,3977,4.281345263964862e-06
73204,14446,7838,4512,4.121839469351633e-06
70839,15335,8683,5143,4.0286457391786755e-06
68361,16285,9476,5878,3.880894298091917e-06
65847,17234,10292,6627,3.846850072555399e-06
63240,18140,11141,7479,3.5781357257137692e-06
60719,18921,11979,8381,3.7093410864116427e-06
58021,19716,12970,9293,3.311485458093982e-06
55529,20223,13892,10356,3.3860124096991845e-06
52917,20835,14770,11478,3.2395746438492627e-06
50385,21288,15657,12670,3.089197784582506e-06
47948,21550,16543,13959,2.881983298304167e-06
45662,21712,17323,15303,2.879888573242594e-06
43384,21858,18017,16741,2.7953704591759186e-06
41199,21825,18794,18182,2.7625165420691635e-06
39060,21782,19510,19648,2.7018848632247883e-06
37001,21698,20080,21221,2.6770569676645973e-06
35012,21594,20534,22860,2.5287354761424184e-06
33194,21328,21018,24460,2.485410425799654e-06
31460,20974,21388,26178,2.461112344309379e-06
29804,20530,21805,27861,2.452774776095054e-06
28210,20053,22172,29565,2.3566198282347102e-06
26736,19501,22424,31339,2.3752015718817126e-06
25312,18949,22593,33146,2.205031116503814e-06
24051,18357,22655,34937,2.2629026538645104e-06
22818,17763,22674,36745,2.2014965336615624e-06
21679,17158,22595,38568,2.166026635737739e-06
20618,16529,22501,40352,2.0973189715080577e-06
19645,15791,22407,42157,2.085484344027086e-06
18727,15134,22193,43946,1.970605443450817e-06
17908,14489,21877,45726,2.1083620712953305e-06
17082,13827,21588,47503,2.0338088671333166e-06
16332,13147,21363,49158,2.0492947622926417e-06
15617,12540,21012,50831,1.865032566577e-06
15005,11934,20515,52546,1.8029573861276074e-06
14450,11287,20081,54182,1.8782064128170184e-06
13905,10720,19624,55751,1.894663177261462e-06
13388,10213,19139,57260,1.7523118378866305e-06
12939,9644,18646,58771,1.8030296319340075e-06
12504,9116,18075,60305,1.796382280768356e-06
12098,8620,17574,61708,1.6650184865027112e-06
11744,8137,17062,63057,1.7017995277361583e-06
11403,7627,16426,64544,1.6069988011788942e-06
11102,7172,15889,65837,1.383222479578449e-06
10858,6692,15326,67124,1.6705756132929456e-06
10580,6329,14740,68351,1.6287355113075284e-06
10326,5941,14184,69549,1.5293862278114735e-06
10102,5564,13645,70689,1.5742685871969597e-06
9885,5222,13119,71774,1.4265740596476832e-06
9700,4904,12593,72803,1.3753345214695448e-06
9532,4516,12195,73757,1.4882649875596532e-06
9359,4267,11621,74753,1.5538666873775336e-06
9190,3996,11143,75671,1.7870366021227457e-06
9007,3771,10604,76618,1.4448714330364702e-06
8869,3539,10111,77481,1.3270222237973022e-06
8750,3319,9584,78347,1.4786549010255187e-06
8626,3127,9136,79111,1.4592587148453155e-06
8511,2942,8704,79843,1.417391507184474e-06
8406,2704,8352,80538,1.3388995089258448e-06
8312,2532,7919,81237,1.2609626267692826e-06
8229,2356,7531,81884,1.0488506380053546e-06
8164,2188,7167,82481,1.5039807293581893e-06
8076,2055,6766,83103,1.33596338772205e-06
8003,1942,6391,83664,1.4077024354796696e-06
7931,1821,6070,84178,1.1217010305316634e-06
7877,1700,5750,84673,1.2364009692500456e-06
7821,1586,5487,85106,1.1884281492769218e-06
7770,1471,5191,85568,9.917174240040739e-07
7730,1382,4910,85978,1.3437212647842274e-06
7679,1297,4640,86384,9.261712417654956e-07
7646,1205,4388,86761,9.239761926505861e-07
7615,1122,4143,87120,1.2678712394344723e-06
7575,1056,3910,87459,1.2154668152237218e-06
7539,1007,3701,87753,1.5769569883906219e-06
7495,969,3468,88068,1.1156995859600365e-06
7466,900,3308,88326,8.097976445253955e-07
7446,838,3118,88598,1.1198870051240861e-06
7420,777,2943,88860,7.326993652075875e-07
7404,712,2769,89115,1.1218595006574096e-06
7381,670,2626,89323,1.5477874739210708e-06
7351,628,2477,89544,1.1533121449755105e-06
7330,598,2335,89737,9.932488292809755e-07
7313,553,2183,89951,7.516781684910418e-07
7301,515,2072,90112,1.1898724403860687e-06
7283,483,1951,90283,1.2667908731658716e-06
7265,452,1835,90448,6.000926393011922e-07
7257,419,1723,90601,1.119658638474302e-06
7243,390,1639,90728,9.266062951778481e-07
7232,359,1562,90847,6.196673200911017e-07
7225,330,1462,90983,1.0413757520389663e-06
7214,314,1371,91101,1.213298479312351e-06
7202,299,1276,91223,4.35267458795406e-07
7198,270,1211,91321,5.736064403613353e-07
7193,244,1146,91417,1.0918119201113938e-06
7184,233,1080,91503,7.73323434793368e-07
7178,224,1003,91595,1.2500809080143243e-06
7169,213,935,91683,1.4918659737446508e-06
7159,199,885,91757,1.262683059449486e-06
7151,195,839,91815,6.667012240134447e-07
7147,173,794,91886,1.2335414728978602e-06
7140,164,741,91955,7.560379077406941e-07
7136,149,685,92030,6.137278648816732e-07
7133,134,648,92085,1.0817397143860997e-06
7128,122,621,92129,1.129563663111704e-06
7123,112,599,92166,2.3437443237442158e-07
7122,102,568,92208,9.888027971253525e-07
7118,97,528,92257,1.3303873236438563e-06
7113,95,497,92295,8.486176442883365e-07
7110,88,472,92330,1.1919235261865598e-06
7106,85,443,92366,1.5883312293238982e-06
7101,85,415,92399,1.3573516711544105e-06
7097,83,385,92435,7.31971987432041e-07
7095,73,368,92464,1.5320035542482458e-06
7091,68,355,92486,1.1917507016432256e-06
7088,61,340,92511,4.149515336608684e-07
7087,56,309,92548,9.13290801380713e-07
7085,51,292,92572,0.0
7085,46,269,92600,0.0
7085,39,263,92613,1.0733327787780642e-06
7083,37,248,92632,5.692867520141366e-07
7082,35,233,92650,6.060216737591403e-07
7081,34,216,92669,6.538101439951461e-07
7080,33,198,92689,0.0
7080,29,187,92704,7.553098280914831e-07
7079,28,173,92720,1.633096996979587e-06
7077,28,161,92734,0.0
7077,25,145,92753,0.0
7077,23,136,92764,1.0389912641614508e-06
7076,17,135,92772,0.0
7076,11,134,92779,1.0546476211368258e-06
7075,10,122,92793,2.3170943636679602e-06
7073,10,118,92799,1.1981586697563184e-06
7072,8,108,92812,0.0
7072,7,104,92817,1.3596414897319876e-06
7071,8,93,92828,0.0
7071,8,83,92838,1.7038881022605483e-06
7070,9,77,92844,0.0
7070,9,70,92851,0.0
7070,7,67,92856,0.0
7070,6,64,92860,2.21004243281471e-06
7069,7,60,92864,0.0
7069,7,54,92870,0.0
7069,7,52,92872,0.0
7069,4,50,92877,0.0
7069,3,48,92880,0.0
7069,3,46,92882,0.0
7069,2,42,92887,0.0
7069,1,39,92891,0.0
7069,1,34,92896,4.1606683697669195e-06
7068,1,34,92897,0.0
7068,1,32,92899,0.0
7068,1,30,92901,0.0
7068,1,27,92904,0.0
7068,1,25,92906,5.659309564233163e-06
7067,2,25,92906,0.0
7067,2,24,92907,0.0
7067,2,23,92908,0.0
7067,2,20,92911,0.0
7067,2,17,92914,0.0
7067,2,17,92914,0.0
7067,2,15,92916,0.0
7067,1,15,92917,0.0
7067,1,14,92918,0.0
7067,1,12,92920,0.0
7067,1,11,92921,0.0
7067,1,10,92922,0.0
7067,0,10,92923,0.0
7067,0,10,92923,0.0
7067,0,9,92924,0.0
7067,0,8,92925,0.0
7067,0,8,92925,0.0
7067,0,7,92926,0.0
7067,0,7,92926,0.0
7067,0,7,92926,0.0
7067,0,7,92926,0.0
7067,0,7,92926,0.0
7067,0,7,92926,0.0
7067,0,7,92926,0.0
7067,0,5,92928,0.0
7067,0,4,92929,0.0
7067,0,4,92929,0.0
7067,0,4,92929,0.0
7067,0,4,92929,0.0
7067,0,2,92931,0.0
7067,0,2,92931,0.0
7067,0,2,92931,0.0
7067,0,2,92931,0.0
7067,0,1,92932,0.0
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
7067,0,0,92933,
