S,E,I,R,Beta
99000,0,1000,0,3.888888888888889e-06
98615,385,902,98,3.811098571085364e-06
98276,688,868,168,3.5168517218412247e-06
97976,931,861,232,4.054182080856607e-06
97634,1175,881,310,4.243418579853593e-06
97269,1423,937,371,5.683498082911111e-06
96751,1794,1007,448,5.8709866892107084e-06
96179,2204,1110,507,5.44217992933409e-06
95598,2565,1251,586,5.886627336972239e-06
94894,3013,1407,686,6.223979776245006e-06
94063,3545,1573,819,6.454399206645525e-06
93108,4124,1834,934,6.066992054208082e-06
92072,4724,2143,1061,6.548061739261695e-06
90780,5540,2454,1226,5.9342620228956575e-06
89458,6305,2817,1420,5.761831915886968e-06
88006,7140,3207,1647,5.5981669362184044e-06
86426,8004,3674,1896,5.3727355100819035e-06
84720,8942,4178,2160,5.260479032442521e-06
82858,9906,4752,2484,5.056620742492958e-06
80867,10917,5343,2873,4.797807245170804e-06
78794,11863,6034,3309,4.572577613489546e-06
76620,12809,6768,3803,4.510531541555051e-06
74281,13880,7486,4353,4.1829449193229874e-06
71955,14817,8301,4927,4.239086806276772e-06
69423,15854,9158,5565,4.108366283075805e-06
66811,16881,10026,6282,3.7560811304328045e-06
64295,17736,10855,7114,3.706716747700648e-06
61708,18540,11770,7982,3.4517266866909955e-06
59201,19188,12694,8917,3.4451212687610107e-06
56612,19820,13635,9933,3.389019747025222e-06
53996,20376,14581,11047,3.0623040712833464e-06
51585,20702,15554,12159,3.0983865220734677e-06
49099,21128,16321,13452,3.004948760014321e-06
46691,21417,17163,14729,2.9150530347540846e-06
44355,21591,17915,16139,2.9108259411977294e-06
42042,21713,18738,17507,2.687288264343294e-06
39925,21683,19283,19109,2.5679534284694916e-06
37948,21495,19866,20691,2.6927542180973436e-06
35918,21352,20443,22287,2.509970172157288e-06
34075,20995,20999,23931,2.644153442376479e-06
32183,20754,21417,25646,2.4533439877231475e-06
30492,20350,21757,27401,2.4373904044814557e-06
28875,19934,22010,29181,2.273661519458884e-06
27430,19281,22418,30871,2.3206054116388103e-06
26003,18798,22578,32621,2.1887401416546486e-06
24718,18245,22590,34447,2.2475748667188103e-06
23463,17727,22513,36297,2.267983580609141e-06
22265,17129,22544,38062,2.2612167107062695e-06
21130,16533,22391,39946,2.1347567073791545e-06
20120,15876,22317,41687,2.082321681329329e-06
19185,15240,22125,43450,2.033132640996306e-06
18322,14595,21883,45200,2.1100396870530804e-06
17476,13951,21639,46934,1.9991370708967305e-06
16720,13355,21283,48642,1.972731566650113e-06
16018,12717,20941,50324,1.949719082149291e-06
15364,12049,20644,51943,1.9421490792624335e-06
14748,11425,20195,53632,1.8432971771767174e-06
14199,10857,19599,55345,1.8721733169946145e-06
13678,10265,19173,56884,1.9104032760647815e-06
13177,9742,18717,58364,1.7069834464651818e-06
12756,9200,18184,59860,1.6942933922247299e-06
12363,8683,17594,61360,1.581502874781448e-06
12019,8128,17099,62754,1.664129266914418e-06
11677,7616,16615,64092,1.752456680108439e-06
11337,7213,16004,65446,1.8408558308513195e-06
11003,6804,15491,66702,1.5371304448731838e-06
10741,6369,14919,67971,1.5226686135357788e-06
10497,5966,14374,69163,1.7364346905240598e-06
10235,5601,13846,70318,1.390125634191897e-06
10038,5232,13228,71502,1.3254742351004495e-06
9862,4885,12701,72552,1.732434483519207e-06
9645,4606,12227,73522,1.4415402637247035e-06
9475,4300,11715,74510,1.7207265339860381e-06
9284,4030,11248,75438,1.5130268934210067e-06
