S,E,I,R,Beta
99500,0,500,0,3.3969849246231158e-06
99331,169,458,42,3.4290539077608237e-06
99175,307,438,80,2.8546006839531156e-06
99051,398,436,115,3.5891064921703293e-06
98896,519,436,149,4.545596226375887e-06
98700,648,457,195,4.057118913490253e-06
98517,770,487,226,4.773042953905807e-06
98288,894,560,258,5.08709099788377e-06
98008,1086,614,292,5.633389762505593e-06
97669,1313,683,335,4.55717953879754e-06
97365,1461,778,396,5.78218050779426e-06
96927,1735,871,467,5.886992231077309e-06
96430,2061,959,550,6.1637367470198065e-06
95860,2451,1066,623,5.3040139446636725e-06
95318,2726,1237,719,4.8427437286341495e-06
94747,3040,1386,827,5.147756527747451e-06
94071,3401,1585,943,5.077043123378151e-06
93314,3817,1795,1074,5.414969662736943e-06
92407,4325,2069,1199,5.324543951372206e-06
91389,4916,2329,1366,5.097606694329334e-06
90304,5499,2657,1540,4.7512327865336795e-06
89164,6107,2966,1763,4.813574676867341e-06
87891,6723,3381,2005,4.8963608499626114e-06
86436,7512,3798,2254,4.691061208454895e-06
84896,8314,4204,2586,4.2784760121120265e-06
83369,9052,4643,2936,3.885478949104119e-06
81865,9665,5173,3297,4.035536857279508e-06
80156,10396,5716,3732,3.638374029983729e-06
78489,10989,6360,4162,3.7120131643652187e-06
76636,11759,6946,4659,3.484787547888871e-06
74781,12403,7610,5206,3.384389645096138e-06
72855,13112,8245,5788,3.148049164670315e-06
70964,13675,8919,6442,3.025621009265137e-06
69049,14223,9564,7164,3.0164239011762835e-06
67057,14808,10210,7925,2.849622998966906e-06
65106,15274,10858,8762,2.829170652897387e-06
63106,15734,11511,9649,2.771150213431016e-06
61093,16229,12136,10542,2.7244845520700846e-06
59073,16647,12829,11451,2.89636101031126e-06
56878,17189,13462,12471,2.55063514889955e-06
54925,17403,14151,13521,2.4561151945044775e-06
53016,17580,14763,14641,2.307470559358768e-06
51210,17660,15300,15830,2.3841340220264373e-06
49342,17746,15829,17083,2.405783555906808e-06
47463,17828,16367,18342,2.165218473421057e-06
45781,17706,16835,19678,2.07078252555634e-06
44185,17560,17254,21001,2.119711243385232e-06
42569,17421,17579,22431,2.094022684941962e-06
41002,17219,17939,23840,2.0773997885114566e-06
39474,16953,18345,25228,1.9181094847779786e-06
38085,16702,18563,26650,1.933598898360671e-06
36718,16402,18716,28164,1.973184228435084e-06
35362,16140,18834,29664,1.8663442056306634e-06
34119,15780,18926,31175,1.8149826676743476e-06
32947,15384,18968,32701,1.7425709225085336e-06
31858,14934,19003,34205,1.7145757508436927e-06
30820,14530,18914,35736,1.6880257968768366e-06
29836,14093,18847,37224,1.753452824255165e-06
28850,13662,18750,38738,1.6323512420566146e-06
27967,13115,18683,40235,1.7473434699911395e-06
27054,12726,18500,41720,1.7302731873590158e-06
26188,12434,18092,43286,1.7138275422115723e-06
25376,12062,17889,44673,1.6433482163406864e-06
24630,11605,17651,46114,1.667647588479228e-06
23905,11212,17413,47470,1.5110829223810396e-06
23276,10711,17177,48836,1.5707388284227252e-06
22648,10247,16895,50210,1.5941962475442845e-06
22038,9779,16643,51540,1.5895154838902006e-06
21455,9421,16244,52880,1.5322151682300521e-06
20921,8971,15895,54213,1.4554670899870645e-06
20437,8537,15574,55452,1.3886888677717418e-06
19995,8151,15133,56721,1.4607497774132954e-06
19553,7748,14786,57913,1.456189830262155e-06
19132,7432,14330,59106,1.46264122512288e-06
18731,7101,13895,60273,1.4523533301318805e-06
18353,6763,13541,61343,1.2071561520421704e-06
18053,6410,13065,62472,1.3991205764020634e-06
17723,6115,12675,63487,1.3577338131698177e-06
17418,5820,12231,64531,1.3002280074201056e-06
17141,5525,11813,65521,1.1951406194798053e-06
16899,5222,11435,66444,1.350651584597635e-06
16638,4975,11081,67306,1.3397287536349364e-06
16391,4735,10692,68182,1.2952734297103498e-06
16164,4506,10291,69039,1.2925044289618045e-06
15949,4259,9929,69863,1.1871863116711004e-06
15761,3985,9601,70653,1.110219990685915e-06
15593,3745,9250,71412,1.19942940439317e-06
15420,3546,8892,72142,1.232545262854499e-06
15251,3384,8559,72806,1.164453741075391e-06
15099,3200,8228,73473,1.231541249242602e-06
14946,3047,7900,74107,1.1518258981277748e-06
14810,2899,7510,74781,1.276713200764949e-06
14668,2743,7227,75362,1.075414518526166e-06
14554,2572,6928,75946,9.520965324326924e-07
14458,2419,6606,76517,1.1935979426894575e-06
14344,2314,6330,77012,1.0242570501925604e-06
14251,2176,6026,77547,1.1295286909952553e-06
14154,2053,5774,78019,9.544180230537472e-07
14076,1940,5519,78465,8.753248549367884e-07
14008,1781,5300,78911,8.351023135027962e-07
13946,1652,5068,79334,1.0894428628815328e-06
13869,1563,4788,79780,9.487269981139307e-07
13806,1465,4563,80166,1.2857800441794023e-06
13725,1395,4339,80541,1.1082606981790522e-06
13659,1333,4138,80870,1.132323661555393e-06
13595,1248,3958,81199,7.991226748085497e-07
13552,1162,3778,81508,1.0937616212172254e-06
13496,1105,3567,81832,9.76314364251506e-07
13449,1048,3378,82125,1.2106345129183728e-06
13394,1001,3223,82382,9.729234928639072e-07
13352,954,3042,82652,1.0094349173484538e-06
13311,892,2875,82922,1.0452290194771894e-06
13271,845,2718,83166,1.0257667620407968e-06
13234,778,2597,83391,7.274060832912553e-07
13209,729,2430,83632,1.0592603185195779e-06
13175,673,2290,83862,7.954724360514737e-07
13151,621,2168,84060,9.469906880651956e-07
13124,593,2062,84221,8.129574178816931e-07
13102,552,1971,84375,6.970248886676997e-07
13084,516,1869,84531,8.587553543396344e-07
13063,482,1768,84687,7.360778240361797e-07
13046,446,1690,84818,1.043190821372168e-06
13023,420,1594,84963,8.671079089779486e-07
13005,397,1508,85090,1.0198077254514433e-06
12985,380,1430,85205,5.38545012938544e-07
12975,353,1346,85326,8.016330410235709e-07
12961,340,1247,85452,8.043376319817512e-07
12948,319,1184,85549,7.827568068531924e-07
12936,295,1114,85655,6.939286241671468e-07
12926,279,1053,85742,5.877565318485428e-07
12918,258,1024,85800,6.04776281158074e-07
12910,239,964,85887,1.124928084954569e-06
12896,232,906,85966,6.84710148499937e-07
12888,223,847,86042,1.0992900784673259e-06
12876,211,808,86105,9.61186519397513e-07
12866,205,759,86170,8.192277672336338e-07
12858,191,729,86222,5.334197046519106e-07
12853,178,690,86279,1.2403352513426628e-06
12842,161,661,86336,1.2958614191661674e-06
12831,159,620,86390,1.0056290083743756e-06
12823,151,583,86443,2.67529574391213e-07
12821,138,551,86490,8.493325166529334e-07
12815,129,514,86542,9.10897522510555e-07
12809,121,492,86578,4.7603723753686907e-07
12806,111,473,86610,1.6509174643624702e-07
12805,103,443,86649,1.2339987818669167e-06
12798,101,416,86685,1.126978975080241e-06
