S,E,I,R,Beta
99100,0,900,0,2.847852898306985e-06
98846,254,825,75,3.0043673691368086e-06
98601,472,784,143,3.2210833644316643e-06
98352,683,772,193,3.134559088177307e-06
98114,859,779,248,3.493355807342919e-06
97847,1047,793,313,3.853456726602439e-06
97548,1227,845,380,3.906436715846521e-06
97226,1431,891,452,3.9363549810001035e-06
96885,1632,955,528,3.869217215746957e-06
96527,1838,1023,612,4.850774332954983e-06
96048,2128,1141,683,5.100794621678352e-06
95489,2481,1262,768,5.584732347511622e-06
94816,2925,1391,868,5.095191522183615e-06
94144,3284,1613,959,5.67649489637012e-06
93282,3813,1798,1107,5.282581249975108e-06
92396,4324,2035,1245,5.004630746004831e-06
91455,4851,2256,1438,5.045499646960428e-06
90414,5397,2568,1621,4.720411410385194e-06
89318,5921,2927,1834,4.085164417119369e-06
88250,6392,3292,2066,4.161517835322302e-06
87041,6966,3678,2315,4.354388526120012e-06
85647,7667,4071,2615,4.026742422425775e-06
84243,8321,4509,2927,3.967337915232163e-06
82736,8992,4966,3306,3.845526879239864e-06
81156,9680,5498,3666,3.601558785122101e-06
79549,10314,6053,4084,3.3394938341241054e-06
77941,10874,6643,4542,3.3142636794538574e-06
76225,11490,7233,5052,3.317399748075321e-06
74396,12172,7785,5647,3.2598212561272296e-06
72508,12836,8396,6260,3.2491363079503663e-06
70530,13514,9050,6906,2.967273046303716e-06
68636,14095,9658,7611,2.837589895179761e-06
66755,14557,10275,8413,2.856069722216603e-06
64796,15027,10948,9229,2.7911437538725003e-06
62816,15481,11590,10113,2.7100254624267675e-06
60843,15916,12196,11045,2.600933650549131e-06
58913,16261,12753,12073,2.642025547205118e-06
56928,16609,13392,13071,2.5459751964878983e-06
54987,16889,13944,14180,2.4819406278901304e-06
53084,17146,14416,15354,2.4396970654680776e-06
51217,17319,14961,16503,2.346469578673782e-06
49419,17372,15516,17693,2.2535646110354525e-06
47691,17359,16017,18933,2.2085003786661757e-06
46004,17274,16545,20177,2.1625565086132155e-06
44358,17245,16908,21489,2.1613187401092e-06
42737,17155,17268,22840,2.094900578918322e-06
41191,16980,17533,24296,2.0077490723185026e-06
39741,16728,17868,25663,2.04902972401099e-06
38286,16416,18234,27064,1.9008549469708454e-06
36959,16161,18370,28510,1.9633638080880073e-06
35626,15838,18537,29999,1.8685668774364678e-06
34392,15447,18620,31541,1.814550332565538e-06
33230,15079,18691,33000,1.8467178165104075e-06
