S,E,I,R,Beta
99000,0,1000,0,1.9797979797979796e-06
98804,196,920,80,1.8811947412796172e-06
98633,353,856,158,1.800311188526598e-06
98481,465,815,239,2.118062946712713e-06
98311,588,806,295,1.9182554133357065e-06
98159,678,793,370,2.4922890952061756e-06
97965,800,796,439,2.667345813946987e-06
97757,928,819,496,2.785307162487313e-06
97534,1060,849,557,3.200237044576983e-06
97269,1235,875,621,3.219348992411325e-06
96995,1386,933,686,3.4587036038531283e-06
96682,1544,1015,759,4.12708444514101e-06
96277,1802,1074,847,3.7136792737760916e-06
95893,1988,1188,931,3.607766948156758e-06
95482,2177,1317,1024,3.427441002408322e-06
95051,2407,1425,1117,3.5807185320825922e-06
94566,2656,1533,1245,3.835284782794372e-06
94010,2932,1682,1376,3.4339960039163995e-06
93467,3177,1847,1509,3.823127102600434e-06
92807,3489,2047,1657,3.579400840829682e-06
92127,3808,2245,1820,3.2056068239101426e-06
91464,4110,2413,2013,3.1807504678965497e-06
90762,4379,2655,2204,3.008634448881039e-06
90037,4679,2864,2420,2.978291419982958e-06
89269,4985,3081,2665,2.87960430048396e-06
88477,5241,3352,2930,3.0144155420513935e-06
87583,5643,3574,3200,2.9231205681299184e-06
86668,5990,3858,3484,2.9548534520691547e-06
85680,6387,4120,3813,2.8668425298922156e-06
84668,6748,4421,4163,2.615428643856061e-06
83689,7044,4756,4511,2.833993665581974e-06
82561,7499,5047,4893,2.582284105023539e-06
81485,7803,5401,5311,2.5062458179295123e-06
80382,8144,5729,5745,2.5146116853900785e-06
79224,8468,6098,6210,2.3617909729624986e-06
78083,8738,6476,6703,2.4284828222849638e-06
76855,9109,6823,7213,2.399015991529757e-06
75597,9534,7091,7778,2.2478897151801916e-06
74392,9785,7480,8343,2.19605581187788e-06
73170,10000,7880,8950,2.056957963826677e-06
71984,10202,8244,9570,2.044028006007912e-06
70771,10422,8570,10237,1.973594818213863e-06
69574,10594,8916,10916,2.058608988008714e-06
68297,10815,9256,11632,1.8460602997769074e-06
67130,10902,9642,12326,1.8354081943189296e-06
65942,11030,9906,13122,1.8691976453951486e-06
64721,11110,10263,13906,1.8291812041595617e-06
63506,11216,10551,14727,1.7849366113043504e-06
62310,11292,10817,15581,1.649833836362032e-06
61198,11273,11071,16458,1.6028974765903835e-06
60112,11224,11320,17344,1.6885441639681311e-06
58963,11223,11579,18235,1.5584432848881033e-06
57899,11204,11736,19161,1.6821126105253946e-06
56756,11269,11879,20096,1.5885387324989234e-06
55685,11208,12057,21050,1.592209534715191e-06
54616,11134,12233,22017,1.519193790706835e-06
53601,11020,12388,22991,1.5572073680402145e-06
52567,10948,12517,23968,1.4240529772997034e-06
51630,10755,12615,25000,1.4893005653431008e-06
50660,10599,12714,26027,1.3833443845626592e-06
49769,10421,12807,27003,1.3366979149456387e-06
48917,10231,12863,27989,1.3620051122043411e-06
48060,10049,12845,29046,1.4659889747909831e-06
47155,9974,12796,30075,1.342403383996742e-06
46345,9791,12768,31096,1.4212492067367686e-06
45504,9634,12746,32116,1.2913927052043354e-06
44755,9412,12715,33118,1.3583809048547752e-06
43982,9218,12624,34176,1.3237786699121469e-06
43247,9034,12549,35170,1.3285263087171246e-06
42526,8857,12501,36116,1.2358509038319403e-06
41869,8661,12358,37112,1.2620379138531065e-06
41216,8461,12181,38142,1.2309479532578228e-06
40598,8235,12014,39153,1.1768459729146808e-06
40024,8015,11867,40094,1.1853509786771401e-06
39461,7809,11657,41073,1.1891385079990444e-06
38914,7582,11478,42026,1.2515255290207366e-06
38355,7368,11358,42919,1.177588385755643e-06
37842,7127,11246,43785,1.0762008171174543e-06
37384,6945,10967,44704,1.1853938173878092e-06
36898,6698,10804,45600,1.1137701341796005e-06
36454,6470,10636,46440,1.0084473742021479e-06
36063,6244,10415,47278,1.064973656745066e-06
35663,6046,10193,48098,9.848342160478522e-07
35305,5834,9993,48868,1.06575098249273e-06
34929,5635,9774,49662,1.0808561034125158e-06
34560,5436,9574,50430,1.0577934838954267e-06
34210,5259,9311,51220,1.0862422676268001e-06
33864,5051,9109,51976,1.092498736397159e-06
33527,4899,8885,52689,9.433094676597511e-07
33246,4703,8614,53437,1.019620558405395e-06
32954,4507,8425,54114,9.472785461759571e-07
32691,4287,8270,54752,1.0023873463651826e-06
32420,4150,8036,55394,9.5575462546855e-07
32171,3981,7744,56104,1.019538925642955e-06
31917,3846,7533,56704,1.0314819907757143e-06
31669,3728,7319,57284,8.973817597173965e-07
31461,3568,7085,57886,9.600666770793524e-07
31247,3420,6867,58466,8.761580881678723e-07
31059,3256,6674,59011,9.648422763164904e-07
30859,3157,6398,59586,9.674026730358974e-07
30668,3064,6141,60127,1.0778826612474761e-06
30465,2939,5992,60604,1.0517880725917833e-06
30273,2828,5836,61063,8.32044569876767e-07
30126,2711,5625,61538,8.20258617510161e-07
29987,2596,5410,62007,7.951689724820374e-07
29858,2441,5249,62452,9.31570161123737e-07
29712,2339,5029,62920,1.044025427962085e-06
29556,2266,4899,63279,9.737915805897067e-07
29415,2181,4720,63684,9.4354027836599e-07
29284,2101,4528,64087,9.049913531092848e-07
29164,1987,4430,64419,9.675183201528958e-07
29039,1916,4276,64769,8.536631054311625e-07
28933,1837,4133,65097,9.198855839620592e-07
28823,1776,3981,65420,1.0632330583420468e-06
28701,1716,3868,65715,9.54821899232997e-07
28595,1652,3720,66033,8.648778736037393e-07
28503,1567,3614,66316,8.057482507351094e-07
28420,1498,3478,66604,8.093499341796166e-07
28340,1423,3388,66849,1.0206640732078596e-06
28242,1359,3286,67113,7.219577701685584e-07
28175,1296,3134,67395,8.267228536207912e-07
28102,1240,2994,67664,9.745964540758027e-07
28020,1203,2877,67900,8.063161597915189e-07
27955,1136,2774,68135,1.0187347907086744e-06
27876,1096,2644,68384,6.919556653422364e-07
27825,1030,2551,68594,9.861714113838698e-07
27755,988,2442,68815,9.147550131156689e-07
27693,947,2353,69007,1.0895982971819198e-06
27622,903,2289,69186,9.489653099088206e-07
27562,882,2181,69375,9.814894091803063e-07
27503,842,2074,69581,6.311225239880029e-07
27467,803,1993,69737,9.499151570490162e-07
27415,777,1922,69886,7.401555047737183e-07
27376,739,1818,70067,9.041669801112198e-07
27331,706,1742,70221,6.09108030182017e-07
27302,672,1635,70391,8.960820381027523e-07
27262,651,1568,70519,7.953808770225132e-07
27228,608,1511,70653,8.993350462506138e-07
27191,587,1473,70749,1.1734644337785682e-06
27144,584,1398,70874,1.1331500897876508e-06
27101,566,1351,70982,5.735597007777278e-07
27080,532,1284,71104,8.915547334078788e-07
27049,508,1236,71207,9.571506391193928e-07
27017,479,1215,71289,9.443832880105515e-07
26986,467,1158,71389,6.08004124699982e-07
26967,433,1131,71469,9.180425091059162e-07
26939,420,1095,71546,6.102066210469417e-07
26921,404,1044,71631,8.895048532096395e-07
