S,E,I,R,Beta
99500,0,500,0,3.8793969849246234e-06
99307,193,460,40,3.4587517583812342e-06
99149,335,439,77,3.0096669353234753e-06
99018,441,431,110,3.2570421586381984e-06
98879,543,430,148,3.104569667836917e-06
98747,614,456,183,5.418774436673981e-06
98503,810,467,220,5.999882480562718e-06
98227,995,520,258,6.127878047004153e-06
97914,1225,558,303,7.156452048513351e-06
97523,1474,653,350,6.516702016765386e-06
97108,1727,757,408,6.7881222715217345e-06
96609,2057,862,472,7.216882249709458e-06
96008,2439,1007,546,6.619772748166385e-06
95368,2817,1205,610,6.448051331013543e-06
94627,3272,1396,705,6.199881828284137e-06
93808,3778,1589,825,5.601736825546861e-06
92973,4209,1849,969,5.485521692629327e-06
92030,4782,2071,1117,5.189037039073554e-06
91041,5322,2352,1285,4.922279541093356e-06
89987,5823,2701,1489,4.900127764145717e-06
88796,6443,3062,1699,4.678304896546349e-06
87524,7087,3438,1951,4.283708277778057e-06
86235,7622,3903,2240,4.070412732869018e-06
84865,8252,4322,2561,4.078666683861046e-06
83369,8897,4806,2928,3.995792921728127e-06
81768,9549,5415,3268,3.846208397372816e-06
80065,10253,5965,3717,3.758471807456944e-06
78270,11047,6491,4192,3.6807359550841564e-06
76400,11812,7044,4744,3.4060401188044633e-06
74567,12460,7636,5337,3.3298582211702088e-06
72671,13045,8313,5971,3.1285484660898194e-06
70781,13600,8979,6640,3.068244367990823e-06
68831,14154,9660,7355,3.00342546916228e-06
66834,14749,10282,8135,2.836199559646039e-06
64885,15212,10946,8957,2.807536435916411e-06
62891,15719,11583,9807,2.7921670128027157e-06
60857,16147,12256,10740,2.692182002143363e-06
58849,16534,12936,11681,2.5667611959890263e-06
56895,16821,13621,12663,2.4943004170907737e-06
54962,17038,14227,13773,2.4541387646073145e-06
53043,17175,14838,14944,2.37722529029129e-06
51172,17301,15426,16101,2.292940876714584e-06
49362,17455,15875,17308,2.308511727756408e-06
47553,17549,16349,18549,2.2252406690073136e-06
45823,17582,16721,19874,2.1130077168777645e-06
44204,17453,17131,21212,2.056100445796911e-06
42647,17267,17504,22582,2.0241312669729634e-06
41136,17073,17835,23956,2.0213707548897e-06
39653,16920,18039,25388,1.9711996077866393e-06
38243,16690,18182,26885,1.9889715596999823e-06
36860,16346,18428,28366,1.8829422918084148e-06
35581,16036,18536,29847,1.8664823283636525e-06
34350,15616,18755,31279,1.8487064293772025e-06
33159,15308,18726,32807,1.842381570384015e-06
32015,15023,18662,34300,1.7858818690527476e-06
30948,14558,18758,35736,1.7346439703713576e-06
29941,14125,18797,37137,1.7697197423308665e-06
28945,13740,18648,38667,1.6562721693141455e-06
28051,13333,18409,40207,1.6557225696359586e-06
27196,12835,18264,41705,1.5502073589575443e-06
26426,12366,18062,43146,1.6174096567552502e-06
