S,E,I,R,Beta
99200,0,800,0,4.057459677419355e-06
98878,322,731,69,3.4726152741557818e-06
98627,546,698,129,4.110883693861707e-06
98344,781,682,193,4.786001045346122e-06
98023,1021,710,246,4.8853150733666556e-06
97683,1262,749,306,6.7245665514565265e-06
97191,1610,826,373,6.851041394415624e-06
96641,1991,934,434,7.400621124824836e-06
95973,2479,1046,502,7.212034758262058e-06
95249,2955,1217,579,7.298260487218585e-06
94403,3496,1416,685,7.4584075209234885e-06
93406,4114,1674,806,7.22044083905897e-06
92277,4810,1962,951,6.74961087830477e-06
91055,5554,2270,1121,6.318493179680093e-06
89749,6339,2613,1299,5.773639138863513e-06
88395,7051,3041,1513,5.948457231903842e-06
86796,7885,3557,1762,5.580867364089166e-06
85073,8775,4091,2061,5.548314189843998e-06
83142,9805,4647,2406,5.163566329441526e-06
81147,10892,5186,2775,4.942632879987917e-06
79067,11909,5835,3189,4.7425421168031115e-06
76879,12862,6616,3643,4.510141747738987e-06
74585,13790,7444,4181,4.391125431039032e-06
72147,14866,8218,4769,4.211474043474482e-06
69650,15910,9017,5423,4.151048816541078e-06
67043,16968,9839,6150,4.002206810771509e-06
64403,17921,10738,6938,3.7625111412336295e-06
61801,18766,11591,7842,3.5904968989588846e-06
59229,19452,12522,8797,3.520454795622444e-06
56618,20092,13499,9791,3.4358848487241527e-06
53992,20722,14425,10861,3.3396050971541324e-06
51391,21334,15269,12006,3.0598102589611474e-06
48990,21682,16139,13189,3.0734221193127508e-06
46560,21936,17016,14488,2.9800636393158166e-06
44199,22146,17838,15817,2.998395166063415e-06
41835,22253,18693,17219,2.824729962241263e-06
39626,22227,19479,18668,2.680486336972962e-06
37557,22011,20155,20277,2.7716078787564494e-06
35459,21875,20756,21910,2.6372748288365157e-06
33518,21634,21251,23597,2.56917461227905e-06
31688,21255,21766,25291,2.6198999001636906e-06
29881,20936,22182,27001,2.4999232748351587e-06
28224,20542,22442,28792,2.409208640827926e-06
26698,20051,22604,30647,2.3347853831471962e-06
25289,19466,22781,32464,2.249575435597173e-06
23993,18781,22915,34311,2.2353599587500604e-06
22764,18116,22971,36149,2.218347152220939e-06
21604,17530,22856,38010,2.096070828351638e-06
20569,16784,22894,39753,2.2573474354959575e-06
19506,16178,22663,41653,2.2100848374431026e-06
18529,15508,22552,43411,2.0987588921087833e-06
17652,14872,22243,45233,2.0680867331940627e-06
16840,14217,21949,46994,2.083214067073433e-06
16070,13669,21430,48831,1.8700267524168789e-06
15426,12903,21207,50464,1.9930354903192243e-06
14774,12219,20854,52153,1.8143636817543004e-06
14215,11523,20404,53858,1.7238831529933198e-06
13715,10875,19902,55508,1.8208067507454408e-06
13218,10302,19436,57044,1.767189876315704e-06
12764,9788,18776,58672,1.8401308964803945e-06
12323,9262,18205,60210,1.7874637411754285e-06
11922,8737,17621,61720,1.7279332287757605e-06
11559,8239,17065,63137,1.5817142878000627e-06
11247,7760,16500,64493,1.4657107215122686e-06
10975,7286,15880,65859,1.6983871060287004e-06
10679,6879,15287,67155,1.6171528660239753e-06
10415,6475,14742,68368,1.6673404415443141e-06
10159,6038,14247,69556,1.457833986328958e-06
9948,5657,13694,70701,1.570896865834661e-06
9734,5328,13109,71829,1.5830348071894168e-06
9532,4952,12661,72855,1.5577788632145204e-06
9344,4646,12169,73841,1.477479830289631e-06
9176,4350,11626,74848,1.4060719209912064e-06
9026,4071,11151,75752,1.4307157137474075e-06
8882,3785,10651,76682,1.3953166534784577e-06
8750,3532,10186,77532,1.4361448486718466e-06
8622,3335,9692,78351,1.4719182411883793e-06
8499,3116,9275,79110,1.3700676375752466e-06
8391,2918,8799,79892,1.1377117601567083e-06
8307,2676,8433,80584,1.5131415415009545e-06
8201,2533,7990,81276,1.251411844368929e-06
8119,2400,7527,81954,9.981719870951743e-07
8058,2217,7136,82589,1.3738679328233535e-06
7979,2071,6790,83160,1.1628462859335654e-06
7916,1924,6458,83702,1.4670922981801327e-06
7841,1805,6115,84239,1.459923585513929e-06
7771,1707,5816,84706,1.3939244717734277e-06
7708,1591,5543,85158,1.334099652656623e-06
7651,1491,5286,85572,1.3599324247105556e-06
7596,1400,5019,85985,1.2328087443596377e-06
7549,1312,4757,86382,1.3366529480590867e-06
7501,1223,4567,86709,1.4887439137740543e-06
7450,1147,4324,87079,1.427959445951735e-06
7404,1076,4112,87408,9.196837549163666e-07
7376,985,3906,87733,1.1107001520548508e-06
7344,927,3638,88091,1.272575489178018e-06
7310,873,3434,88383,8.365687296982695e-07
7289,798,3285,88628,1.1693774297209385e-06
7261,744,3113,88882,1.0617827961368625e-06
7237,690,2956,89117,5.609423682201467e-07
7225,627,2828,89320,1.2724950201396808e-06
7199,604,2665,89532,1.2509554824036172e-06
7175,567,2524,89734,8.835044202830527e-07
7159,519,2395,89927,1.5164059080340643e-06
7133,497,2253,90117,1.3689552923469364e-06
7111,473,2122,90294,1.3916923389722497e-06
7090,441,1991,90478,7.792470914602311e-07
7079,395,1881,90645,1.126498327262634e-06
7064,371,1760,90805,1.286935035519407e-06
7048,350,1664,90938,8.526696062167118e-07
7038,326,1579,91057,8.098621776546067e-07
7029,305,1487,91179,2.3918585726555264e-06
7004,302,1391,91303,4.1056953795735906e-07
7000,277,1324,91399,1.294777729823047e-06
6988,265,1245,91502,9.19533888272035e-07
6980,244,1185,91591,6.044998972350175e-07
6975,227,1086,91712,2.640316309893925e-07
6973,209,1027,91791,1.256760147744723e-06
6964,193,973,91870,1.0330621200914054e-06
6957,183,917,91943,9.40502406980785e-07
6951,175,855,92019,1.5143599179216924e-06
6942,165,813,92080,1.2402889802450314e-06
6935,155,757,92153,1.3333853988584317e-06
6928,152,706,92214,2.0445014360578086e-07
6927,141,648,92284,1.55947295161e-06
6920,133,619,92328,9.338201649126411e-07
6916,123,602,92359,1.4411187693230008e-06
6910,119,576,92395,1.5074770863482875e-06
6904,113,552,92431,2.6239776982887465e-07
6903,105,523,92469,1.1079506817913015e-06
6899,100,487,92514,1.1905424498327734e-06
6895,95,460,92550,1.8917299870731784e-06
6889,93,437,92581,3.3217150812175946e-07
6888,87,414,92611,1.052029153831911e-06
6885,82,387,92646,7.506112790603848e-07
6883,79,369,92669,7.874552085634179e-07
6881,77,352,92690,8.25725647699198e-07
6879,72,326,92723,8.918402856742803e-07
6877,68,303,92752,9.598167901710922e-07
6875,64,283,92778,5.139736588499839e-07
6874,58,271,92797,5.368107216131806e-07
6873,52,264,92811,5.511245144593028e-07
6872,45,251,92832,5.797531642927707e-07
6871,43,234,92852,6.219624906861117e-07
6870,40,227,92863,0.0
6870,34,218,92878,6.677082916015651e-07
6869,30,202,92899,7.207009826037197e-07
6868,27,187,92918,0.0
6868,24,169,92939,1.7231100067890535e-06
6866,22,164,92948,0.0
6866,20,155,92959,9.396465049848247e-07
6865,19,140,92976,0.0
6865,18,129,92988,0.0
6865,16,122,92997,1.193987081059783e-06
6864,16,112,93008,0.0
6864,15,102,93019,0.0
6864,13,101,93022,1.4424519375014424e-06
6863,13,97,93027,0.0
6863,12,91,93034,0.0
6863,11,86,93040,1.6942892287256573e-06
6862,11,78,93049,0.0
6862,11,74,93053,0.0
6862,10,66,93062,0.0
6862,9,65,93064,0.0
6862,8,60,93070,0.0
6862,8,55,93075,2.6496383243687237e-06
6861,6,51,93082,0.0
6861,6,49,93084,0.0
6861,6,48,93085,0.0
6861,6,46,93087,0.0
6861,6,43,93090,0.0
6861,6,40,93093,1.0931351114997814e-05
6858,7,38,93097,0.0
6858,7,33,93102,0.0
6858,7,28,93107,0.0
6858,7,24,93111,0.0
6858,6,22,93114,0.0
6858,6,20,93116,0.0
6858,6,17,93119,0.0
6858,5,18,93119,0.0
6858,4,18,93120,0.0
6858,4,15,93123,0.0
6858,4,14,93124,0.0
6858,3,11,93128,0.0
6858,3,10,93129,0.0
6858,2,9,93131,0.0
6858,2,8,93132,0.0
6858,2,8,93132,0.0
6858,2,7,93133,2.0830729492146816e-05
6857,2,8,93133,0.0
6857,2,8,93133,0.0
6857,2,8,93133,0.0
6857,1,8,93134,0.0
6857,1,8,93134,0.0
6857,1,7,93135,0.0
6857,1,7,93135,0.0
6857,0,7,93136,0.0
6857,0,7,93136,2.0833767370153544e-05
6856,1,6,93137,0.0
6856,1,6,93137,0.0
