S,E,I,R,Beta
9920,0,80,0,7.560483870967742e-06
9914,6,74,6,1.090459028728143e-05
9906,14,69,11,1.024119476704208e-05
9899,19,69,13,7.3203119624145905e-06
9894,23,66,17,4.5941525626183e-06
9891,23,62,24,1.1414743282423579e-05
9884,26,63,27,8.029651898530895e-06
9879,30,62,29,4.8979751770618025e-06
9876,28,63,33,1.9286775058342496e-05
9864,38,62,36,8.175705726918348e-06
9859,39,58,44,1.0492775723914085e-05
9853,42,57,48,8.902800999250384e-06
9848,45,50,57,8.123476848090983e-06
9844,44,51,61,1.1951143724454431e-05
9838,49,49,64,1.4520953736241397e-05
9831,51,49,69,1.2455394119808436e-05
9825,54,47,74,1.0827784093985166e-05
9820,54,49,77,1.870401928592211e-05
9811,59,51,79,1.798701337634228e-05
9802,63,55,80,9.274545083563651e-06
9797,61,55,87,1.2990989820631548e-05
9790,65,55,90,1.3000278577398087e-05
9783,67,57,93,1.2553104113652219e-05
9776,71,54,99,1.7048554282596834e-05
9767,70,62,101,1.3211043110936432e-05
9759,69,67,105,1.5293957510327246e-05
9749,71,71,109,1.1557704004311024e-05
9741,72,73,114,1.8281715612444505e-05
9728,80,75,117,6.853070175438597e-06
9723,77,75,125,1.0970550927354383e-05
9715,78,80,127,2.058672156459084e-05
9699,87,82,132,1.5088304300921142e-05
9687,87,89,137,1.2758904265301697e-05
9676,91,89,144,2.2063161023916466e-05
9657,102,86,155,8.428637137538502e-06
9650,102,82,166,1.3901175281182863e-05
9639,99,90,172,1.1527244642713053e-05
9629,98,94,179,2.7620463891215144e-05
9604,110,97,189,1.82484102414372e-05
9587,115,102,196,1.329414628060466e-05
9574,117,107,202,3.1237248857400005e-05
9542,139,106,213,2.0762230931373906e-05
9521,147,112,220,2.344441610275031e-05
9496,156,119,229,2.212342392727942e-05
9471,170,118,241,2.0580219009321945e-05
9448,186,112,254,1.9845469940728195e-05
9427,187,120,266,1.5911742866235283e-05
9409,188,127,276,2.0084640020486332e-05
9385,198,126,291,1.6067517399430026e-05
9366,195,136,303,1.4131213023325922e-05
9348,192,145,315,1.5492895400823338e-05
9327,195,152,326,1.340195132411279e-05
9308,195,159,338,1.2838080720446062e-05
9289,193,172,346,1.3769725131250516e-05
9267,200,173,360,1.8088923902392166e-05
9238,203,185,374,1.4043053662018806e-05
9214,206,189,391,8.613531513466395e-06
9199,209,192,400,1.1889879334710294e-05
9178,208,193,421,1.4113497358517835e-05
9153,212,196,439,1.4492850565332655e-05
9127,221,186,466,1.4726482102611771e-05
9102,222,199,477,1.7114798337987453e-05
9071,231,203,495,1.5748775532702333e-05
9042,226,222,510,1.195621633577838e-05
9018,231,229,522,1.1137356533899692e-05
8995,239,226,540,1.4265545755508222e-05
8966,242,231,561,1.3036261084443106e-05
8939,241,243,577,1.289029393092736e-05
8911,254,244,591,7.358744303871987e-06
8895,243,257,605,1.1810946122400772e-05
8868,245,260,627,1.3878768953193852e-05
8836,256,263,645,9.897291928801464e-06
8813,254,265,668,1.669917296275442e-05
8774,272,268,686,1.2758183098639468e-05
8744,284,270,702,1.2283555284470197e-05
8715,286,277,722,1.7812353073977188e-05
8672,304,282,742,1.431197822616524e-05
8637,310,289,764,1.1618156855533829e-05
8608,312,299,781,1.321008069028111e-05
8574,318,305,803,1.3766361894710276e-05
8538,326,319,817,1.9092223517066614e-05
8486,344,328,842,1.5089415565378845e-05
8444,355,336,865,1.5860797184814238e-05
8399,362,347,892,1.5097172608376254e-05
8355,370,350,925,8.891168675728819e-06
8329,359,355,957,1.4542773509830746e-05
8286,368,362,984,1.3668798999310558e-05
8245,371,367,1017,1.1897227780687825e-05
8209,366,373,1052,9.797655551661894e-06
8179,354,380,1087,1.3513426554526676e-05
8137,365,387,1111,1.3655046222331463e-05
8094,367,396,1143,1.185564565846256e-05
8056,374,409,1161,1.3657454056324554e-05
8011,383,405,1201,1.017119978548015e-05
7978,373,420,1229,1.0445391493273168e-05
7943,372,427,1258,9.140064410918426e-06
7912,362,439,1287,1.1228294842354741e-05
7873,364,455,1308,1.2003746285468627e-05
7830,366,465,1339,9.887529353602768e-06
7794,368,462,1376,1.1663983950358084e-05
7752,388,442,1418,9.922997539096611e-06
7718,381,449,1452,1.0099896634772154e-05
7683,380,449,1488,1.1595322099205518e-05
7643,387,444,1526,1.0608541290210792e-05
7607,374,456,1563,9.80168312196292e-06
7573,369,458,1600,7.784492944077933e-06
7546,366,448,1640,1.1536386354170612e-05
7507,372,435,1686,1.1636648706418071e-05
7469,369,442,1720,8.17860126532049e-06
7442,363,432,1763,1.2441896344073178e-05
7402,368,430,1800,1.162476514832572e-05
7365,366,440,1829,9.25754489909276e-06
7335,364,433,1868,6.611976177994399e-06
7314,351,437,1898,1.0011832734813457e-05
7282,342,451,1925,1.0048164200400587e-05
7249,336,451,1964,5.199891475206153e-06
7232,323,453,1992,1.251489577838989e-05
7191,336,445,2028,1.1875018554716492e-05
7153,344,439,2064,9.872086420881437e-06
7122,349,427,2102,8.549554864137708e-06
7096,342,432,2130,1.1743705373919579e-05
7060,340,436,2164,8.446604465005068e-06
7034,335,439,2192,9.067574805872938e-06
7006,326,442,2226,8.396164631996104e-06
6980,322,442,2256,1.004810123299926e-05
6949,330,419,2302,8.242802745265454e-06
6925,324,421,2330,6.860063284083795e-06
6905,318,417,2360,7.987816842832757e-06
6882,317,415,2386,9.453682209220492e-06
6855,325,399,2421,9.140283239097013e-06
6830,317,402,2451,1.2018968116955486e-05
6797,311,416,2476,8.13424474598522e-06
6774,309,409,2508,8.30155282350249e-06
6751,301,407,2541,9.098661150209069e-06
6726,295,405,2574,5.873650437036303e-06
6710,281,397,2612,9.384842353418148e-06
6685,277,393,2645,7.232020341008791e-06
6666,274,378,2682,9.127896916675795e-06
6643,278,363,2716,8.293906176845155e-06
6623,274,354,2749,9.383495795767361e-06
6601,268,355,2776,6.401078795146276e-06
6586,255,365,2794,5.4079013598791955e-06
6573,240,353,2834,5.171814130171976e-06
6561,223,355,2861,1.1162846611754049e-05
6535,222,355,2888,6.465726262702458e-06
6520,217,349,2914,6.592015750522967e-06
6505,209,346,2940,7.5531049926024e-06
6488,194,345,2973,9.828624528672778e-06
6466,197,335,3002,6.4631990065139815e-06
6452,181,339,3028,7.77239501323136e-06
6435,175,322,3068,7.721746852181635e-06
6419,179,304,3098,1.0249178015923123e-05
6399,177,303,3121,6.704843011258463e-06
6386,166,303,3145,4.6512637483604295e-06
6377,155,292,3176,8.055490514928436e-06
6362,160,274,3204,9.752247032448594e-06
6345,164,276,3215,6.28133529767819e-06
6334,155,276,3235,1.0296399006054282e-05
6316,160,265,3259,8.961965418762771e-06
6301,162,256,3281,9.919060466592604e-06
6285,163,251,3301,8.240704643637067e-06
6272,162,247,3319,7.74601338511113e-06
6260,158,244,3338,1.309380401194155e-05
6240,171,226,3363,6.381892443839347e-06
6231,164,219,3386,1.1725142149028022e-05
6215,159,234,3392,1.0314169606205004e-05
6200,159,235,3406,7.549759780370625e-06
6189,152,231,3428,7.694142449353307e-06
6178,149,222,3451,8.74944222305828e-06
6166,143,221,3470,6.604602967961805e-06
6157,144,208,3491,6.246798515760673e-06
6149,143,206,3502,1.0262936431371743e-05
6136,141,206,3517,7.911292262123265e-06
6126,137,204,3533,9.602273818440207e-06
6114,136,203,3547,4.8342574822220185e-06
6108,129,197,3566,9.141709798915627e-06
6097,123,187,3593,2.6312581185276533e-06
6094,112,186,3608,7.0578852458437875e-06
6086,109,178,3627,5.538591056283163e-06
6080,103,176,3641,7.476076555023924e-06
6072,101,170,3657,4.843834767108424e-06
6067,93,173,3667,3.8110082879902744e-06
6063,87,175,3675,2.8274545840107442e-06
6060,84,167,3689,8.893104879350211e-06
6051,80,164,3705,7.053863300160022e-06
6044,76,167,3713,9.907385757934825e-06
6034,82,161,3723,4.117454507274513e-06
6030,80,158,3732,8.396834393433675e-06
6022,77,153,3748,9.76810518295661e-06
6013,77,147,3763,9.05068496715167e-06
6005,76,149,3770,7.823458080235151e-06
