S,E,I,R,Beta
9950,0,50,0,1.2060301507537688e-05
9944,6,49,1,1.2313855550265158e-05
9938,10,45,7,8.944343820576464e-06
9934,13,44,9,9.151307721873456e-06
9930,17,41,12,1.9649743325227814e-05
9922,25,37,16,8.171848526615711e-06
9919,26,34,21,1.779116727848514e-05
9913,27,38,22,5.309349233064504e-06
9911,28,36,25,1.6816332021659437e-05
9905,32,34,29,5.9387712682246045e-06
9903,33,33,31,1.5299924418373372e-05
9898,34,32,36,9.471610426348757e-06
9895,31,34,40,2.675147876229825e-05
9886,40,31,43,2.9367042347275065e-05
9877,42,34,47,1.4889017265304421e-05
9872,45,34,49,1.787586995900467e-05
9866,48,31,55,6.5392387018303325e-06
9864,46,32,58,9.50425790754258e-06
9861,40,39,60,1.040098393308007e-05
9857,39,43,61,1.4155917999485668e-05
9851,40,43,66,1.6525296688094467e-05
9844,39,47,70,2.3775147622052964e-05
9833,46,50,71,2.0339672531272246e-05
9823,49,55,73,1.8509435184585344e-05
9813,52,58,77,2.284091827519441e-05
9800,61,59,80,1.0377032168799722e-05
9794,61,58,87,4.224965320076331e-05
9770,75,63,92,1.9496027684359312e-05
9758,81,66,95,2.018545777512779e-05
9745,86,71,98,2.8906120148288397e-05
9725,98,74,103,1.389564371569513e-05
9715,99,82,104,3.138219750699823e-05
9690,117,82,111,2.6429056860228044e-05
9669,129,85,117,2.3118152007933175e-05
9650,131,97,122,2.136638000106832e-05
9630,139,101,130,1.7478383352353928e-05
9613,145,100,142,1.3523353791740352e-05
9600,141,113,146,2.2123893805309735e-05
9576,146,121,157,1.3808626248817636e-05
9560,151,117,172,1.788077101884633e-05
9540,154,127,179,1.4031264959804553e-05
9523,155,137,185,1.9162212729687863e-05
9498,168,138,196,1.2969931122036371e-05
9481,169,147,203,1.2915196666157234e-05
9463,174,150,213,1.9021451970833775e-05
9436,188,154,222,1.2386934811691065e-05
9418,187,166,229,1.599091204486666e-05
9393,187,173,247,1.169238684077246e-05
9374,183,184,259,1.1015667758184062e-05
9355,185,192,268,9.46463566720114e-06
9338,182,199,281,9.686470476176127e-06
9320,181,202,297,1.6997407895295966e-05
9288,201,197,314,1.147706554388174e-05
9267,209,198,326,1.6349967790563454e-05
9237,216,203,344,2.0798768712892196e-05
9198,234,204,364,1.652106809238155e-05
9167,239,219,375,1.4445302860717892e-05
9138,245,222,395,1.626708783635901e-05
9105,262,224,409,1.4219031929081353e-05
9076,270,224,430,1.9675124346785873e-05
9036,285,232,447,1.3833554670208057e-05
9007,284,251,458,2.123182633073789e-05
8959,300,265,476,1.4742211373826678e-05
8924,306,275,495,1.4261847520475938e-05
8889,313,280,518,1.3660543528920174e-05
8855,308,294,543,1.574881787836535e-05
8814,314,312,560,1.9272951539799734e-05
8761,338,315,586,1.9929594179109074e-05
8706,346,335,613,1.7486653568820267e-05
8655,366,336,643,1.4442518775274408e-05
8613,371,349,667,1.1643623934899501e-05
8578,367,362,693,1.9322202885706593e-05
8518,390,376,716,9.991357475783448e-06
8486,392,381,741,8.350947646981318e-06
8459,388,374,779,1.0747025760620749e-05
8425,385,384,806,1.5454995054401582e-05
8375,396,395,834,1.1184583412053656e-05
8338,382,412,868,1.3390559539085296e-05
8292,392,416,900,1.1016178707929793e-05
8254,385,421,940,1.4388762491604158e-05
8204,392,432,972,1.0157646676418008e-05
8168,381,448,1003,9.564764936336925e-06
8133,366,469,1032,9.962308392694273e-06
8095,365,480,1060,1.2353304508956145e-05
8047,379,479,1095,1.141519045337245e-05
8003,379,480,1138,8.85084759881711e-06
7969,377,479,1175,1.2312847985316797e-05
7922,393,477,1208,9.5268490423135e-06
7886,389,484,1241,9.431925600970859e-06
7850,391,469,1290,1.1136311164830986e-05
7809,384,481,1326,9.850566900125102e-06
7772,381,482,1365,8.275264114397251e-06
7741,376,476,1407,1.302678415378553e-05
7693,381,487,1439,1.0142824312136343e-05
7655,383,481,1481,1.1406673718887958e-05
7613,385,480,1522,7.935986689434739e-06
7584,382,479,1555,6.05604150700739e-06
7562,378,466,1594,7.945759972212542e-06
7534,372,469,1625,7.641265778506308e-06
7507,364,463,1666,7.76812771722634e-06
7480,359,466,1695,8.606642032544583e-06
7450,346,475,1729,1.0173083716001414e-05
7414,355,474,1757,1.252050232255318e-05
7370,365,467,1798,7.55420871116483e-06
7344,352,466,1838,7.0128194339252155e-06
7320,341,461,1878,6.815784170785771e-06
7297,333,446,1924,8.29630212305444e-06
7270,323,444,1963,1.1152830960258746e-05
7234,320,451,1995,8.582286039011394e-06
7206,321,434,2039,7.674096471066737e-06
7182,310,441,2067,9.156173376247371e-06
7153,315,427,2105,6.548078777316538e-06
7133,298,438,2131,8.962139441927577e-06
7105,296,443,2156,9.849039639207439e-06
7074,296,438,2192,9.036887282904921e-06
7046,293,434,2227,8.502389171357152e-06
7020,284,429,2267,9.961548423086885e-06
6990,283,419,2308,8.535890003107064e-06
6965,271,423,2341,8.146100309042681e-06
6941,265,419,2375,7.908457200976935e-06
6918,263,421,2398,7.897055359731472e-06
6895,258,419,2428,7.268938613813407e-06
6874,256,414,2456,7.379202455798577e-06
6853,250,403,2494,7.241761500550917e-06
6833,243,391,2533,9.357327517317607e-06
6808,241,388,2563,1.1735738427804765e-05
6777,247,381,2595,9.68227798439759e-06
6752,249,376,2623,9.059569426237774e-06
6729,244,388,2639,7.277317902355246e-06
6710,243,383,2664,8.171428793780375e-06
6689,238,381,2692,6.278180693103301e-06
6673,236,370,2721,7.695392080226487e-06
6654,236,362,2748,5.812148053677678e-06
6640,234,341,2785,7.94968731229905e-06
6622,223,350,2805,5.609008931268068e-06
6609,211,338,2842,9.848503161817175e-06
6587,207,334,2872,6.818002070854496e-06
6572,198,326,2904,1.026851226060364e-05
6550,200,326,2924,8.89804711281787e-06
6531,198,325,2946,7.538013968882136e-06
6515,195,313,2977,6.8654542601369655e-06
6501,192,311,2996,3.956848587726548e-06
6493,184,296,3027,5.2031085451692255e-06
6483,177,293,3047,1.421412473368258e-05
6456,181,285,3078,5.434900758712146e-06
6446,174,275,3105,5.077144388345133e-06
6437,168,273,3122,7.397708190002737e-06
6424,157,275,3144,7.924827351975547e-06
6410,160,267,3163,1.168586069285468e-06
6408,146,267,3179,5.844753982615364e-06
6398,139,260,3203,7.213792771779643e-06
6386,138,253,3223,8.665200184692552e-06
6372,133,256,3239,8.582470182046453e-06
6358,130,257,3255,7.343914281832503e-06
6346,129,254,3271,8.065096495777612e-06
6333,129,247,3291,3.835701559404469e-06
6327,122,241,3310,3.934924223196772e-06
6321,119,233,3327,1.0184730644428646e-05
6306,120,232,3342,6.835307370101819e-06
6296,117,224,3363,6.3816028317298966e-06
6287,108,218,3387,4.377753424497616e-06
6281,105,212,3402,4.505952363071617e-06
6275,97,208,3420,7.661661048115232e-06
6265,101,197,3437,8.102381695099274e-06
6255,107,191,3447,1.0044320564490816e-05
6243,106,195,3456,9.03576107804844e-06
6232,98,200,3470,7.220795892169448e-06
6223,96,193,3488,6.660899437903348e-06
6215,97,187,3501,6.883467202429864e-06
6207,91,183,3519,9.684113036488858e-06
6196,98,165,3541,3.9125926795390965e-06
6192,95,158,3555,6.132862329506427e-06
6186,93,153,3568,4.226283680839509e-06
6182,79,160,3579,9.098997088320932e-06
6173,82,157,3588,1.2381843677159936e-05
6161,86,152,3601,6.4070255170469594e-06
6155,80,156,3609,5.2073569539044765e-06
6150,77,151,3622,9.691487643353255e-06
6141,75,147,3637,5.53877307314393e-06
6136,72,144,3648,7.92228016804288e-06
6129,71,144,3656,9.064375192617973e-06
6121,70,141,3668,3.4759999582880004e-06
6118,66,143,3673,4.572086951949652e-06
6114,66,134,3686,9.764719093443479e-06
6106,69,127,3698,2.5791076803247612e-06
6104,61,127,3708,1.289976367632945e-06
6103,59,121,3717,6.7708199327522164e-06
6098,60,116,3726,4.24107395302021e-06
6095,59,110,3736,8.949213215004848e-06
6089,62,107,3742,3.069730462316756e-06
6087,61,100,3752,6.5713816329883356e-06
6083,63,95,3759,8.652240497676874e-06
6078,62,95,3765,1.731871633674512e-06
6077,59,91,3773,1.8082953741996032e-06
6076,58,88,3778,3.7404991322042013e-06
6074,54,85,3787,5.81068779174495e-06
6071,55,81,3793,2.033549499645146e-06
6070,51,81,3798,6.101653548111538e-06
6067,50,81,3802,1.0174451139233294e-05
6062,49,80,3809,4.124051468162323e-06
6060,46,75,3819,1.3201320132013202e-05
6054,49,67,3830,2.4653738246330293e-06
6053,41,73,3833,1.1315570904498844e-05
6048,44,70,3838,7.086167800453515e-06
6045,44,68,3843,4.8654697611054346e-06
6043,41,67,3849,2.4698615148648615e-06
6042,37,66,3855,7.52309590442659e-06
6039,38,65,3858,2.5475435311500885e-06
6038,37,64,3861,1.0351109638953296e-05
6034,35,58,3873,5.714742893717212e-06
6032,32,58,3878,2.8583188511844873e-06
6031,28,59,3882,8.43101602174078e-06
6028,25,61,3886,2.7195492075233608e-06
6027,25,57,3891,1.1643510634891527e-05
6023,27,53,3897,6.265291226399431e-06
