S,E,I,R,Beta
99400,0,600,0,3.6552649228705567e-06
99182,218,552,48,3.8905201066462795e-06
98969,411,516,104,3.935928257544587e-06
98768,571,508,153,5.560632982597571e-06
98489,803,517,191,5.714980040874087e-06
98198,1009,561,232,5.59094490563084e-06
97890,1228,603,279,5.065421013568721e-06
97591,1407,682,320,6.971461570824746e-06
97127,1724,776,373,7.270744149518767e-06
96579,2075,910,436,8.203726403335014e-06
95858,2611,1012,519,7.494204413197815e-06
95131,3070,1208,591,7.648915775325777e-06
94252,3642,1419,687,7.544286908169385e-06
93243,4270,1692,795,7.01666955319902e-06
92136,4954,1990,920,6.6157391105915964e-06
90923,5652,2347,1078,6.682403242069621e-06
89497,6488,2715,1300,6.181467938542792e-06
87995,7324,3138,1543,5.928403357120463e-06
86358,8176,3665,1801,6.281159551341955e-06
84370,9357,4172,2101,5.6109287141024144e-06
82395,10357,4800,2448,5.294617391832029e-06
80301,11341,5507,2851,5.203320635761118e-06
78000,12503,6202,3295,4.9673802495472925e-06
75597,13674,6967,3762,4.5928842089898715e-06
73178,14749,7730,4343,4.3294103937033934e-06
70729,15757,8546,4968,4.263379692356837e-06
68152,16772,9421,5655,4.086845517077476e-06
65528,17698,10351,6423,3.837646313103746e-06
62925,18579,11242,7254,3.7927469475137118e-06
60242,19337,12225,8196,3.71236150525532e-06
57508,20138,13143,9211,3.3870155720316575e-06
54948,20644,14104,10304,3.4516726193890073e-06
52273,21237,15078,11412,3.3051149093043352e-06
49668,21743,15996,12593,3.2234542488404576e-06
47107,22130,16895,13868,3.1236148657505577e-06
44621,22340,17824,15215,2.927106360825427e-06
42293,22442,18594,16671,2.8446226589731486e-06
40056,22371,19387,18186,2.7351196126526697e-06
37932,22277,20108,19683,2.6457362238009443e-06
35914,22119,20687,21280,2.6529271939678956e-06
33943,21860,21282,22915,2.4004155426623986e-06
32209,21287,21896,24608,2.4019910242558214e-06
30515,20801,22389,26295,2.4341322959099544e-06
28852,20418,22684,28046,2.421774513546939e-06
27267,19935,22888,29910,2.3410194015612204e-06
25806,19419,23020,31755,2.2725202208849253e-06
24456,18840,23132,33572,2.2325682344973432e-06
23193,18229,23145,35433,2.237324066527064e-06
21992,17600,23087,37321,2.1763565571153247e-06
20887,16914,23082,39117,2.047234771370359e-06
19900,16223,22988,40889,2.0351452757086284e-06
18969,15466,22826,42739,2.064730006273592e-06
18075,14866,22462,44597,2.128075410716707e-06
17211,14226,22230,46333,1.8975404973955473e-06
16485,13580,21835,48100,1.947492842581806e-06
15784,12905,21468,49843,1.9684173079634503e-06
15117,12324,20998,51561,2.0067620888655623e-06
14480,11765,20489,53266,1.8403622587945723e-06
13934,11132,20045,54889,1.714958624564516e-06
13455,10482,19567,56496,1.8801705759116305e-06
12960,9933,19045,58062,1.778601039124361e-06
12521,9338,18587,59554,1.7660114189954603e-06
12110,8823,18054,61013,1.7197695838075279e-06
11734,8297,17518,62451,1.6783730184714633e-06
11389,7799,16997,63815,1.5652537795803326e-06
11086,7372,16388,65154,1.6788001904563038e-06
10781,6968,15803,66448,1.6552001696662347e-06
10499,6573,15214,67714,1.7091150536562584e-06
10226,6192,14625,68957,1.4576552812422164e-06
10008,5777,14098,70117,1.5876077687998558e-06
9784,5468,13563,71185,1.318760233956204e-06
9609,5089,13068,72234,1.457349682025412e-06
9426,4782,12489,73303,1.5884973896910462e-06
9239,4491,11958,74312,1.493483497034512e-06
9074,4211,11411,75304,1.5549033374541813e-06
8913,3934,10953,76200,1.3623686670202884e-06
8780,3674,10534,77012,1.3947676965746669e-06
8651,3444,10016,77889,1.269498106001153e-06
8541,3219,9560,78680,1.4696524125079178e-06
8421,3020,9104,79455,1.147854274264961e-06
8333,2808,8708,80151,1.4745651838016562e-06
8226,2646,8239,80889,1.091863911144469e-06
8152,2459,7851,81538,1.3749709537386023e-06
8064,2306,7430,82200,1.2684526479950438e-06
7988,2162,7014,82836,1.1422894250129115e-06
7924,2009,6660,83407,1.3074659717769258e-06
7855,1886,6294,83965,1.3956488523215405e-06
7786,1738,5990,84486,1.4151507757384836e-06
7720,1608,5713,84959,1.2697157378544889e-06
7664,1514,5374,85448,1.0197556781938553e-06
7622,1383,5106,85889,1.1562793213164565e-06
7577,1283,4855,86285,1.141728307535937e-06
7535,1192,4587,86686,1.2730359839533814e-06
7491,1117,4348,87044,9.210684836523239e-07
7461,1025,4140,87374,1.2302297227385949e-06
7423,966,3878,87733,9.032044791716531e-07
7397,898,3634,88071,4.836183941354499e-07
7384,820,3456,88340,1.1364035351711407e-06
7355,775,3278,88592,1.1198816741318533e-06
7328,730,3105,88837,8.789879684126884e-07
7308,674,2936,89082,8.855212979989828e-07
7289,623,2791,89297,1.0322657264331646e-06
7268,582,2628,89522,9.947485652584379e-07
7249,545,2499,89707,7.728294794259268e-07
7235,514,2341,89910,1.0627535294487527e-06
7217,471,2243,90069,4.942014418203515e-07
7209,437,2091,90263,9.287503219944196e-07
7195,412,1973,90420,9.157680106031846e-07
7182,388,1860,90570,1.1977374739117806e-06
7166,357,1750,90727,1.1163829193413342e-06
7152,333,1658,90857,1.0119736724929363e-06
7140,308,1569,90983,3.570580558545917e-07
7136,275,1502,91087,1.2128820765138261e-06
7123,262,1410,91205,9.956757800870818e-07
7113,246,1315,91326,4.276430613042365e-07
7109,220,1233,91438,5.704248193207907e-07
7104,197,1160,91539,7.28098788443616e-07
7098,183,1090,91629,9.047644898033042e-07
7091,169,1025,91715,2.751684546883545e-07
7089,149,960,91802,8.816476230780082e-07
7083,145,899,91873,6.281784849811162e-07
7079,135,849,91937,6.655495417608211e-07
7075,127,806,91992,1.2275425475015125e-06
7068,121,751,92060,5.651773865745503e-07
7065,110,703,92122,1.4093879330218585e-06
7058,103,677,92162,6.278428199685828e-07
7055,96,640,92209,8.85896527285613e-07
7051,91,583,92275,2.189390553947435e-06
7042,94,534,92330,2.6592717637460416e-07
7041,84,502,92373,5.658377709160518e-07
7039,81,478,92402,1.1888337600255838e-06
7035,77,452,92436,3.144832097414319e-07
7034,66,426,92474,1.3348978335943058e-06
7030,60,402,92508,0.0
7030,56,379,92535,1.50129298858642e-06
7026,50,362,92562,7.863452716272472e-07
7024,49,332,92595,8.5764470181409e-07
7022,47,304,92627,9.36905065283545e-07
7020,41,283,92656,5.033573938167578e-07
7019,38,255,92688,5.587075975852657e-07
7018,35,243,92704,5.863816382799316e-07
7017,29,229,92725,6.223189720784147e-07
7016,28,215,92741,1.3258730874280714e-06
7014,29,202,92755,7.05801974551604e-07
7013,26,190,92771,7.504859396459207e-07
7012,26,182,92780,7.835860659591407e-07
7011,24,174,92791,0.0
7011,21,166,92802,8.592349715507301e-07
7010,21,153,92816,0.0
7010,18,140,92832,1.0189525168127165e-06
7009,18,128,92845,0.0
7009,18,117,92856,0.0
7009,17,106,92868,1.345978351284198e-06
7008,15,101,92876,0.0
7008,14,95,92883,0.0
7008,12,86,92894,0.0
7008,11,79,92902,0.0
7008,11,76,92905,0.0
7008,10,69,92913,0.0
7008,10,62,92920,0.0
7008,9,58,92925,0.0
7008,8,54,92930,0.0
7008,7,51,92934,0.0
7008,6,50,92936,0.0
7008,6,47,92939,0.0
7008,6,44,92942,0.0
7008,6,38,92948,0.0
7008,6,34,92952,0.0
7008,6,32,92954,0.0
7008,6,31,92955,0.0
7008,6,27,92959,0.0
7008,5,27,92960,0.0
7008,5,26,92961,0.0
7008,5,25,92962,0.0
7008,5,21,92966,0.0
7008,5,20,92967,0.0
7008,4,20,92968,0.0
7008,3,20,92969,0.0
7008,2,20,92970,0.0
7008,2,19,92971,0.0
7008,2,18,92972,0.0
7008,2,16,92974,0.0
7008,2,15,92975,0.0
7008,2,12,92978,0.0
7008,2,11,92979,0.0
7008,2,11,92979,0.0
7008,2,10,92980,0.0
7008,2,10,92980,0.0
7008,2,9,92981,0.0
7008,2,8,92982,0.0
7008,2,8,92982,0.0
7008,1,7,92984,0.0
7008,1,6,92985,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,1,5,92986,0.0
7008,0,6,92986,0.0
7008,0,6,92986,0.0
7008,0,5,92987,0.0
7008,0,5,92987,2.8538812785388127e-05
7007,1,3,92989,0.0
7007,1,3,92989,0.0
7007,0,4,92989,0.0
7007,0,3,92990,0.0
7007,0,3,92990,0.0
7007,0,3,92990,0.0
7007,0,3,92990,0.0
7007,0,3,92990,0.0
7007,0,3,92990,0.0
7007,0,3,92990,0.0
7007,0,2,92991,0.0
7007,0,2,92991,0.0
7007,0,1,92992,0.0
7007,0,1,92992,0.0
7007,0,1,92992,0.0
7007,0,1,92992,0.0
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
7007,0,0,92993,
