S,E,I,R,Beta
9930,0,70,0,5.6107034958998705e-05
9891,39,66,4,5.6678400627445215e-05
9854,73,63,10,4.027048881930148e-05
9829,91,63,17,2.5838666595610334e-05
9813,100,66,21,4.632074335528937e-05
9783,115,76,26,6.186887027442879e-05
9737,148,84,31,5.868630701741516e-05
9689,181,95,35,9.886414870906237e-05
9598,257,105,40,7.739707677194654e-05
9520,309,123,48,6.746601079456173e-05
9441,356,142,61,6.862486219083381e-05
9349,420,160,71,7.754840089849182e-05
9233,496,183,88,7.39802999338912e-05
9108,572,220,100,6.238272048548728e-05
8983,641,255,121,5.7188632995221914e-05
8852,715,289,144,6.410687397683083e-05
8688,814,334,164,4.962450789029675e-05
8544,882,387,187,6.139370360692545e-05
8341,1001,440,218,4.850083377837844e-05
8163,1096,478,263,5.5101163172740354e-05
7948,1220,526,306,4.951385526836988e-05
7741,1322,593,344,4.683674431908414e-05
7526,1402,687,385,4.699864342187259e-05
7283,1500,783,434,4.173542929360681e-05
7045,1611,849,495,4.447264389031976e-05
6779,1709,955,557,4.0160983758743705e-05
6519,1794,1052,635,3.7328732567044446e-05
6263,1889,1132,716,3.35697508898805e-05
6025,1919,1258,798,3.179650238473768e-05
5784,1999,1326,891,3.116205520403714e-05
5545,2027,1427,1001,3.740814625574155e-05
5249,2112,1531,1108,3.1606903694386625e-05
4995,2153,1621,1231,3.099953747702051e-05
4744,2215,1685,1356,2.8897973889241947e-05
4513,2204,1780,1503,2.8382425801118865e-05
4285,2212,1846,1657,3.17315435562843e-05
4034,2241,1933,1792,2.8598095700257075e-05
3811,2239,2003,1947,2.4759502048423035e-05
3622,2203,2063,2112,2.7836566166848632e-05
3414,2188,2095,2303,2.6285140646474644e-05
3226,2156,2152,2466,2.376716133091494e-05
3061,2100,2193,2646,2.3537217778703377e-05
2903,2040,2240,2817,2.6450469957187145e-05
2731,2012,2262,2995,2.4443458072670564e-05
2580,1969,2280,3171,2.4479804161566707e-05
2436,1906,2305,3353,2.0480927803839017e-05
2321,1821,2339,3519,2.3025265716171418e-05
2196,1771,2315,3718,2.203102440329364e-05
2084,1692,2343,3881,2.170880222298135e-05
1978,1598,2348,4076,2.26081444440808e-05
1873,1539,2335,4253,1.9892739264494546e-05
1786,1481,2286,4447,2.351329823973571e-05
1690,1422,2264,4624,2.2215484977104984e-05
1605,1372,2225,4798,2.1001785151737897e-05
1530,1313,2180,4977,1.768903279966421e-05
1471,1242,2116,5171,1.6063555134619018e-05
1421,1164,2077,5338,1.761865571689802e-05
1369,1097,2024,5510,1.5157770739439365e-05
1327,1026,1972,5675,1.6432007410453203e-05
1284,964,1936,5816,1.8102649262377386e-05
1239,920,1869,5972,2.0728154144918298e-05
1191,874,1813,6122,1.5282850835207797e-05
1158,821,1766,6255,2.0048625251096807e-05
1117,772,1720,6391,1.405342383044284e-05
1090,727,1666,6517,1.4317653666971376e-05
1064,672,1618,6646,1.684526520256141e-05
1035,639,1551,6775,1.3704731558570596e-05
