S,E,I,R,Beta
99400,0,600,0,8.048289738430583e-07
99352,48,548,52,8.081565625545506e-07
99308,91,512,89,9.243653582792927e-07
99261,127,494,118,1.244011055465069e-06
99200,173,471,156,1.0487295390726662e-06
99151,213,439,197,1.2406010399590932e-06
99097,242,411,250,1.301288346665769e-06
99044,269,404,283,1.3245438271059448e-06
98991,304,389,316,1.376355291212239e-06
98938,329,381,352,1.6712924327221232e-06
98875,370,375,380,1.5642646439106616e-06
98817,396,369,418,1.947154073886489e-06
98746,428,388,438,2.4534466331508457e-06
98652,472,409,467,1.2639822459566695e-06
98601,469,423,507,1.774230467694584e-06
98527,504,423,546,2.207456736067427e-06
98435,545,447,573,2.045433858680293e-06
98345,588,464,603,2.1695263507602547e-06
98246,622,492,640,3.1445869494014444e-06
98094,713,522,671,2.3435180283326644e-06
97974,770,550,706,2.301167099991278e-06
97850,813,593,744,2.068072323935955e-06
97730,852,628,790,2.297373303935645e-06
97589,898,666,847,2.4002114401647135e-06
97433,965,695,907,2.36281164839561e-06
97273,1033,732,962,2.1487606369971416e-06
97120,1098,758,1024,2.3228343033996514e-06
96949,1155,814,1082,2.2302057392672046e-06
96773,1224,850,1153,1.8600229402829302e-06
96620,1268,902,1210,2.065375088180042e-06
96440,1325,962,1273,1.8108271944854277e-06
96272,1358,1017,1353,2.1346434201751218e-06
96063,1429,1080,1428,1.9084697889232415e-06
95865,1471,1139,1525,2.1155737965029567e-06
95634,1559,1204,1603,2.2841096075243122e-06
95371,1664,1262,1703,2.0605159920883498e-06
95123,1758,1313,1806,2.1938164976105537e-06
94849,1864,1371,1916,1.930205328706316e-06
94598,1923,1460,2019,1.8463131804750137e-06
94343,1987,1545,2125,1.8111972950591669e-06
94079,2068,1617,2236,1.6565243661620112e-06
93827,2112,1697,2364,1.7145611314807185e-06
93554,2177,1779,2490,1.6042533406593033e-06
93287,2224,1858,2631,1.811602083610098e-06
92973,2295,1953,2779,1.6026323351759143e-06
92682,2359,2034,2925,1.7664359223936905e-06
92349,2471,2095,3085,1.7056806220027993e-06
92019,2549,2175,3257,1.908651299275649e-06
91637,2702,2218,3443,1.7170898548594622e-06
