S,E,I,R,Beta
99000,0,1000,0,2.8484848484848484e-06
98718,282,937,63,2.400032017724431e-06
98496,472,903,129,3.2605559261346013e-06
98206,715,887,192,2.973295831386437e-06
97947,906,883,264,3.931217522000741e-06
97607,1168,879,346,3.939552210215252e-06
97269,1390,910,431,4.857945208930621e-06
96839,1681,984,496,4.565032380876582e-06
96404,1956,1069,571,5.113730729919757e-06
95877,2290,1172,661,5.562089453278111e-06
95252,2687,1314,747,5.632739263903086e-06
94547,3129,1479,845,5.670968829530555e-06
93754,3592,1690,964,5.976865302662274e-06
92807,4209,1880,1104,5.57666115152264e-06
91834,4784,2148,1234,5.170855404267817e-06
90814,5345,2451,1390,5.198011579516499e-06
89657,5966,2796,1581,4.86275440163843e-06
88438,6564,3212,1786,4.970730844162181e-06
87026,7292,3636,2046,4.38964448923462e-06
85637,7952,4081,2330,4.6296747092404764e-06
84019,8752,4563,2666,4.196894643835675e-06
82410,9507,5045,3038,4.079291713734261e-06
80714,10277,5561,3448,3.840922072249464e-06
78990,10980,6080,3950,3.645947854825061e-06
77239,11638,6647,4476,3.4631351108096983e-06
75461,12271,7302,4966,3.5443602602320482e-06
73508,13033,7932,5527,3.361543682327152e-06
71548,13700,8635,6117,3.2598650817269544e-06
69534,14306,9333,6827,3.0433270130442484e-06
67559,14846,10010,7585,2.9707263384493656e-06
65550,15405,10647,8398,2.938770761337211e-06
63499,15909,11359,9233,2.7076670362186207e-06
61546,16245,12098,10111,2.8015662146521786e-06
59460,16719,12746,11075,2.7550638945234873e-06
57372,17194,13334,12100,2.4954305516265704e-06
55463,17378,14034,13125,2.4692698531692232e-06
53541,17542,14650,14267,2.5013525088393554e-06
51579,17750,15249,15422,2.331766448578992e-06
49745,17817,15807,16631,2.226830995094022e-06
47994,17805,16273,17928,2.175398412439565e-06
46295,17842,16581,19282,2.1469028851280785e-06
44647,17679,17088,20586,2.1522347295459373e-06
43005,17548,17505,21942,2.10015236067387e-06
41424,17375,17896,23305,2.040943225810239e-06
39911,17123,18129,24837,2.095235012802266e-06
