S,E,I,R,Beta
9950,0,50,0,4.221105527638191e-05
9929,21,47,3,3.0000235716137768e-05
9915,34,44,7,1.8337688534360245e-05
9907,38,44,11,4.129311689622581e-05
9889,52,44,15,3.907004109249028e-05
9872,65,47,16,2.8018207524397394e-05
9859,73,48,20,2.95837982215911e-05
9845,82,50,23,3.859827323514474e-05
9826,95,52,27,2.9356965037811772e-05
9811,103,56,30,4.5502861219913505e-05
9786,113,67,34,5.338116285525164e-05
9751,136,76,37,4.587923505821265e-05
9717,153,90,40,3.8878025911060796e-05
9683,171,97,49,4.2587125273223026e-05
9643,193,108,56,5.665210995502399e-05
9584,232,118,66,7.869754675872217e-05
9495,294,137,74,7.456863581677641e-05
9398,355,163,84,6.658511078587403e-05
9296,432,177,95,5.7737001273860574e-05
9201,478,212,109,4.819000395773224e-05
9107,527,241,125,4.6929383124649455e-05
9004,575,279,142,4.77684947669614e-05
8884,642,308,166,4.495167147125724e-05
8761,702,346,191,4.0576569966872364e-05
8638,759,389,214,3.6902763005099125e-05
8514,816,420,250,3.6634338959920355e-05
8383,875,453,289,3.7656362779819037e-05
8240,925,513,322,4.163591286738962e-05
8064,1012,557,367,3.450849220597874e-05
7909,1058,618,415,2.843837322684697e-05
7770,1092,676,462,2.7796181642335487e-05
7624,1124,723,529,3.120378393048668e-05
7452,1189,775,584,2.9608851488234378e-05
7281,1218,867,634,3.184094355646231e-05
7080,1272,940,708,3.095323957206395e-05
6874,1371,985,770,2.7027466108591337e-05
6691,1409,1055,845,2.6774311677070635e-05
6502,1451,1125,922,2.747872449502717e-05
6301,1507,1172,1020,2.938479346417195e-05
6084,1589,1207,1120,2.6418323531318242e-05
5890,1617,1266,1227,2.6150838033778835e-05
5695,1641,1324,1340,2.5463583097485735e-05
5503,1666,1381,1450,2.4606419012050962e-05
5316,1676,1451,1557,2.2039236063035327e-05
5146,1698,1482,1674,2.2553318930678964e-05
4974,1726,1497,1803,2.0144833293446563e-05
4824,1688,1568,1920,1.956628422513284e-05
4676,1675,1610,2039,1.8065023457964284e-05
4540,1632,1668,2160,1.9411783348651476e-05
4393,1616,1692,2299,1.8162356941168493e-05
4258,1615,1696,2431,1.7586208424541597e-05
4131,1576,1725,2568,2.2032072804072424e-05
3974,1558,1764,2704,1.7403371346861175e-05
3852,1520,1789,2839,1.6832994061435784e-05
3736,1466,1804,2994,1.7508083393078432e-05
3618,1428,1819,3135,1.4283235341221934e-05
3524,1385,1807,3284,1.9786842315198744e-05
3398,1356,1822,3424,2.002856978567492e-05
3274,1342,1806,3578,1.8096198715880208e-05
3167,1314,1792,3727,1.6034496368803284e-05
3076,1266,1785,3873,1.7119981932955238e-05
2982,1231,1770,4017,2.0461753572281144e-05
2874,1203,1750,4173,1.868973058952182e-05
2780,1186,1734,4300,1.8877631458846762e-05
2689,1169,1720,4422,1.4270023437432434e-05
2623,1135,1683,4559,1.4497648549363021e-05
2559,1076,1673,4692,1.4481897278033975e-05
2497,1024,1663,4816,1.5412361339921798e-05
2433,985,1620,4962,1.7506203285077104e-05
2364,964,1591,5081,1.621855594231937e-05
2303,940,1548,5209,1.851309549054654e-05
2237,903,1523,5337,1.555643154245541e-05
2184,846,1530,5440,1.5262515262515263e-05
2133,809,1495,5563,1.787486652649008e-05
2076,797,1440,5687,2.0739670306144296e-05
2014,780,1395,5811,1.708470811843974e-05
1966,743,1377,5914,8.865307171811869e-06
1942,693,1342,6023,1.4580816863405372e-05
1904,641,1326,6129,1.4655183340304448e-05
1867,598,1311,6224,9.805375552012001e-06
1843,567,1263,6327,9.021746274985404e-06
1822,528,1224,6426,1.39005474125252e-05
1791,501,1198,6510,1.6312316544697144e-05
1756,489,1138,6617,1.5012550492211488e-05
1726,467,1074,6733,1.240745655771841e-05
1703,447,1045,6805,8.428694648059854e-06
1688,423,1014,6875,8.76356600016826e-06
1673,395,979,6953,1.0379353146500907e-05
1656,378,938,7028,8.36912744764789e-06
1643,358,896,7103,1.2227197634988261e-05
1625,339,854,7182,1.5852999459556837e-05
1603,324,830,7243,1.127404189433968e-05
1588,305,794,7313,1.3482732585068111e-05
1571,292,763,7374,1.0845326456840188e-05
1558,279,734,7429,2.0112419681489227e-05
1535,272,702,7491,1.3920209359948774e-05
1520,257,676,7547,1.1678604796013703e-05
1508,241,654,7597,5.069801020449549e-06
1503,214,632,7651,6.3164809621263805e-06
1497,199,608,7696,1.5381640473930317e-05
1483,189,590,7738,1.485765226236328e-05
1470,180,573,7777,7.1232681554297115e-06
1464,171,541,7824,8.838116016686362e-06
1457,161,505,7877,1.7668204706537915e-05
1444,152,499,7905,1.1102537484942184e-05
1436,140,488,7936,8.562034796109411e-06
1430,128,478,7964,1.7555666091230946e-05
1418,129,445,8008,1.7432370326936182e-05
1407,130,421,8042,1.5193796879194122e-05
1398,122,406,8074,7.047365342466719e-06
1394,111,383,8112,1.1238017463879138e-05
1388,103,370,8139,9.735960744606278e-06
1383,101,340,8176,6.379992344009187e-06
1380,92,327,8201,1.1080086867881045e-05
1375,92,295,8238,7.395993836671803e-06
1372,86,272,8270,8.038929857657349e-06
1369,78,260,8293,1.9666235882452098e-05
1362,73,253,8312,1.1608132657740012e-05
1358,72,242,8328,9.128640806241555e-06
1355,62,229,8354,9.668218952931887e-06
1352,59,223,8366,1.3267174357205403e-05
1348,61,207,8384,7.167533938273197e-06
1346,61,195,8398,3.8099592334362022e-06
1345,57,181,8417,8.215407997699685e-06
1343,55,170,8432,8.760019272042398e-06
1341,48,161,8450,1.3895257548598664e-05
1338,46,151,8465,9.89912788683317e-06
1336,48,139,8477,0.0
1336,44,135,8485,2.7722333111554667e-05
1331,49,126,8494,0.0
1331,41,119,8509,1.2627139510950887e-05
1329,37,114,8520,6.60039866407931e-06
1328,35,109,8528,2.0725102243837737e-05
1325,32,109,8534,0.0
1325,31,103,8541,1.4654698662758748e-05
1323,30,99,8548,0.0
1323,26,99,8552,1.526985653969781e-05
1321,27,90,8562,8.411136344520145e-06
1320,21,91,8568,8.325008325008325e-06
1319,20,91,8570,0.0
1319,16,89,8576,1.7037081207247574e-05
1317,16,84,8583,9.039302888961204e-06
1316,14,81,8589,9.381215054973921e-06
1315,15,74,8596,0.0
1315,13,70,8602,1.0863661053775122e-05
1314,14,66,8606,0.0
1314,11,64,8611,0.0
1314,9,58,8619,0.0
1314,8,56,8622,1.3589910850184822e-05
1313,8,51,8628,0.0
1313,6,46,8635,0.0
1313,5,43,8639,0.0
1313,5,42,8640,0.0
1313,5,39,8643,1.9528580076942606e-05
1312,6,37,8645,0.0
1312,6,34,8648,0.0
1312,6,33,8649,2.3096821877309682e-05
1311,4,34,8651,0.0
1311,4,34,8651,0.0
1311,4,34,8651,0.0
1311,3,31,8655,0.0
1311,3,28,8658,0.0
1311,2,28,8659,2.724201808870001e-05
1310,3,27,8660,0.0
1310,2,27,8661,0.0
1310,2,24,8664,0.0
1310,2,22,8666,0.0
1310,2,21,8667,0.0
1310,2,20,8668,3.816793893129771e-05
1309,3,18,8670,0.0
1309,2,17,8672,0.0
1309,2,15,8674,0.0
1309,2,12,8677,0.0
1309,1,11,8679,0.0
1309,1,10,8680,0.0
1309,1,9,8681,0.0
1309,1,5,8685,0.0
1309,1,5,8685,0.0
1309,1,5,8685,0.0
1309,1,5,8685,0.0
1309,0,6,8685,0.0
1309,0,5,8686,0.0
1309,0,3,8688,0.0
1309,0,3,8688,0.0
1309,0,3,8688,0.0
1309,0,3,8688,0.0
1309,0,2,8689,0.0
1309,0,2,8689,0.0
1309,0,2,8689,0.0
1309,0,2,8689,0.0
1309,0,2,8689,0.0
1309,0,2,8689,0.0
1309,0,2,8689,0.0
1309,0,2,8689,0.0
1309,0,1,8690,0.0
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
1309,0,0,8691,
