S,E,I,R,Beta
99300,0,700,0,1.1652999568407424e-06
99219,81,645,55,1.0781880908500036e-06
99150,139,590,121,1.3162730668307734e-06
99073,204,551,172,9.708876054161826e-07
99020,235,527,218,1.475561067723654e-06
98943,294,500,263,1.091537551923835e-06
98889,309,495,307,1.409600050500454e-06
98820,339,495,346,1.5128005413372749e-06
98746,385,489,380,1.0976085925273895e-06
98693,397,482,428,1.5345797792921113e-06
98620,423,489,468,1.928453144187331e-06
98527,468,504,501,2.074203815858388e-06
98424,527,510,539,2.5699136030905902e-06
98295,600,525,580,1.918423404765538e-06
98196,640,543,621,2.156771884876843e-06
98081,694,564,661,1.8981271884050677e-06
97976,730,588,706,2.1003338871271543e-06
97855,777,622,746,1.9386910319603074e-06
97737,818,651,794,2.1846144769183457e-06
97598,882,684,836,2.3667918609682947e-06
97440,953,705,902,1.8487463461784812e-06
97313,990,746,951,1.9422692024235443e-06
97172,1033,790,1005,2.0972859296343636e-06
97011,1093,819,1077,2.1396564056674765e-06
96841,1138,870,1151,2.302624980608693e-06
96647,1214,912,1227,1.8833232677646396e-06
96481,1255,950,1314,1.9965752733426105e-06
96298,1297,1015,1390,1.9029598904140647e-06
96112,1357,1061,1470,2.0495253181687025e-06
95903,1453,1098,1546,1.946790992348124e-06
95698,1522,1145,1635,1.861751957874029e-06
95494,1571,1209,1726,1.827595454487737e-06
95283,1647,1239,1831,1.9058810381074816e-06
95058,1724,1294,1924,1.8779716462377496e-06
94827,1783,1375,2015,1.9096977558175318e-06
94578,1850,1461,2111,2.134920336135174e-06
94283,1987,1501,2229,1.7312189576983572e-06
94038,2020,1603,2339,1.930438998943592e-06
93747,2098,1695,2460,2.0138304209412183e-06
93427,2199,1767,2607,1.6779183204989846e-06
93150,2262,1855,2733,1.8750732450486346e-06
92826,2362,1943,2869,1.7298647814600278e-06
92514,2446,2012,3028,1.5418653953873663e-06
92227,2497,2085,3191,1.5081129063808491e-06
91937,2530,2172,3361,1.577467443025031e-06
91622,2597,2245,3536,1.2786145302435848e-06
91359,2636,2301,3704,1.4699092522267662e-06
91050,2678,2387,3885,1.3481407965119503e-06
90757,2706,2457,4080,1.4709183147981258e-06
90429,2753,2552,4266,1.3866331545165882e-06
90109,2804,2635,4452,1.38141782028567e-06
89781,2879,2682,4658,1.1960498361075336e-06
89493,2882,2735,4890,1.246101566143347e-06
89188,2905,2807,5100,1.2302740927651271e-06
88880,2946,2847,5327,1.3634134751725963e-06
88535,2998,2910,5557,1.474944286890637e-06
88155,3064,2991,5790,1.2022530829590088e-06
87838,3075,3032,6055,1.332958773169677e-06
87483,3117,3117,6283,1.1955207826234032e-06
87157,3123,3206,6514,1.274043354306783e-06
86801,3151,3279,6769,1.2156539164562365e-06
86455,3195,3320,7030,1.1740908460631026e-06
86118,3232,3364,7286,1.2323052359178992e-06
85761,3267,3415,7557,1.2770004720292252e-06
85387,3329,3451,7833,1.3031503044364424e-06
85003,3400,3488,8109,1.2378138407851121e-06
84636,3431,3535,8398,1.113011586751432e-06
