S,E,I,R,Beta
99200,0,800,0,2.7847782258064517e-06
98979,221,735,65,2.6391910384618794e-06
98787,393,702,118,2.9993450180316874e-06
98579,558,690,173,2.822719540320123e-06
98387,699,687,227,2.92934642774858e-06
98189,839,682,290,3.509301246154366e-06
97954,988,722,336,4.199495076466725e-06
97657,1203,755,385,5.086053654339723e-06
97282,1446,821,451,5.321245333674761e-06
96857,1734,882,527,5.103720595926337e-06
96421,1979,997,603,5.783729883087414e-06
95865,2343,1105,687,5.98503787731286e-06
95231,2753,1241,775,6.168469220578206e-06
94502,3226,1410,862,5.643619535389022e-06
93750,3676,1608,966,5.8839137645107796e-06
92863,4210,1854,1073,5.285534997380059e-06
91953,4695,2114,1238,5.1649108181948205e-06
90949,5235,2405,1411,5.051836297919267e-06
89844,5777,2778,1601,4.687751065129162e-06
88674,6375,3118,1833,4.7959109845935805e-06
87348,7054,3524,2074,4.603424079459427e-06
85931,7762,3949,2358,4.399697403370202e-06
84438,8467,4427,2668,4.090345803184556e-06
82909,9163,4889,3039,4.078036788978898e-06
81256,9920,5389,3435,3.742961246050662e-06
79617,10513,6015,3855,3.7419378023743367e-06
77825,11250,6554,4371,3.6544358410755647e-06
75961,11954,7167,4918,3.4826534021068476e-06
74065,12636,7833,5466,3.414627407138876e-06
72084,13351,8484,6081,3.1803877193826544e-06
70139,13920,9189,6752,3.1512445109405135e-06
68108,14558,9803,7531,3.004511002174805e-06
66102,15106,10521,8271,2.8412884102974376e-06
64126,15542,11210,9122,2.8615051272134478e-06
62069,16119,11807,10005,2.817771318830357e-06
60004,16623,12378,10995,2.669881791367407e-06
58021,16891,13097,11991,2.5884949542449433e-06
56054,17133,13816,12997,2.4869516901654246e-06
54128,17416,14322,14134,2.485742082683145e-06
52201,17538,14985,15276,2.3317890791693974e-06
50377,17643,15462,16518,2.227416892206428e-06
48642,17611,15984,17763,2.27140095977726e-06
46876,17603,16481,19040,2.080088302816164e-06
45269,17476,16912,20343,2.1290787898757127e-06
43639,17327,17365,21669,2.133833073432157e-06
42022,17264,17648,23066,2.044216963069856e-06
40506,17078,17980,24436,2.059596823211953e-06
39006,16941,18202,25851,1.9718665017307383e-06
37606,16675,18438,27281,1.983041239002551e-06
36231,16362,18597,28810,1.9575893041369172e-06
34912,15988,18786,30314,1.9013295877353917e-06
33665,15659,18931,31745,1.8844769646345103e-06
32464,15335,18948,33253,1.8256366702239108e-06
31341,14948,18882,34829,1.7067131357676679e-06
30331,14438,18846,36385,1.796654327342714e-06
29304,13985,18846,37865,1.8288381866860058e-06
28294,13609,18735,39362,1.7110363675592108e-06
27387,13141,18607,40865,1.6738949985761982e-06
26534,12663,18397,42406,1.6859710073870153e-06
25711,12161,18172,43956,1.628781996480581e-06
24950,11713,17909,45428,1.6203046553210278e-06
24226,11248,17697,46829,1.5720940817044165e-06
23552,10783,17402,48263,1.5249410674934916e-06
22927,10369,17056,49648,1.4755413850846118e-06
22350,9964,16696,50990,1.5060741417253285e-06
21788,9542,16338,52332,1.5253994001286797e-06
21245,9083,15997,53675,1.4976919728109175e-06
20736,8683,15600,54981,1.4529419911364357e-06
20266,8257,15285,56192,1.517275260300677e-06
19796,7888,14853,57463,1.4420297837103609e-06
19372,7499,14431,58698,1.5524543638154336e-06
18938,7201,13971,59890,1.4324438431556687e-06
18559,6892,13529,61020,1.3342110663201632e-06
18224,6578,13119,62079,1.3886527063904325e-06
17892,6260,12751,63097,1.3982587566984703e-06
17573,5927,12418,64082,1.1502073988910187e-06
17322,5577,11996,65105,1.2223602687252214e-06
17068,5293,11584,66055,1.3099616483691494e-06
16809,4999,11221,66971,1.1770083257274473e-06
16587,4731,10775,67907,1.4267735739712857e-06
16332,4529,10355,68784,1.1885202426284248e-06
16131,4295,9927,69647,1.2864351774025646e-06
15925,4068,9580,70427,1.055312120030283e-06
15764,3813,9209,71214,1.1228162910807138e-06
15601,3550,8895,71954,1.3331325707742967e-06
15416,3357,8571,72656,1.1806506256812581e-06
15260,3178,8275,73287,1.1561929575178279e-06
15114,3018,7919,73949,1.2616159950717103e-06
14963,2885,7596,74556,1.0117989126557814e-06
14848,2717,7257,75178,1.2064748423638532e-06
14718,2573,6975,75734,1.354009743999618e-06
14579,2447,6647,76327,1.2176671575550782e-06
