S,E,I,R,Beta
99500,0,500,0,1.6683417085427136e-06
99417,83,470,30,2.0973338392616187e-06
99319,176,441,64,1.986315927109877e-06
99232,251,417,100,1.860813832004374e-06
99155,311,407,127,1.9823528471604717e-06
99075,366,395,164,2.3508593732532253e-06
98983,426,393,198,2.313605705906936e-06
98893,472,408,227,2.627121450139317e-06
98787,535,420,258,3.3742631452856484e-06
98647,617,439,297,4.0871903459732735e-06
98470,720,487,323,3.941203910591808e-06
98281,833,521,365,3.4762636906933056e-06
98103,927,562,408,3.935873484412109e-06
97886,1055,608,451,3.9822102402687556e-06
97649,1189,665,497,3.865309516969518e-06
97398,1314,737,551,4.708679961136952e-06
97060,1525,816,599,3.8762156418306045e-06
96753,1684,898,665,3.9362740707475515e-06
96411,1862,997,730,4.026143214782974e-06
96024,2058,1111,807,3.908788779402809e-06
95607,2264,1245,884,3.830943971058226e-06
95151,2489,1384,976,3.7284819510795222e-06
94660,2736,1513,1091,3.791354566501546e-06
94117,2980,1686,1217,3.358934717824465e-06
93584,3221,1856,1339,3.131982478584609e-06
93040,3442,2022,1496,3.4923239039524813e-06
92383,3740,2213,1664,3.2136005601819367e-06
91726,4040,2388,1846,3.314437569527861e-06
91000,4352,2617,2031,3.3340751720575946e-06
90206,4700,2850,2244,3.3101621979476995e-06
89355,5071,3113,2461,3.07015209457981e-06
88501,5409,3363,2727,2.9600623780899904e-06
87620,5741,3648,2991,2.8813867297781087e-06
86699,6102,3939,3260,2.878415262035889e-06
85716,6474,4250,3560,2.673672016755743e-06
84742,6826,4552,3880,2.553496503540012e-06
83757,7150,4878,4215,2.450028679041999e-06
82756,7352,5281,4611,2.532981176796787e-06
81649,7747,5571,5033,2.435879115225126e-06
80541,8102,5922,5435,2.4341469837578997e-06
79380,8491,6210,5919,2.2923226665270988e-06
78250,8766,6562,6422,2.2026324476387915e-06
77119,9019,6978,6884,2.24478411125156e-06
75911,9313,7342,7434,2.1369416746010122e-06
