S,E,I,R,Beta
99100,0,900,0,3.6663303060881266e-06
98773,327,845,55,4.025727031624781e-06
98437,613,826,124,4.169282102014781e-06
98098,883,827,192,4.215610167785476e-06
97756,1153,834,257,4.538290068464889e-06
97386,1398,896,320,6.119792812695284e-06
96852,1786,963,399,6.475928694278225e-06
96248,2198,1087,467,6.929736940686116e-06
95523,2694,1239,544,5.990553834475353e-06
94814,3131,1424,631,6.340029905980319e-06
93958,3683,1615,744,6.043145422264622e-06
93041,4221,1848,890,6.17658155732768e-06
91979,4879,2087,1055,5.9283130568964425e-06
90841,5506,2439,1214,6.314282493118301e-06
89442,6365,2785,1408,6.262646481193574e-06
87882,7273,3183,1662,5.777032168838799e-06
86266,8152,3689,1893,5.731608495417765e-06
84442,9197,4194,2167,5.339549189796402e-06
82551,10168,4814,2467,5.203818130944844e-06
80483,11245,5403,2869,5.0799167139261045e-06
78274,12336,6057,3333,4.5327452753365176e-06
76125,13274,6835,3766,4.589533010691853e-06
73737,14310,7622,4331,4.337897566666146e-06
71299,15307,8449,4945,4.274531132863582e-06
68724,16387,9281,5608,3.9258266848737225e-06
66220,17195,10236,6349,3.850534808303559e-06
63610,18086,11113,7191,3.70209034280239e-06
60993,18944,12020,8043,3.565505580370874e-06
58379,19678,12905,9038,3.4365082437472423e-06
55790,20280,13859,10071,3.2863696325684844e-06
53249,20745,14847,11159,3.257069821368112e-06
50674,21318,15693,12315,3.1588461420130558e-06
48162,21741,16565,13532,2.99823190804884e-06
45770,21961,17474,14795,2.9395400748836268e-06
43419,22026,18372,16183,2.7955586591020404e-06
41189,22003,19153,17655,2.730408593591163e-06
39035,21842,19916,19207,2.739828015464361e-06
36905,21837,20453,20805,2.6390468859601137e-06
34913,21641,20958,22488,2.5078356059339595e-06
33078,21273,21507,24142,2.495050150831334e-06
31303,20880,21991,25826,2.4753616066414694e-06
29599,20507,22326,27568,2.5104896018562332e-06
27940,20101,22581,29378,2.398111410391611e-06
26427,19504,22965,31104,2.405683787151986e-06
24967,18968,23100,32965,2.259259278524709e-06
23664,18390,23189,34757,2.206855847899019e-06
22453,17750,23231,36566,2.1472160338572105e-06
