S,E,I,R,Beta
9930,0,70,0,4.459789958279384e-05
9899,31,64,6,5.8402363875138904e-05
9862,64,62,12,3.434492774481392e-05
9841,81,59,19,2.7556797142360135e-05
9825,89,64,22,2.385496183206107e-05
9810,94,71,25,5.3121993941221234e-05
9773,117,78,32,7.477429967965116e-05
9716,166,81,37,5.209683403727592e-05
9675,190,88,47,6.459948320413436e-05
9620,223,105,52,5.742005742005742e-05
9562,251,128,59,4.902217109391341e-05
9502,288,142,68,4.8914831866382466e-05
9436,321,165,78,4.174855806903285e-05
9371,366,172,91,5.02539998461359e-05
9290,415,197,98,3.223814701687858e-05
9231,431,223,115,3.886300450859431e-05
9151,463,256,130,3.41492733034641e-05
9071,506,282,141,4.612939216316357e-05
8953,571,307,169,4.2567574204923214e-05
8836,632,342,190,4.2026372707080815e-05
8709,698,374,219,4.421021219059759e-05
8565,784,414,237,4.117419787868276e-05
8419,843,473,265,3.5407679247609414e-05
8278,900,519,303,3.6077706258574275e-05
8123,955,574,348,3.6460328374585695e-05
7953,1030,635,382,3.603849782828448e-05
7771,1117,679,433,2.748029047235587e-05
7626,1155,713,506,3.402400218636399e-05
7441,1218,774,567,2.7780989954741295e-05
7281,1256,832,631,2.8228106874584006e-05
7110,1298,887,705,2.9810182079957886e-05
6922,1364,955,759,2.6624269534423214e-05
6746,1384,1023,847,2.767651457914744e-05
6555,1440,1077,928,2.7338136629774346e-05
6362,1465,1174,999,2.6107954651955526e-05
6167,1506,1234,1093,2.66751536580834e-05
5964,1547,1308,1181,2.409974628607527e-05
5776,1573,1358,1293,2.3840461163761274e-05
5589,1584,1425,1402,2.4358624239970116e-05
5395,1624,1454,1527,2.1034301208643696e-05
5230,1630,1486,1654,2.34180586686705e-05
5048,1637,1536,1779,2.4117430995773904e-05
4861,1671,1564,1904,2.3018428948818064e-05
4686,1669,1608,2037,2.1233992224112048e-05
4526,1646,1641,2187,1.7907234064783255e-05
4393,1605,1681,2321,2.139578229547765e-05
4235,1594,1723,2448,2.0967793879733942e-05
4082,1597,1746,2575,1.7257896961094806e-05
3959,1557,1757,2727,2.027037809143033e-05
3818,1549,1766,2867,1.7352387540214528e-05
3701,1493,1805,3001,1.6616007802038978e-05
3590,1452,1827,3131,1.7075955986723443e-05
3478,1424,1815,3283,1.584140849131178e-05
3378,1379,1809,3434,1.6855398031224053e-05
3275,1334,1822,3569,1.9440091837675235e-05
3159,1315,1818,3708,1.7238191055572794e-05
3060,1284,1812,3844,1.7494120532686952e-05
2963,1272,1770,3995,1.8495531517720436e-05
2866,1247,1747,4140,1.537877114431239e-05
2789,1209,1734,4268,1.6128612033681506e-05
2711,1163,1723,4403,1.7983097173164166e-05
2627,1126,1735,4512,1.4041723665460321e-05
2563,1078,1702,4657,1.3525204792232223e-05
