S,I,R,Beta
9950,50,0,8.040201005025125e-06
9946,48,6,1.4662510892150948e-05
9939,52,9,7.739518756723708e-06
9935,55,10,5.490231962300407e-06
9932,51,17,9.87104467239977e-06
9927,53,20,1.1404003945785365e-05
9921,56,23,8.999668812187711e-06
9916,57,27,1.4153981161051075e-05
9908,60,32,1.6821423765307496e-05
9898,64,38,3.1572034754495856e-06
9896,61,43,1.6565726175172615e-05
9886,66,48,1.992410448813443e-05
9873,73,54,4.162452183830538e-06
9870,70,60,4.342162396873643e-06
9867,67,66,1.0588589433495339e-05
9860,70,70,8.693132425383947e-06
9854,68,78,1.1939015508781146e-05
9846,72,82,1.2695510867357303e-05
9837,74,89,1.5111177050792787e-05
9826,79,95,1.1594143154173763e-05
9817,84,99,9.701344121227996e-06
9809,84,107,1.3350227439329285e-05
9798,92,110,1.7749851344994985e-05
9782,100,118,1.8401144960130853e-05
9764,111,125,1.8453521116364214e-05
9744,124,132,2.2346257746702686e-05
9717,146,137,1.7621989987890167e-05
9692,159,149,2.0116441751869532e-05
9661,173,166,1.4359623610332467e-05
9637,176,187,1.8866678615563122e-05
9605,193,202,1.0788854034896548e-05
9585,192,223,1.630151278038602e-05
9555,210,235,1.5449403204505246e-05
9524,223,253,1.9775389245578318e-05
9482,248,270,9.355587156649952e-06
9460,247,293,1.626280696048138e-05
9422,263,315,1.8563462424727177e-05
9376,291,333,1.3560981903052907e-05
9339,293,368,1.9369030090336425e-05
9286,320,394,1.4134180486754254e-05
9244,338,418,1.6002703816836894e-05
9194,362,444,1.5323469425772514e-05
9143,377,480,1.6536545330007072e-05
9086,402,512,1.4510323136682864e-05
9033,422,545,1.4166067232155084e-05
8979,443,578,1.2570087666305403e-05
8929,451,620,1.3906206116297106e-05
8873,462,665,1.3904724825495703e-05
8816,495,689,1.3978258079891473e-05
8755,512,733,1.2046687607081668e-05
8701,525,774,1.2040214315814822e-05
8646,543,811,1.1928146549208503e-05
8590,559,851,1.1454014215472916e-05
8535,569,896,1.0501573691704683e-05
8484,577,939,1.3073850093600595e-05
