S,I,R,Beta
9950,50,0,2.6130653266331657e-05
9937,59,4,2.729057468833311e-05
9921,71,8,3.123265345525426e-05
9899,85,16,4.159659620995585e-05
9864,112,24,4.163770130923416e-05
9818,149,33,3.964776379776359e-05
9760,192,48,5.122950819672131e-05
9664,270,66,4.982217316654403e-05
9534,387,79,4.742987019393125e-05
9359,533,108,5.813549057433254e-05
9069,789,142,4.178638325716053e-05
8770,1029,201,3.911647734513255e-05
8417,1312,271,3.9662761484452196e-05
7979,1652,369,3.8691152653439246e-05
7469,2040,491,3.183091418385536e-05
6984,2347,669,2.8795503606514812e-05
6512,2611,877,2.887754228236802e-05
6021,2907,1072,2.6281138364080265e-05
5561,3136,1303,2.425556627973973e-05
5138,3302,1560,2.387172783448181e-05
4733,3431,1836,2.2969503580994873e-05
4360,3543,2097,1.96148498007442e-05
4057,3583,2360,1.9262214531400883e-05
3777,3578,2645,2.0127117546658285e-05
3505,3533,2962,2.148077652199579e-05
3239,3524,3237,1.7697198480914535e-05
3037,3438,3525,2.0399942305515283e-05
2824,3335,3841,1.4971267907122926e-05
2683,3213,4104,1.7980439370016444e-05
2528,3113,4359,1.575670829148487e-05
2404,2963,4633,1.768904677377057e-05
2278,2847,4875,1.2797846754573997e-05
2195,2689,5116,1.4739879251586866e-05
2108,2538,5354,1.5139892607695103e-05
2027,2409,5564,1.4949694278752e-05
1954,2307,5739,1.2644530308939151e-05
1897,2187,5916,1.1087706409104068e-05
1851,2062,6087,1.3886116032385567e-05
1798,1922,6280,1.823045377046296e-05
1735,1837,6428,1.192270946710195e-05
1697,1740,6563,1.3546556126768672e-05
1657,1633,6710,1.5152181489134222e-05
1616,1542,6842,1.1236532213532638e-05
1588,1457,6955,8.644103252084526e-06
1568,1356,7076,1.1287700921076395e-05
1544,1279,7177,7.595798206986514e-06
1529,1206,7265,1.5184595878249911e-05
1501,1140,7359,1.1688114356510864e-05
1481,1082,7437,8.736665664030274e-06
1467,1007,7526,4.061548709138282e-06
1461,946,7593,1.0129469085583884e-05
1447,884,7669,1.7198948049795644e-05
1425,847,7728,6.628140599432465e-06
1417,785,7798,6.2930116106064215e-06
1410,732,7858,7.75103670115878e-06
1402,686,7912,1.1437222127489675e-05
1391,635,7974,9.05709935071919e-06
1383,585,8032,8.652069389596504e-06
1376,548,8076,3.978526565948057e-06
1373,504,8123,1.5896137527601474e-05
1362,475,8163,1.0820001545714506e-05
1355,447,8198,9.906139329849675e-06
1349,401,8250,3.6972062061303374e-06
1347,372,8281,7.98269352044767e-06
1343,345,8312,6.474796853248729e-06
1340,316,8344,4.7232193463064426e-06
1338,293,8369,0.0
1338,273,8389,8.21301269731763e-06
1335,256,8409,1.1704119850187266e-05
1331,236,8433,6.367074583911676e-06
1329,215,8456,6.999492536791083e-06
1327,202,8471,3.7305915972154863e-06
1326,188,8486,8.022849074163216e-06
1324,178,8498,4.2431854441766525e-06
1323,166,8511,9.106721671265562e-06
1321,156,8523,1.455773598090025e-05
1318,149,8533,0.0
1318,144,8538,5.268925982127803e-06
1317,136,8547,5.58309884318192e-06
1316,125,8559,1.21580547112462e-05
1314,118,8568,1.289889843407373e-05
1312,110,8578,6.929046563192905e-06
1311,97,8592,0.0
1311,91,8598,1.6764318823815392e-05
1309,88,8603,0.0
1309,78,8613,0.0
1309,73,8618,1.0464958087842859e-05
1308,70,8622,2.1843599825251203e-05
1306,65,8629,0.0
1306,61,8633,0.0
1306,55,8639,0.0
1306,50,8644,0.0
1306,44,8650,0.0
1306,37,8657,2.069450767766235e-05
1305,36,8659,0.0
1305,35,8660,0.0
1305,34,8661,2.2537750732476897e-05
1304,33,8663,0.0
1304,30,8666,0.0
1304,25,8671,0.0
1304,22,8674,3.4857780256553265e-05
1303,21,8676,0.0
1303,19,8678,0.0
1303,16,8681,0.0
1303,15,8682,0.0
1303,15,8682,0.0
1303,13,8684,0.0
1303,11,8686,0.0
1303,9,8688,0.0
1303,9,8688,0.0
1303,8,8689,0.0
1303,7,8690,0.0
1303,7,8690,0.0
1303,7,8690,0.0
1303,5,8692,0.0
1303,5,8692,0.0
1303,5,8692,0.0
1303,5,8692,0.0
1303,5,8692,0.00015349194167306216
1302,6,8692,0.0
1302,6,8692,0.0
1302,5,8693,0.0
1302,5,8693,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,4,8694,0.0
1302,3,8695,0.0002560163850486431
1301,3,8696,0.0
1301,3,8696,0.0
1301,3,8696,0.0
1301,3,8696,0.0
1301,2,8697,0.0
1301,2,8697,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,1,8698,0.0
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
1301,0,8699,
