S,E,I,R,Beta
9900,0,100,0,1.919191919191919e-05
9881,19,93,7,1.1970404806443995e-05
9870,28,89,13,1.7075919538267136e-05
9855,40,88,17,1.9602416862690837e-05
9838,54,83,25,2.4493174976792716e-05
9818,67,80,35,1.5278060704827868e-05
9806,71,82,41,1.2436387876014188e-05
9796,75,83,46,2.7058007448331507e-05
9774,92,81,53,2.273605711297547e-05
9756,99,86,59,2.860493721216282e-05
9732,118,78,72,2.1077702951932298e-05
9716,127,81,76,2.6683744262994982e-05
9695,135,85,85,1.5775263173861603e-05
9682,140,85,93,3.159288916971457e-05
9656,148,96,100,2.2654308202154102e-05
9635,157,100,108,3.425012973533991e-05
9602,170,111,117,3.1900261019194576e-05
9568,184,119,129,2.8104887439925803e-05
9536,199,123,142,3.0692421018169916e-05
9500,216,132,152,3.668261562998405e-05
9454,242,138,166,2.8360053102283214e-05
9417,253,154,176,2.4134302566924423e-05
9382,259,168,191,2.474342966775284e-05
9343,271,183,203,3.509245985861248e-05
9283,297,204,216,2.798706469553242e-05
9230,316,223,231,3.0122091639176208e-05
9168,352,231,249,3.0219925507883622e-05
9104,382,251,263,3.588458118317591e-05
9022,418,274,286,3.114851449902671e-05
8945,435,310,310,3.389891631655818e-05
8851,473,336,340,2.9926669571907398e-05
8762,524,347,367,2.9930134514575974e-05
8671,553,375,401,2.6140775765963174e-05
8586,579,399,436,3.444436855007306e-05
8468,638,426,468,3.0770356670015366e-05
8357,677,467,499,2.511069846432705e-05
8259,714,497,530,2.3631314463850546e-05
8162,739,531,568,2.376545389017407e-05
8059,775,553,613,2.4009189012228307e-05
7952,823,566,659,2.488428806051859e-05
7840,856,595,709,2.358086091579489e-05
7730,888,628,754,2.4925635088702303e-05
7609,922,665,804,2.1343936790326452e-05
7501,934,704,861,2.2913611518464205e-05
7380,965,739,916,2.2002926389209766e-05
7260,983,780,977,2.295684113865932e-05
7130,1003,821,1046,1.9645593493379434e-05
7015,1000,888,1097,1.6053116552047416e-05
6915,1002,906,1177,1.979252959701452e-05
6791,1038,914,1257,1.7238673788548173e-05
6684,1048,939,1329,1.8004307012629782e-05
6571,1056,977,1396,1.7290077816253826e-05
6460,1045,1023,1472,1.9974033756117048e-05
6328,1081,1036,1555,1.9524671863483493e-05
6200,1117,1054,1629,1.591479463793842e-05
6096,1129,1060,1715,1.7487495666815234e-05
5983,1122,1101,1794,1.5028958069662408e-05
5884,1111,1103,1902,1.7257180682065414e-05
5772,1102,1134,1992,1.6041682708349374e-05
5667,1092,1158,2083,1.6152661547187257e-05
5561,1098,1166,2175,1.6964506858750123e-05
5451,1102,1191,2256,1.5095174303823654e-05
5353,1086,1208,2353,1.4072693037140774e-05
5262,1076,1199,2463,1.53745250143522e-05
5165,1072,1208,2555,1.698903085592661e-05
5059,1063,1235,2643,1.2964428648826439e-05
4978,1045,1255,2722,1.5526483859659794e-05
4881,1052,1235,2832,1.3934889230072486e-05
4797,1031,1258,2914,1.3919669586814494e-05
4713,1007,1250,3030,1.340971780182474e-05
4634,980,1260,3126,1.3872618533818362e-05
4553,972,1252,3223,1.3157072996844407e-05
4478,946,1255,3321,1.1921941532663451e-05
4411,913,1251,3425,1.1598066819724905e-05
4347,877,1250,3526,1.4170692431561997e-05
4270,881,1232,3617,1.1785638249338483e-05
4208,853,1249,3690,1.293810713970416e-05
4140,854,1208,3798,8.997984451482868e-06
4095,798,1209,3898,1.1513162877927145e-05
4038,781,1181,4000,1.1113725282970125e-05
3985,753,1165,4097,1.3139401511031173e-05
3924,738,1153,4185,1.1714332950517773e-05
3871,714,1147,4268,1.0585497373107477e-05
3824,690,1123,4363,1.094460817371282e-05
3777,664,1094,4465,1.3068611663300289e-05
3723,650,1078,4549,7.474970062744899e-06
3693,620,1045,4642,1.3474347563021725e-05
3641,610,1007,4742,1.5546216310053738e-05
3584,623,974,4819,1.0312775007333529e-05
3548,569,991,4892,8.247849586526768e-06
3519,538,958,4985,1.1271943953521622e-05
3481,519,945,5055,1.3983696833452651e-05
3435,517,910,5138,9.597389510053265e-06
3405,489,890,5216,1.154943985216717e-05
3370,473,880,5277,1.348799568384138e-05
3330,476,846,5348,7.45426277341171e-06
3309,450,828,5413,1.1314479760220624e-05
3278,438,803,5481,1.1777068452120898e-05
3247,425,781,5547,5.915043414446981e-06
3232,401,762,5605,1.4211558951170708e-05
3197,404,733,5666,1.2801906289192503e-05
3167,393,713,5727,1.0185685038247248e-05
3144,372,705,5779,1.0827784093985166e-05
3120,352,700,5828,1.0989010989010989e-05
3096,344,674,5886,9.584493056993229e-06
3076,335,657,5932,7.917139220913915e-06
3060,318,644,5978,7.6117403483132384e-06
3045,301,627,6027,6.285305740841131e-06
3033,279,597,6091,7.731812154519161e-06
3019,270,575,6136,9.793049814940161e-06
3002,263,555,6180,1.1403808872163303e-05
2983,256,537,6224,1.3109669879784328e-05
2962,244,519,6275,1.4961509889558037e-05
2939,249,497,6315,5.476889920674096e-06
2931,235,487,6347,6.305183491348237e-06
2922,221,466,6391,1.0281628492448879e-05
2908,217,451,6424,9.149772628150191e-06
2896,208,435,6461,4.762811964183654e-06
2890,186,426,6498,7.310297772795945e-06
2881,174,395,6550,7.90864634730381e-06
2872,166,390,6572,1.0713520462824084e-05
2860,159,386,6595,9.058299213739628e-06
2850,155,374,6621,9.381743127873159e-06
2840,145,366,6649,7.696451935657662e-06
2832,140,344,6684,6.158849034292471e-06
2826,136,316,6722,7.838605355335178e-06
2819,137,303,6741,8.19521469706389e-06
2812,126,297,6765,9.578956947378e-06
2804,119,282,6795,1.3911231169251626e-05
2793,118,274,6815,1.176037068688405e-05
2784,117,265,6834,6.777271741487746e-06
2779,113,251,6857,7.168160750305722e-06
2774,103,243,6880,4.450497120528363e-06
2771,89,239,6901,9.059762724814237e-06
2765,87,227,6921,7.966159753367695e-06
2760,85,213,6942,6.804109682248078e-06
2756,82,197,6965,7.367405126240487e-06
2752,75,193,6980,7.531027834678877e-06
2748,74,180,6998,1.6173378618793465e-05
2740,75,169,7016,1.943592622986222e-05
2731,72,168,7029,4.35912189848477e-06
2729,66,161,7044,1.1379956255448155e-05
2724,66,147,7063,9.989311436762664e-06
2720,66,132,7082,8.355614973262032e-06
2717,63,131,7089,5.619129765373237e-06
2715,60,125,7100,5.893186003683241e-06
2713,54,126,7107,1.755217383672968e-05
2707,53,127,7113,5.817521793891021e-06
2705,51,121,7123,1.8331525641221492e-05
2699,53,117,7131,6.333463169328304e-06
2697,49,113,7141,1.968755844743914e-05
2691,52,107,7150,1.0418945811062837e-05
2688,47,105,7160,0.0
2688,42,100,7170,2.232142857142857e-05
2682,40,97,7181,0.0
2682,34,98,7186,2.2827923115554947e-05
2676,36,96,7192,0.0
2676,35,89,7200,1.2596362170605129e-05
2673,35,84,7208,4.453708157411861e-06
2672,32,85,7211,1.7611835153222967e-05
2668,34,82,7216,4.5708852890627855e-06
2667,33,81,7219,9.258101996509695e-06
2665,32,80,7223,1.4071294559099437e-05
2662,32,72,7234,1.0434927790299691e-05
2660,29,68,7243,5.528527200353826e-06
2659,27,65,7249,1.7357595394451356e-05
2656,26,65,7253,5.792400370713624e-06
2655,22,65,7258,5.794582065768506e-06
2654,19,62,7265,1.2154508107056908e-05
2652,19,58,7271,1.9503822749258855e-05
2649,20,55,7276,0.0
2649,17,51,7283,0.0
2649,15,50,7286,0.0
2649,14,48,7289,7.86460299484082e-06
2648,13,45,7294,2.5176233635448137e-05
2645,15,44,7296,8.592541673827119e-06
2644,15,40,7301,9.4553706505295e-06
2643,13,42,7302,0.0
2643,13,36,7308,1.0509942405515618e-05
2642,14,35,7309,1.0814318157240186e-05
2641,14,34,7311,1.1136601554669577e-05
2640,13,33,7314,2.295684113865932e-05
2638,13,33,7316,3.446136880556896e-05
2635,14,35,7316,1.0843046896177826e-05
2634,15,30,7321,1.2655024044545685e-05
2633,15,28,7324,0.0
2633,14,29,7324,0.0
2633,12,28,7327,0.0
2633,10,29,7328,1.3096376232696413e-05
2632,10,27,7331,0.0
2632,10,25,7333,0.0
2632,9,22,7337,1.7269964078474716e-05
2631,10,21,7338,1.8099219923621293e-05
2630,11,21,7338,0.0
2630,6,25,7339,0.0
2630,6,24,7340,0.0
2630,5,23,7342,0.0
2630,5,21,7344,1.810610175629187e-05
2629,5,17,7349,0.0
2629,5,15,7351,0.0
2629,4,15,7352,0.0
2629,4,15,7352,0.0
2629,4,14,7353,0.0
2629,3,14,7354,0.0
2629,2,13,7356,0.0
2629,2,11,7358,0.0
2629,2,10,7359,0.0
2629,2,6,7363,0.0
2629,2,6,7363,0.0
2629,2,6,7363,0.0
2629,2,5,7364,0.0
2629,2,4,7365,0.0
2629,2,4,7365,0.0
2629,2,4,7365,0.0
2629,2,4,7365,0.0
2629,2,4,7365,0.0
2629,2,4,7365,0.0
2629,2,4,7365,0.0
2629,2,3,7366,0.0
2629,2,3,7366,0.0
2629,2,3,7366,0.0
2629,0,5,7366,0.0
2629,0,5,7366,0.0
2629,0,5,7366,0.0
2629,0,4,7367,9.509319132750095e-05
2628,1,3,7368,0.0
2628,1,3,7368,0.0
2628,1,3,7368,0.0
2628,1,3,7368,0.0
2628,1,2,7369,0.0
2628,1,2,7369,0.0
2628,0,3,7369,0.00012683916793505834
2627,1,2,7370,0.00019033117624666921
2626,2,2,7370,0.0001904036557501904
2625,3,2,7370,0.00019047619047619048
2624,4,2,7370,0.0
2624,4,2,7370,0.0
2624,4,1,7371,0.0
2624,4,1,7371,0.0
2624,3,2,7371,0.0
2624,3,2,7371,0.0
2624,3,2,7371,0.0
2624,2,2,7372,0.00019054878048780488
2623,3,2,7372,0.0
2623,3,2,7372,0.00019062142584826535
2622,4,2,7372,0.0
2622,3,3,7372,0.0
2622,3,3,7372,0.0
2622,2,4,7372,0.0
2622,2,4,7372,0.0
2622,2,3,7373,
