S,I,R,Beta
9930,70,0,5.179110919292188e-05
9894,99,7,6.942274983512097e-05
9826,161,13,8.533577414717956e-05
9691,286,23,7.576779839704202e-05
9481,476,43,9.018479240657343e-05
9074,846,80,7.047387099816533e-05
8533,1308,159,6.4061418683571e-05
7818,1938,244,5.431882868805046e-05
6995,2605,400,4.74701562262049e-05
6130,3270,600,4.4749090800245443e-05
5233,3897,870,3.829745313110121e-05
4452,4384,1164,3.6838606121418405e-05
3733,4736,1531,3.546482794071865e-05
3106,4974,1920,3.178149040820379e-05
2615,5074,2311,2.9694366586753148e-05
2221,5065,2714,2.9690564756321802e-05
1887,4991,3122,2.6332507150921473e-05
1639,4819,3542,2.8613603793505498e-05
1413,4667,3920,2.2594685760237628e-05
1264,4475,4261,2.3866770383989818e-05
1129,4264,4607,2.0564779470783056e-05
1030,4020,4950,2.4392600106264794e-05
929,3738,5333,2.2461543246245897e-05
851,3540,5609,2.2904260192395786e-05
782,3349,5869,2.2528387677659247e-05
723,3125,6152,1.5048409405255878e-05
689,2925,6386,2.183270688350514e-05
645,2726,6629,1.6493485073396007e-05
616,2547,6837,1.3384730699218332e-05
595,2349,7056,1.860258790617141e-05
569,2173,7258,1.2131633071478774e-05
554,2039,7407,1.0623173035553989e-05
542,1875,7583,2.1648216482164822e-05
520,1741,7739,1.3254981663942031e-05
508,1618,7874,1.3382906864701245e-05
497,1491,8012,1.0795827952287838e-05
489,1380,8131,2.3710026377404345e-05
473,1273,8254,1.3286189504242447e-05
465,1185,8350,7.25919876593621e-06
461,1105,8434,7.852298269549769e-06
457,1018,8525,1.2896957607700343e-05
451,939,8610,4.722672843922746e-06
449,870,8681,1.535980339451655e-05
443,806,8751,1.1202661752432378e-05
439,747,8814,9.148210152683627e-06
436,690,8874,3.324026060364313e-06
435,637,8928,0.0
435,583,8982,1.182941976696043e-05
432,539,9029,1.7178588607160036e-05
428,503,9069,4.645027034057338e-06
427,458,9115,1.022672652710594e-05
425,429,9146,0.0
425,399,9176,1.1794191360754829e-05
423,376,9201,6.287410090035713e-06
422,342,9236,1.3857709043540921e-05
420,318,9262,0.0
420,285,9295,8.35421888053467e-06
419,268,9313,8.905353898763937e-06
418,249,9333,0.0
418,230,9352,1.040149781568546e-05
417,218,9365,0.0
417,201,9382,0.0
417,188,9395,0.0
417,171,9412,0.0
417,158,9425,1.5177731232735332e-05
416,153,9431,3.1422825540472596e-05
414,148,9438,0.0
414,136,9450,0.0
414,128,9458,0.0
414,117,9469,0.0
414,111,9475,0.0
414,102,9484,0.0
414,97,9489,0.0
414,87,9499,0.0
414,72,9514,0.0
414,67,9519,3.605162592832937e-05
413,65,9522,0.0
413,61,9526,0.0
413,57,9530,0.0
413,52,9535,0.0
413,51,9536,0.0
413,49,9538,0.0
413,44,9543,0.0
413,37,9550,0.0
413,35,9552,0.0
413,35,9552,0.0
413,33,9554,0.0
413,27,9560,0.0
