S,E,I,R,Beta
9910,0,90,0,3.8120865567888774e-05
9876,34,83,7,3.415850522381141e-05
9848,60,78,14,3.775333791580745e-05
9819,77,86,18,5.329013279901094e-05
9774,110,94,22,5.986355463256839e-05
9719,151,105,25,7.349374568224244e-05
9644,210,117,29,5.1402581473091634e-05
9586,249,129,36,5.660709982419452e-05
9516,294,145,45,6.52258990303083e-05
9426,347,173,54,5.8870495947134296e-05
9330,413,190,67,5.133412308907317e-05
9239,464,210,87,5.721089171679062e-05
9128,527,240,105,5.3863569967864446e-05
9010,601,265,124,5.109626620317048e-05
8888,650,318,144,5.307134487033609e-05
8738,738,355,169,5.4481155645247086e-05
8569,831,404,196,5.69055621865139e-05
8372,937,465,226,4.93195444107085e-05
8180,1029,526,265,5.6476428644472746e-05
7937,1167,587,309,5.4088639690029166e-05
7685,1300,659,356,4.8574218345060585e-05
7439,1412,731,418,4.670913029254443e-05
7185,1542,796,477,3.7592275923808326e-05
6970,1613,871,546,4.052137502532586e-05
6724,1717,944,615,4.1433922503755834e-05
6461,1826,1032,681,4.04934076732308e-05
6191,1903,1143,763,3.504649949769039e-05
5943,1943,1263,851,3.3439874639105814e-05
5692,1982,1378,948,3.3658117164925794e-05
5428,2057,1472,1043,3.2039985902406205e-05
5172,2114,1540,1174,2.937897369451894e-05
4938,2139,1639,1284,3.175433953321368e-05
4681,2186,1696,1437,2.7459460766728607e-05
4463,2176,1793,1568,2.6242917692587713e-05
4253,2162,1874,1711,2.7226684861285687e-05
4036,2143,1957,1864,2.8233380414288773e-05
3813,2157,2019,2011,2.3641131776318003e-05
3631,2125,2067,2177,2.731411512193354e-05
3426,2117,2129,2328,2.5774771817864494e-05
3238,2107,2138,2517,2.6723121306792412e-05
3053,2070,2181,2696,2.2527281664459744e-05
2903,1971,2253,2873,2.339285362082386e-05
2750,1938,2248,3064,2.410223228728567e-05
2601,1905,2271,3223,2.7087099074958636e-05
2441,1861,2275,3423,2.3769757485447775e-05
2309,1816,2261,3614,2.1261724356492843e-05
2198,1741,2265,3796,1.8881302890245397e-05
2104,1673,2224,3999,2.2225565555160434e-05
2000,1603,2216,4181,1.9404332129963898e-05
1914,1544,2171,4371,2.2140430977928395e-05
1822,1484,2146,4548,2.0971802644083958e-05
1740,1440,2105,4715,1.883856171676632e-05
1671,1357,2088,4884,1.6910056840719874e-05
1612,1267,2079,5042,1.9693568080664855e-05
1546,1201,2047,5206,2.0855307770624476e-05
1480,1134,2036,5350,2.0243721127807573e-05
1419,1086,1990,5505,1.735244226771631e-05
1370,1027,1942,5661,1.8793177324903968e-05
1320,978,1891,5811,1.4823005304232168e-05
1283,921,1857,5939,2.0146642373173737e-05
1235,870,1806,6089,1.8382270524253387e-05
1194,818,1767,6221,1.6589265891805755e-05
1159,763,1725,6353,1.4005076840354628e-05
1131,714,1663,6492,1.648188348584392e-05
1100,670,1615,6615,1.4072614691809738e-05
1075,638,1542,6745,1.809790969143064e-05
1045,611,1482,6862,1.0331312270370442e-05
1029,564,1437,6970,1.5554487029924803e-05
1006,529,1371,7094,1.2325753719839969e-05
989,497,1301,7213,1.4766583067081478e-05
970,459,1270,7301,1.0552804610763862e-05
957,417,1234,7392,1.524212109357138e-05
939,389,1184,7488,1.1693002907060416e-05
926,361,1126,7587,1.4386060482834553e-05
911,335,1082,7672,1.3188570176381908e-05
898,303,1035,7764,1.8290780370764878e-05
881,293,987,7839,1.8400385488075976e-05
865,286,929,7920,9.955387420123572e-06
857,264,884,7995,6.599893345723533e-06
852,246,828,8074,1.7010274205620193e-05
840,235,801,8124,7.431187206468106e-06
835,222,744,8199,2.0925890155173524e-05
822,214,703,8261,2.076605995161508e-05
810,203,677,8310,1.2765103853237778e-05
803,188,650,8359,3.831784653702462e-06
801,176,609,8414,8.199930710585495e-06
797,158,583,8462,4.304305812319353e-06
795,132,566,8507,1.5556592661733005e-05
788,125,545,8542,9.314022260513202e-06
784,117,515,8584,1.2383594214384782e-05
779,111,486,8624,1.0565407798327495e-05
775,109,453,8663,8.545182653279214e-06
772,105,416,8707,9.34137106416899e-06
769,96,404,8731,0.0
769,90,380,8761,1.3688317021422216e-05
765,86,357,8792,0.0
765,76,337,8822,7.757801439072168e-06
763,76,313,8848,0.0
763,65,296,8876,1.3283270164004108e-05
760,61,285,8894,4.616805170821792e-06
759,56,270,8915,0.0
759,49,253,8939,3.1245606086644065e-05
753,53,235,8959,1.1302308496510412e-05
751,47,228,8974,5.84016632793702e-06
750,41,220,8989,6.060606060606061e-06
749,34,212,9005,0.0
749,31,202,9018,6.609472696268292e-06
748,30,188,9034,7.1111616793719425e-06
747,30,167,9056,8.016096321413398e-06
746,30,158,9066,0.0
746,27,144,9083,9.308906761989872e-06
745,27,133,9095,0.0
745,21,120,9114,1.1185682326621925e-05
744,19,117,9120,1.1487914713721165e-05
743,19,113,9125,1.1910575399897569e-05
742,19,106,9133,1.2714234857346286e-05
741,19,97,9143,0.0
741,18,89,9152,1.5163232194574596e-05
740,16,86,9158,1.5713387806411062e-05
739,16,78,9167,1.7348461191492315e-05
738,16,72,9174,1.8819632640770853e-05
737,16,68,9179,0.0
737,16,58,9189,0.0
737,15,54,9194,0.0
737,12,50,9201,0.0
737,11,45,9207,3.015226895823911e-05
736,12,39,9213,0.0
736,12,37,9215,0.0
736,11,33,9220,0.0
736,11,29,9224,0.0
736,10,28,9226,4.852484472049689e-05
735,9,29,9227,0.0
735,8,27,9230,0.0
735,8,25,9232,0.0
735,7,25,9233,0.0
735,5,25,9235,0.0
735,5,22,9238,0.0
735,5,19,9241,0.0
735,4,17,9244,8.003201280512204e-05
734,5,15,9246,0.0
734,4,16,9246,0.0
734,4,15,9247,9.082652134423252e-05
733,5,15,9247,0.0
733,5,12,9250,0.00011368804001819008
732,4,11,9253,0.0
732,4,10,9254,0.0
732,4,9,9255,0.0
732,4,8,9256,0.0
732,3,9,9256,0.0
732,3,9,9256,0.0
732,3,9,9256,0.00015179113539769278
731,4,9,9256,0.0
731,3,8,9258,0.0
731,3,8,9258,0.0
731,3,6,9260,0.0
731,3,5,9261,0.0
731,3,4,9262,0.0
731,3,4,9262,0.0
731,3,3,9263,0.0
731,3,3,9263,0.0
731,2,4,9263,0.0
731,2,4,9263,0.0
731,1,5,9263,0.0
731,1,5,9263,0.0
731,1,4,9264,0.0
731,1,2,9266,0.0
731,0,3,9266,0.0
731,0,3,9266,0.0
731,0,3,9266,0.0
731,0,2,9267,0.0
731,0,2,9267,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,1,9268,0.0
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
731,0,0,9269,
