S,E,I,R,Beta
9940,0,60,0,1.5090543259557344e-05
9931,9,51,9,1.7769669543378726e-05
9922,14,52,12,9.690974214255811e-06
9917,16,54,13,1.8673508640232449e-06
9916,13,56,15,3.6016827061603183e-06
9914,12,57,17,8.84802282082046e-06
9909,16,52,23,1.3585163448923666e-05
9902,21,49,28,8.244057065363007e-06
9898,23,50,29,1.8185492018589614e-05
9889,27,51,33,7.93117327829099e-06
9885,27,51,37,1.586876531087903e-05
9877,34,50,39,6.0747190442442035e-06
9874,34,50,42,8.102086287218959e-06
9870,34,52,44,9.742031018626763e-06
9865,32,54,49,7.508775881811868e-06
9861,34,49,56,1.2417501226228247e-05
9855,32,54,59,1.3153691489561606e-05
9848,35,55,62,1.476995790561997e-05
9840,37,55,68,1.662971175166297e-05
9831,44,55,70,1.2946061160891799e-05
9824,44,59,73,1.3802241484017005e-05
9816,48,58,78,1.932102408453475e-05
9805,50,63,82,1.4569825890580608e-05
9796,54,60,90,1.3610997686130393e-05
9788,53,63,96,9.730087376184638e-06
9782,53,65,100,1.7300221757387983e-05
9771,58,61,110,1.677765082688652e-05
9761,62,63,114,1.9514003736931717e-05
9749,71,62,118,1.158100582690036e-05
9742,69,60,129,1.5397249024840894e-05
9733,72,64,131,9.632179184218638e-06
9727,70,67,136,2.148198045446664e-05
9713,78,70,139,2.7944875056992838e-05
9694,87,74,145,3.066817591265703e-05
9672,94,82,152,2.7739111138009643e-05
9650,103,87,160,1.6675600023822287e-05
9636,109,90,165,1.72962501729625e-05
9621,118,88,173,2.0079182848125786e-05
9604,123,89,184,1.5209018714112565e-05
9591,122,99,188,2.1063518091982278e-05
9571,131,102,196,2.151105975772401e-05
9550,138,107,205,2.2508195919166218e-05
9527,147,116,210,2.262173206458595e-05
9502,154,127,217,2.9003425718912057e-05
9467,178,129,226,3.357235210355351e-05
9426,196,144,234,2.6522384892849564e-05
9390,208,154,248,2.696983527654454e-05
9351,229,157,263,2.315907491756391e-05
9317,236,179,268,1.3191480941607909e-05
9295,237,189,279,1.992309684617377e-05
9260,244,202,294,2.191903855612343e-05
9219,260,208,313,1.7209442038599213e-05
9186,270,217,327,1.6554945865327022e-05
9153,271,225,351,1.5538317734319045e-05
9121,279,223,377,1.7699262973191025e-05
9085,289,228,398,1.3517558342747348e-05
9057,286,243,414,1.4085460578657983e-05
9026,289,247,438,1.659622987482854e-05
8989,296,255,460,1.0906576447466294e-05
8964,287,278,471,1.083470572939239e-05
8937,287,284,492,1.4971782130626435e-05
8899,303,283,515,9.926870728715697e-06
8874,302,290,534,1.0880293457057814e-05
8846,294,298,562,1.4794538008306184e-05
8807,293,312,588,1.637683311351984e-05
8762,319,307,612,1.4498496989145458e-05
8723,328,312,637,1.2492761546986012e-05
8689,331,319,661,1.4070324927095874e-05
8650,340,322,688,1.2565971349585322e-05
8615,345,322,718,1.6582372937567365e-05
8569,359,334,738,1.2927814577403717e-05
8532,357,348,763,1.2124739318104661e-05
8496,355,359,790,1.0491583127436015e-05
8464,357,363,816,1.2693527472699152e-05
8425,358,373,844,9.228247985298446e-06
8396,350,384,870,1.2716869144036843e-05
8355,353,394,898,1.3366262944769994e-05
8311,357,408,924,1.1206504019006231e-05
8273,350,418,959,1.1566998658806506e-05
8233,350,426,991,1.0834674837151986e-05
8195,357,436,1012,9.79563506501503e-06
8160,363,422,1055,9.873617693522906e-06
8126,366,424,1084,1.3641281885770807e-05
8079,366,441,1114,9.542951561942597e-06
8045,349,459,1147,9.749082976882487e-06
8009,348,463,1180,1.4292775918668172e-05
7956,356,476,1212,6.07331922210815e-06
7933,345,467,1255,1.2146696462962968e-05
7888,355,466,1291,1.060991216080927e-05
7849,356,466,1329,1.0662630542038925e-05
7810,359,460,1371,1.085564772031398e-05
7771,362,442,1425,1.0189875223522192e-05
7736,365,446,1453,1.2173009770869176e-05
7694,369,447,1490,1.2793605988338047e-05
7650,381,446,1523,9.96512207274539e-06
7616,382,453,1549,1.304329678891424e-05
7571,388,444,1597,9.519491754335237e-06
7539,385,450,1626,1.1201013986529306e-05
7501,388,452,1659,1.0028161436882162e-05
7467,382,447,1704,8.988093472576878e-06
7437,381,445,1737,9.669236568448375e-06
7405,372,445,1778,1.2745715391210009e-05
7363,380,438,1819,8.062030503002486e-06
7337,362,447,1854,9.757171444784015e-06
7305,362,426,1907,8.676287705700321e-06
7278,345,441,1936,1.1216357936414467e-05
7242,347,450,1961,7.978152137224216e-06
7216,342,440,2002,9.763656520862729e-06
7185,344,433,2038,7.714300867376703e-06
7161,329,442,2068,8.846308656555336e-06
7133,317,444,2106,8.841029449469095e-06
7105,315,434,2146,9.404683532399135e-06
7076,317,428,2179,8.915222180544476e-06
7049,318,413,2220,9.27440809525298e-06
7022,311,415,2252,9.60835652493197e-06
6994,308,412,2286,5.205571488460289e-06
6979,281,417,2323,7.559506199310504e-06
6957,275,411,2357,7.69411823131807e-06
6935,270,406,2389,8.168744961127429e-06
6912,268,402,2418,1.007693016399484e-05
6884,266,402,2448,7.227083640484388e-06
6864,262,398,2476,8.05308594253318e-06
6842,261,394,2503,9.273863877484097e-06
6817,262,391,2530,5.252402317509971e-06
6803,251,386,2560,5.331387630723721e-06
6789,247,379,2585,1.2436694311106241e-05
6757,254,371,2618,1.037159427759253e-05
6731,250,382,2637,6.611590818756072e-06
6714,252,373,2661,5.191025754675317e-06
6701,241,371,2687,6.8380991532422044e-06
