S,I,R,Beta
9900,100,0,3.232323232323232e-05
9868,121,11,2.847504413631841e-05
9834,145,21,4.558428534360032e-05
9769,200,31,4.657590336779609e-05
9678,280,42,5.5353821627845184e-05
9528,406,66,5.480347267891783e-05
9316,589,95,5.084630855799869e-05
9037,827,136,4.937380236750728e-05
8668,1141,191,4.2061890026761874e-05
8252,1470,278,3.8086005124298874e-05
7790,1811,399,3.366958020767397e-05
7315,2119,566,3.064420242334353e-05
6840,2436,724,2.9767906355928133e-05
6344,2718,938,2.7083466720856798e-05
5877,2960,1163,2.3683714342213576e-05
5465,3141,1394,2.277816081206765e-05
5074,3258,1668,2.2805510972898826e-05
4697,3385,1918,2.2579546515909932e-05
4338,3479,2183,2.080585999034449e-05
4024,3512,2464,2.0449625708165585e-05
3735,3545,2720,1.8881355228152856e-05
3485,3522,2993,1.9960616481603236e-05
3240,3504,3256,1.9906702745363324e-05
3014,3451,3535,1.7593930920650986e-05
2831,3325,3844,1.6678927980495217e-05
2674,3199,4127,1.7418494887730203e-05
2525,3073,4402,1.7527297799744178e-05
2389,2952,4659,1.446330913706793e-05
2287,2796,4917,1.5951327807292948e-05
2185,2671,5144,1.7134627625988774e-05
2085,2550,5365,1.5611040579301265e-05
2002,2421,5577,1.2585514444250504e-05
1941,2294,5765,1.6619301656944376e-05
1867,2182,5951,1.0800742501952725e-05
1823,2048,6129,1.4999314317059791e-05
1767,1919,6314,1.268110011787525e-05
1724,1805,6471,1.60677674158531e-05
1674,1726,6600,1.3151865280598506e-05
1636,1652,6712,1.2210138707175713e-05
1603,1545,6852,1.2920757398647762e-05
1571,1450,6979,8.779823964529512e-06
1551,1353,7096,1.524896557212451e-05
1519,1255,7226,1.1015844456276277e-05
1498,1160,7342,1.1509599005570646e-05
1478,1083,7439,8.746315614547373e-06
1464,1000,7536,1.57103825136612e-05
1441,952,7607,1.5307996897579295e-05
1420,892,7688,8.684393355649592e-06
1409,833,7758,9.372095182998679e-06
1398,778,7824,1.0113603348154359e-05
1387,736,7877,6.857151813422777e-06
1380,702,7918,1.4451463726826046e-05
1366,663,7971,5.520847825558876e-06
1361,610,8029,4.818058081690175e-06
1357,569,8074,6.475568328254329e-06
1352,525,8123,7.044237813468583e-06
1347,488,8165,9.127752017233197e-06
1341,454,8205,6.570151146327121e-06
1337,424,8239,1.2348118146794429e-05
1330,396,8274,7.5947444368497e-06
1326,369,8305,1.839384909686201e-05
1317,358,8325,4.241907500965034e-06
1315,322,8363,4.7233308929457055e-06
1313,292,8395,7.82480777055577e-06
1310,276,8414,1.3828963380904968e-05
1305,263,8432,5.8272511399560046e-06
1303,248,8449,3.094595598247221e-06
1302,236,8462,6.508891145304486e-06
1300,217,8483,1.0634526763559022e-05
