S,I,R,Beta
9930,70,0,8.631851532153647e-06
9924,72,4,8.397151686148059e-06
9918,70,12,1.0082677959265981e-05
9911,68,21,1.9289322024844647e-05
9898,73,29,6.9198980283826536e-06
9893,75,32,1.0782034435122478e-05
9885,78,37,1.556359674720828e-05
9873,87,40,1.7463161460898236e-05
9858,90,52,1.690674240887266e-05
9843,101,56,1.9111938624523836e-05
9824,110,66,1.3880663310630737e-05
9809,119,72,1.9704079001363007e-05
9786,131,83,2.730181611680809e-05
9751,152,97,1.0795114131344154e-05
9735,152,113,2.2301516503122213e-05
9702,169,129,1.5247267994520742e-05
9677,181,142,1.8840595431326887e-05
9644,203,153,1.992101063884127e-05
9605,227,168,1.2383418144459453e-05
9578,235,187,1.5994099954239103e-05
9542,260,198,2.01538139077439e-05
9492,293,215,2.0495074709940758e-05
9435,326,239,1.6580998176090202e-05
9384,351,265,1.609091549415505e-05
9331,382,287,1.430798986208781e-05
9280,412,308,1.7785403414797454e-05
9212,444,344,1.5402940934855828e-05
9149,472,379,1.620997756539105e-05
9079,489,432,1.2388416965283826e-05
9024,512,464,1.493413397606383e-05
8955,546,499,1.2271369055288654e-05
8895,564,541,1.335518001586675e-05
8828,587,585,1.9104460100238594e-05
8729,623,648,1.4343068169844728e-05
8651,649,700,1.2111499173835457e-05
8583,675,742,1.1737241144208405e-05
8515,697,788,1.3142475385238809e-05
8437,712,851,1.3151008199570378e-05
8358,735,907,1.3185460831856073e-05
8277,754,969,1.3459687754472221e-05
8193,783,1024,1.3094067311923598e-05
8109,812,1079,1.0631014496451367e-05
8039,824,1137,1.4190529904579254e-05
7945,855,1200,1.030476337687096e-05
7875,858,1267,1.11000111000111e-05
7800,866,1334,1.006691537869367e-05
7732,858,1410,1.1305301010422584e-05
7657,871,1472,8.24680807293537e-06
7602,847,1551,9.784289040943987e-06
7539,834,1627,1.017888434974265e-05
7475,834,1691,1.0747255038778342e-05
7408,849,1743,9.380874971698378e-06
7349,836,1815,7.812800101045548e-06
7301,816,1883,1.0406847302679462e-05
7239,805,1956,8.923369704645044e-06
7187,788,2025,9.53498243797494e-06
7133,785,2082,8.393748978686128e-06
7086,771,2143,8.053731568394668e-06
7042,753,2205,6.977674835072283e-06
7005,733,2262,1.0711506982441893e-05
6950,737,2313,7.028298663647101e-06
6914,715,2371,7.4845605652663795e-06
6877,706,2417,9.474452139805017e-06
6831,695,2474,8.846677598632556e-06
6789,690,2521,6.1907476074895235e-06
6760,666,2574,1.0661549123087584e-05
6712,657,2631,7.483359729184015e-06
6679,638,2683,9.15234715462914e-06
6640,618,2742,8.529262681795141e-06
6605,618,2777,1.077932036385106e-05
6561,622,2817,6.616119513582893e-06
6534,609,2857,7.790498908576234e-06
6503,595,2902,7.7533704547481e-06
6473,585,2942,8.978782345073091e-06
6439,570,2991,1.0353574571620853e-05
6401,570,3029,1.205951920889554e-05
6357,568,3075,8.308463333089619e-06
6327,558,3115,9.063959262035097e-06
6295,533,3172,7.749084639376974e-06
6269,524,3207,9.132542414571154e-06
6239,511,3250,1.0350898599147023e-05
6206,509,3285,8.863974086804898e-06
6178,494,3328,3.931935573924976e-06
6166,474,3360,5.47442008783707e-06
6150,461,3389,6.7015854540324146e-06
6131,445,3424,7.697114864778185e-06
6110,424,3466,7.334095049871847e-06
6091,413,3496,9.540531956210549e-06
6067,397,3536,9.964298747944345e-06
6043,388,3569,8.103437392842702e-06
6024,386,3590,1.0321408665854715e-05
6000,374,3626,5.793226381461676e-06
5987,360,3653,4.639682274557839e-06
5977,337,3686,8.439870145150873e-06
5960,324,3716,1.035711326539067e-05
5940,312,3748,4.856254856254856e-06
5931,295,3774,1.0859345752995608e-05
5912,296,3792,4.571553962622975e-06
5904,271,3825,5.000050000500005e-06
5896,259,3845,5.238811208960463e-06
5888,241,3871,7.75189428107523e-06
5877,228,3895,7.462931618650165e-06
5867,218,3915,7.818571609515514e-06
5857,213,3930,1.0420499206038118e-05
5844,209,3947,7.368617549099555e-06
5835,205,3960,8.359980772044224e-06
5825,198,3977,6.06927645554255e-06
5818,187,3995,9.19146370382898e-06
5808,185,4007,5.584096493187402e-06
5802,180,4018,9.575242253629016e-06
5792,180,4028,7.67341927562922e-06
5784,172,4044,6.031072083373541e-06
5778,163,4059,6.370684657480139e-06
5772,156,4072,3.3317341009648703e-06
5769,142,4089,2.4414122104790294e-06
5767,131,4102,7.94200220522928e-06
5761,127,4112,4.100338004529507e-06
5758,120,4122,2.89452356142179e-06
5756,112,4132,3.102352824382011e-06
5754,100,4146,6.951685783802572e-06
5750,94,4156,1.2950971322849214e-05
5743,94,4163,1.1114363091423046e-05
5737,90,4173,7.746983518292565e-06
5733,89,4178,3.919747097917243e-06
5731,84,4185,8.309029422273184e-06
5727,84,4189,8.314832830285947e-06
5723,78,4199,8.960693916136866e-06
5719,75,4206,4.66281984029842e-06
5717,71,4212,4.927237027200812e-06
5715,70,4215,0.0
5715,64,4221,8.202099737532808e-06
5712,62,4226,1.1294840516851902e-05
5708,59,4233,1.1877471998859763e-05
5704,57,4239,6.151423439383874e-06
5702,52,4246,1.0117907346949789e-05
5699,53,4248,0.0
5699,51,4250,3.4405760900605197e-06
5698,45,4257,7.8000078000078e-06
5696,47,4257,1.1206072196987808e-05
5693,46,4261,1.1455716020436997e-05
5690,45,4265,1.1716461628588167e-05
5687,43,4270,8.1785876397005e-06
5685,40,4275,4.397537379067722e-06
5684,40,4276,4.398311048557354e-06
5683,38,4279,0.0
5683,33,4284,1.0664448461386699e-05
5681,33,4286,1.6002304331823783e-05
5678,32,4290,0.0
5678,30,4292,5.870611717740989e-06
5677,28,4295,1.887314728604142e-05
5674,29,4297,6.077327920459932e-06
5673,27,4300,0.0
5673,26,4301,6.779752945802655e-06
5672,26,4302,6.780948247802973e-06
5671,24,4305,1.4694645271263151e-05
5669,22,4309,8.018088808351642e-06
5668,21,4311,0.0
5668,18,4314,0.0
5668,17,4315,1.0378180912449666e-05
5667,18,4315,9.803344901280317e-06
5666,19,4315,0.0
5666,17,4317,0.0
5666,16,4318,0.0
5666,15,4319,0.0
5666,15,4319,0.0
5666,15,4319,0.0
5666,13,4321,0.0
