S,I,R,Beta
9910,90,0,3.9242067496356094e-05
9875,116,9,3.6665211697948494e-05
9833,152,15,5.4863590380405404e-05
9751,222,27,4.850507363070177e-05
9646,311,43,4.3668034931761195e-05
9515,427,58,4.258037044922291e-05
9342,568,90,4.918722353388152e-05
9081,792,127,3.948748580397077e-05
8797,1013,190,4.3091060950173603e-05
8413,1301,286,3.5266236790121945e-05
8027,1578,395,3.292121030684937e-05
7610,1865,525,3.4947666573895645e-05
7114,2229,657,3.02703406283593e-05
6634,2527,839,2.505351012203565e-05
6214,2725,1061,2.4212860572309344e-05
5804,2931,1265,2.468914601654737e-05
5384,3110,1506,2.329159161598257e-05
4994,3273,1733,2.147398142665791e-05
4643,3361,1996,2.2108124364030968e-05
4298,3427,2275,2.2743866182966866e-05
3963,3510,2527,1.9482204695427e-05
3692,3522,2786,1.6918881040578858e-05
3472,3441,3087,1.6238179609667643e-05
3278,3353,3369,1.8469431816589626e-05
3075,3284,3641,1.5943277581375084e-05
2914,3170,3916,1.6887905445050435e-05
2758,3049,4193,1.8432320443631468e-05
2603,2983,4414,1.738626708989563e-05
2468,2891,4641,1.6257911015407454e-05
2352,2771,4877,1.4729818307691174e-05
2256,2635,5109,1.2616577173079252e-05
2181,2494,5325,1.6729743314261425e-05
2090,2414,5496,1.4865438054728597e-05
2015,2288,5697,1.3881899737979143e-05
1951,2171,5878,1.558213069582949e-05
1885,2051,6064,1.396743776407187e-05
1831,1943,6226,1.1805602207984917e-05
1789,1827,6384,1.4073721211208924e-05
1743,1711,6546,1.1736014777989808e-05
1708,1596,6696,1.4673686558316165e-05
1668,1522,6810,1.2210993360370836e-05
1637,1420,6943,1.161520128713638e-05
1610,1336,7054,9.763082530590992e-06
1589,1256,7155,1.1023236983561348e-05
1567,1173,7260,1.1424896808699896e-05
1546,1112,7342,1.2215324764767746e-05
1525,1050,7425,1.0616705698672912e-05
1508,998,7494,9.966883368859736e-06
1493,941,7566,7.117878473613669e-06
1483,875,7642,1.2330218668721704e-05
1467,829,7704,9.867260675759347e-06
1455,776,7769,1.1513798845077408e-05
1442,732,7826,7.579030338858446e-06
1434,680,7886,5.127574042169169e-06
1429,629,7942,1.2237982023516951e-05
1418,584,7998,3.622698378963232e-06
1415,532,8053,6.642046813145939e-06
1410,489,8101,1.015243150734601e-05
1403,468,8129,6.091951922315429e-06
1399,438,8163,1.142368488907602e-05
1392,396,8212,5.442354580285615e-06
1389,365,8246,7.889779776521987e-06
1385,342,8273,6.333523339033504e-06
1382,317,8301,1.1413075732605331e-05
1377,306,8317,9.493024999881338e-06
1373,289,8338,1.764126240873797e-05
