S,I,R,Beta
9930,70,0,1.7263703064307294e-05
9918,77,5,1.440382565609426e-05
9907,82,11,2.5850162609832417e-05
9886,91,23,1.11157303145974e-05
9876,90,34,1.8000990054452996e-05
9860,96,44,2.0072684246112238e-05
9841,109,50,1.4916064508249981e-05
9825,113,62,1.1709338197212276e-05
9812,121,67,1.6845623338600397e-05
9792,129,79,1.1874905000759994e-05
9777,129,94,1.665037308728839e-05
9756,144,100,1.9218942189421895e-05
9729,161,110,1.596047929957756e-05
9704,169,127,1.6463655565691204e-05
9677,184,139,1.797179327046201e-05
9645,200,155,1.658890616899948e-05
9613,214,173,2.0902380051935124e-05
9570,240,190,2.0027864855451062e-05
9524,264,212,1.749965000699986e-05
9480,292,228,1.5533784174325184e-05
9437,318,245,1.2329363278357703e-05
9400,329,271,1.8754446097135096e-05
9342,350,308,1.4680245894118726e-05
9294,376,330,1.716962213095614e-05
9234,409,357,1.8269889157376827e-05
9165,447,388,1.5866216066130387e-05
9100,473,427,1.184861649977929e-05
9049,478,473,1.5027435473348034e-05
8984,508,508,1.4461404701972361e-05
8918,544,538,1.092469955014973e-05
8865,545,590,1.0762870167704146e-05
8813,550,637,1.1553180735071124e-05
8757,559,684,1.6342663155445488e-05
8677,600,723,1.306134992893089e-05
8609,618,773,1.1089470979606274e-05
8550,626,824,1.1023298395082488e-05
8491,641,868,1.4147309503262241e-05
8414,667,919,1.1760224000193866e-05
8348,668,984,1.093883148891484e-05
8287,675,1038,1.1620163665535935e-05
8222,689,1089,1.1650571813595087e-05
8156,698,1146,1.053946608470077e-05
8096,700,1204,9.70496894409938e-06
8041,707,1252,1.0202310049257808e-05
7983,706,1311,1.1178144491889457e-05
7920,707,1373,1.0536767962510537e-05
7861,703,1436,1.1761974549620424e-05
7796,702,1502,8.222494112694215e-06
7751,688,1561,1.0126225273258065e-05
7697,680,1623,9.744056125763285e-06
7646,675,1679,1.0850505226649616e-05
7590,673,1737,1.0375738781966575e-05
7537,687,1776,1.0235772324750541e-05
7484,683,1833,1.0172995704648198e-05
7432,680,1888,8.112771481035901e-06
7391,678,1931,9.778296093989781e-06
7342,676,1982,7.656363082467896e-06
7304,656,2040,1.2731079528758047e-05
7243,656,2101,1.1575516141741563e-05
7188,651,2161,9.61664217628459e-06
7143,642,2215,1.1339337076186825e-05
7091,643,2266,1.074676177039083e-05
7042,640,2318,1.0428500426015336e-05
6995,630,2375,1.1572892201912931e-05
6944,637,2419,9.269039058374147e-06
6903,641,2456,8.587914138034449e-06
6865,628,2507,8.118351649881009e-06
6830,609,2561,1.081868603451882e-05
6785,607,2608,7.769828541736726e-06
6753,589,2658,1.1565003996211707e-05
6707,575,2718,9.853430225397217e-06
6669,568,2763,8.44774751372231e-06
6637,544,2819,1.3017486639073288e-05
6590,557,2853,5.448655952792845e-06
6570,522,2908,6.706438764382395e-06
6547,491,2962,9.643570522653525e-06
6516,488,2996,7.547625517012348e-06
6492,481,3027,6.4048123197845935e-06
6472,468,3060,7.593525825911487e-06
6449,451,3100,5.844939262485564e-06
6432,438,3130,5.324405370408233e-06
6417,425,3158,1.0633519419923181e-05
6388,420,3192,7.454453290395682e-06
6368,398,3234,1.1836822302467109e-05
6338,386,3276,8.583803262499243e-06
6317,382,3301,7.044897546469388e-06
6300,361,3339,7.035131688871301e-06
6284,349,3367,6.839583496723384e-06
6269,332,3399,1.1531210181289843e-05
6245,331,3424,1.161049685669986e-05
6221,329,3450,5.374481667887325e-06
6210,318,3472,7.595782821377571e-06
6195,308,3497,4.716832803999874e-06
6186,292,3522,7.750599010580675e-06
6172,273,3555,4.154411153763065e-06
6165,247,3588,7.223749060091742e-06
6154,244,3602,6.6596695738344244e-06
6144,234,3622,9.04224537037037e-06
6131,228,3641,7.869126412508191e-06
6120,221,3659,6.654245408570668e-06
6111,216,3673,4.545537191585301e-06
6105,206,3689,4.770878557286325e-06
6099,188,3713,6.104942212361287e-06
6092,177,3731,1.0201394066869211e-05
6081,175,3744,7.517560551601006e-06
6073,163,3764,3.0306122139733446e-06
6070,152,3778,6.503078123645192e-06
6064,145,3791,5.6864707487944685e-06
6059,140,3801,7.073302996722703e-06
6053,140,3807,8.260366760284156e-06
6046,138,3816,3.5956219706884898e-06
6043,133,3824,7.465295706584017e-06
6037,129,3834,6.420356124313503e-06
6032,120,3848,5.526083112290009e-06
6028,115,3857,7.2127174634315225e-06
6023,107,3870,3.1033685513941106e-06
6021,101,3878,8.222047914806429e-06
6016,102,3882,6.5185648727576136e-06
6012,100,3888,6.653359946773121e-06
6008,96,3896,6.935197514425211e-06
6004,95,3901,7.012868613906518e-06
6000,90,3910,7.4074074074074075e-06
5996,86,3918,3.878554695378314e-06
5994,84,3922,1.9861130972242082e-06
5993,80,3927,6.257300183547472e-06
5990,76,3934,6.589930586064493e-06
5987,75,3938,0.0
5987,71,3942,7.0575448683415e-06
5984,69,3947,7.265752150662637e-06
5981,66,3953,2.5332745613635096e-06
5980,62,3958,8.091487754881864e-06
5977,60,3963,8.365400702693659e-06
