S,I,R,Beta
9930,70,0,8.631851532153647e-06
9924,69,7,2.0445238888012665e-05
9910,77,13,1.703644488710079e-05
9897,83,20,1.8260370977696782e-05
9882,92,26,1.5399100692519558e-05
9868,100,32,8.107012565869478e-06
9860,101,39,1.4058200951941036e-05
9846,106,48,1.8204883507908585e-05
9827,114,59,2.5886431760687972e-05
9798,130,72,1.9627239468023302e-05
9773,144,83,2.0606660072535444e-05
9744,158,98,1.818710897715699e-05
9716,173,111,1.9037782859808145e-05
9684,196,120,1.8966694484485244e-05
9648,215,137,1.3980485171044004e-05
9619,223,158,1.2121003040973185e-05
9593,228,179,1.4173346427676614e-05
9562,243,195,1.807566473257054e-05
9520,260,220,1.777634130575307e-05
9476,272,252,1.513110520696248e-05
9437,294,269,1.838183615080026e-05
9386,326,288,1.634074505953914e-05
9336,358,306,1.9148559310268893e-05
9272,397,331,1.3039991480538899e-05
9224,417,359,1.6898883321790095e-05
9159,456,385,1.3647778141718529e-05
9102,477,421,1.5431906826292468e-05
9035,505,460,1.4246028919438706e-05
8970,522,508,1.4095516344391907e-05
8904,543,553,1.3443996035468984e-05
8839,571,590,1.2680627112488456e-05
8775,592,633,1.2127512127512128e-05
8712,611,677,1.4277577140246387e-05
8636,648,716,1.1079088970087889e-05
8574,671,755,1.0602879742137965e-05
8513,684,803,1.0819366046974596e-05
8450,685,865,1.3130047941951368e-05
8374,688,938,1.1455723973983703e-05
8308,699,993,1.1881613667781816e-05
8239,711,1050,9.901110102222133e-06
8181,720,1099,8.31873310787869e-06
8132,705,1163,1.412858054860755e-05
8051,732,1217,1.1199097556356913e-05
7985,736,1279,1.0039203942174185e-05
7926,744,1330,8.987706174588058e-06
7873,739,1388,9.968809657095292e-06
7815,733,1452,9.252155272113742e-06
7762,735,1503,8.939417044839064e-06
7711,724,1565,9.851750853161625e-06
7656,724,1620,9.922524925382613e-06
7601,723,1676,9.8261803289696e-06
7547,728,1725,1.0192537024390741e-05
7491,724,1785,1.161614932394011e-05
7428,740,1832,9.278260489892153e-06
7377,745,1878,9.461658901737943e-06
7325,731,1944,9.337809256570315e-06
7275,721,2004,8.19785425930957e-06
7232,702,2066,7.484935582280715e-06
7194,678,2128,9.84104256004881e-06
7146,662,2192,8.455494084113564e-06
7106,648,2246,8.903969172287025e-06
7065,636,2299,8.902063943525307e-06
7025,633,2342,7.870784211206873e-06
6990,617,2393,7.883454715349318e-06
6956,604,2440,9.044552513623952e-06
6918,600,2482,9.154861713404644e-06
6880,589,2531,7.1563943617483316e-06
6851,569,2580,9.234986541289753e-06
6815,565,2620,1.038832871269129e-05
6775,568,2657,9.095161374148953e-06
6740,573,2687,8.026887483752026e-06
6709,559,2732,6.9327214051239745e-06
6683,551,2766,8.418575940850543e-06
6652,536,2812,6.170291058238572e-06
6630,523,2847,6.3446469924931294e-06
6608,505,2887,1.0788003739841296e-05
6572,503,2925,5.747620182738021e-06
6553,482,2965,6.33202745820387e-06
6533,455,3012,1.0428879248716995e-05
6502,446,3052,8.276170284962336e-06
6478,432,3090,7.861365533486558e-06
6456,408,3136,8.731807468960322e-06
6433,394,3173,7.496245958931619e-06
6414,385,3201,9.718999429008783e-06
6390,379,3231,7.4324575420862906e-06
6372,358,3270,5.260444612778672e-06
6360,340,3300,4.16204217536071e-06
6351,320,3329,8.856872933396316e-06
6333,318,3349,7.448256958906476e-06
6318,303,3379,5.223694259264483e-06
6308,286,3406,7.205856920504986e-06
6295,283,3422,4.4906356214057374e-06
6287,266,3447,1.0165384831571532e-05
6270,258,3472,9.890829964269376e-06
6254,252,3494,6.345145456114436e-06
6244,243,3513,5.272551361240948e-06
6236,227,3537,7.770710355955048e-06
6225,219,3556,3.6676385908932533e-06
6220,206,3574,7.0240064933037805e-06
6211,198,3591,5.6920842623628e-06
6204,190,3606,1.0180189351521939e-05
6192,185,3623,5.237795935470354e-06
6186,177,3637,9.133070666220973e-06
6176,174,3650,9.305580370436544e-06
