S,I,R,Beta
9930,70,0,2.3018270752409725e-05
9914,79,7,3.1920082328276343e-05
9889,98,13,3.611516403507505e-05
9854,128,18,3.3298660442459916e-05
9812,153,35,3.5304242637400114e-05
9759,197,44,3.27694389091834e-05
9696,246,58,3.353993935978964e-05
9616,303,81,3.226196163709549e-05
9522,369,109,3.5291258184583526e-05
9398,475,127,2.844950213371266e-05
9271,572,157,2.885152815041716e-05
9118,671,211,3.2852917976560993e-05
8917,827,256,2.956189141320622e-05
8699,966,335,2.3919362474018932e-05
8498,1089,413,2.344850330472616e-05
8281,1219,500,2.3180850556919935e-05
8047,1350,603,1.9975238068937584e-05
7830,1469,701,2.303893057631233e-05
7565,1610,825,1.8391333084284032e-05
7341,1708,951,1.7785323646632575e-05
7118,1819,1063,1.8227257132997654e-05
6882,1924,1194,1.714376169476431e-05
6655,1993,1352,1.6436189322282382e-05
6437,2075,1488,1.8717093010850297e-05
6187,2159,1654,1.7368216597831383e-05
5955,2241,1804,1.6035782274540834e-05
5741,2288,1971,1.5835061994267708e-05
5533,2303,2164,1.4989210515143066e-05
5342,2315,2343,1.4150870925458872e-05
5167,2311,2522,1.6330376753516078e-05
4972,2336,2692,1.5153351921445024e-05
4796,2323,2881,1.4271471024246421e-05
4637,2304,3059,1.4320951045934871e-05
4484,2250,3266,1.4768559817623154e-05
4335,2221,3444,1.2879055799028567e-05
4211,2184,3605,1.5548845992921036e-05
4068,2163,3769,1.0682930177732137e-05
3974,2086,3940,1.0856762629189443e-05
3884,2001,4115,1.1837541579364798e-05
3792,1947,4261,1.1783789406617127e-05
3705,1862,4433,1.1306461642828876e-05
3627,1781,4592,1.1300857146793645e-05
3554,1711,4735,1.3320409795007116e-05
3473,1647,4880,8.216738685507125e-06
3426,1572,5002,1.1140671024897172e-05
3366,1512,5122,1.0610304727951787e-05
3312,1459,5229,9.312513037518252e-06
3267,1404,5329,1.024664324327624e-05
3220,1345,5435,1.2699438915698816e-05
3165,1309,5526,1.1585849333270577e-05
3117,1252,5631,9.737387776605875e-06
3079,1190,5731,9.279450656521134e-06
3045,1118,5837,8.224867888059548e-06
3017,1065,5918,1.2137791948909233e-05
2978,1010,6012,1.1636489370898137e-05
2943,975,6082,9.75805257150823e-06
2915,929,6156,9.23178614752025e-06
2890,884,6226,7.437097809578982e-06
2871,830,6299,9.651983062867982e-06
2848,789,6363,7.5654006636191455e-06
2831,753,6416,8.912894284160896e-06
2812,717,6471,8.92766803359184e-06
2794,679,6527,8.433809878732356e-06
2778,646,6576,9.472926376416202e-06
2761,609,6630,5.947251448007046e-06
2751,568,6681,5.119777187296809e-06
2743,541,6716,6.064841239303136e-06
2734,509,6757,4.3115651987703414e-06
2728,478,6794,9.969447477883165e-06
2715,454,6831,9.735439433397425e-06
2703,436,6861,4.242652574271876e-06
2698,404,6898,7.339503409199334e-06
2690,384,6926,6.776641883519207e-06
2683,358,6959,5.2055461971402815e-06
2678,339,6983,4.40605303566039e-06
2674,317,7009,7.078326400505865e-06
2668,295,7037,7.62330699057251e-06
