S,E,I,R,Beta
9940,0,60,0,3.35345405767941e-05
9920,20,58,2,3.302280311457174e-05
9901,37,55,7,3.3054512400033054e-05
9883,47,59,11,4.1159532633506945e-05
9859,69,57,15,4.270743803417663e-05
9835,86,57,22,6.778512116590408e-05
9797,120,56,27,5.103603143819537e-05
9769,137,59,35,9.54246483601708e-05
9714,179,67,40,9.833476226034742e-05
9650,225,82,43,8.972576772399848e-05
9579,274,96,51,5.980965306051432e-05
9524,305,117,54,6.281925643538411e-05
9454,349,134,63,6.788566160102808e-05
9368,388,175,69,7.197755276320605e-05
9250,457,214,79,5.759030058095479e-05
9136,535,229,100,5.592349283796909e-05
9019,597,263,121,5.143345459543161e-05
8897,653,311,139,5.7825048148387745e-05
8737,730,370,163,5.258778293000566e-05
8567,838,407,188,5.3344514649522234e-05
8381,942,460,217,5.083963208707065e-05
8185,1062,493,260,4.658995020079525e-05
7997,1134,558,311,4.661246175201005e-05
7789,1230,624,357,4.773332543264498e-05
7557,1327,704,412,4.3983904146667145e-05
7323,1412,802,463,4.3588965589576514e-05
7067,1531,880,522,4.534520241326524e-05
6785,1670,962,583,4.013990749436586e-05
6523,1771,1045,661,3.6968929228706374e-05
6271,1855,1131,743,3.1300665308330585e-05
6049,1901,1221,829,3.912898606236348e-05
5760,2013,1301,926,3.656375437697498e-05
5486,2092,1398,1024,3.3640057641847604e-05
5228,2134,1505,1133,3.279046890370532e-05
4970,2191,1564,1275,3.177633576394428e-05
4723,2196,1670,1411,3.1569298413547666e-05
4474,2213,1780,1533,2.9006544680124364e-05
4243,2197,1888,1672,2.8711297171412935e-05
4013,2206,1976,1805,2.862659918019473e-05
3786,2207,2023,1984,2.885464803988156e-05
3565,2216,2073,2146,2.3409237447472985e-05
3392,2171,2128,2309,2.3828734572279756e-05
3220,2130,2173,2477,2.4581752907649784e-05
3048,2093,2206,2653,2.6918949274586372e-05
2867,2067,2221,2845,2.4184909652872735e-05
2713,2010,2259,3018,2.284346661353929e-05
2573,1946,2291,3190,2.171426303063594e-05
2445,1891,2292,3372,2.4268639564306543e-05
2309,1823,2315,3553,2.263656066457949e-05
2188,1765,2303,3744,2.3814418995650695e-05
2068,1702,2289,3941,1.795653757394925e-05
1983,1600,2297,4120,1.9100095698065686e-05
1896,1536,2248,4320,1.9942715137318497e-05
1811,1471,2205,4513,1.752955921923343e-05
1741,1394,2168,4697,2.0135181248423628e-05
1665,1348,2114,4873,1.6478162173526412e-05
1607,1245,2091,5057,2.0831863942930214e-05
1537,1204,2037,5222,1.9483408599976556e-05
1476,1144,1990,5390,1.6682327627296373e-05
1427,1078,1947,5548,2.0875556846480794e-05
1369,1025,1915,5691,1.6783419507292204e-05
1325,969,1856,5850,1.7891997397527652e-05
1281,912,1817,5990,1.4607465188047485e-05
1247,832,1793,6128,1.9679131756706893e-05
1203,782,1753,6262,1.9441792931627956e-05
1162,744,1682,6412,2.507055570677478e-05
1113,713,1602,6572,1.4581952254201566e-05
1087,665,1536,6712,1.916590003066544e-05
1055,637,1466,6842,1.3577908096959195e-05
1034,601,1413,6952,1.642663249927107e-05
1010,558,1375,7057,1.8001800180018002e-05
985,541,1298,7176,1.6425113215958953e-05
964,509,1255,7272,1.735795407581293e-05
943,487,1192,7378,1.868234322845125e-05
922,458,1153,7467,1.4110130509300458e-05
907,415,1110,7568,1.2912581821071347e-05
894,391,1060,7655,1.0552530496813136e-05
884,356,1026,7734,1.3230663385462147e-05
872,343,968,7817,1.421639244825233e-05
860,326,923,7891,1.7637128675451635e-05
846,308,877,7969,1.886939949483922e-05
832,294,848,8026,1.5590983309143685e-05
821,283,794,8102,1.3806349079730132e-05
812,261,759,8168,8.112826703531352e-06
807,234,735,8224,2.0231140783450927e-05
795,224,692,8289,1.4541753008325153e-05
787,200,660,8353,9.626121443148127e-06
782,180,612,8426,1.2536984103104157e-05
776,168,590,8466,1.0920845710291804e-05
771,159,551,8519,1.412359558496402e-05
765,148,514,8573,1.5259021896696422e-05
759,141,495,8605,1.3308313703570621e-05
754,128,463,8655,2.8644923260250584e-06
753,114,459,8674,5.78658496008703e-06
751,100,432,8717,1.2329240025644819e-05
747,94,408,8751,6.562196498411949e-06
745,85,388,8782,3.4594893793676053e-06
744,74,362,8820,1.856472405394166e-05
739,74,335,8852,3.635408882515703e-05
730,78,314,8878,4.362621062734491e-06
729,75,303,8893,0.0
729,68,281,8922,4.88164452840873e-06
728,66,266,8940,1.032801784681484e-05
726,61,257,8956,5.359573806690892e-06
725,59,239,8977,5.771172990910402e-06
724,57,221,8998,6.249843753906152e-06
723,50,214,9013,0.0
723,39,210,9028,6.586313640255549e-06
722,38,194,9046,7.139389439415141e-06
721,36,182,9061,1.5241346725396656e-05
719,37,168,9076,0.0
719,35,158,9088,8.80266192496611e-06
718,34,148,9100,0.0
718,32,138,9112,0.0
718,29,126,9127,0.0
718,25,122,9135,1.1416046394812548e-05
717,22,114,9147,0.0
717,17,110,9156,0.0
717,16,103,9164,0.0
717,14,99,9170,0.0
717,13,93,9177,0.0
717,13,87,9183,0.0
717,10,85,9188,3.2816473869882684e-05
715,12,79,9194,0.0
715,11,72,9202,0.0
715,9,69,9207,0.0
715,9,66,9210,0.0
715,9,62,9214,0.0
715,9,58,9218,0.0
715,7,51,9227,0.0
715,6,50,9229,0.0
715,5,45,9235,0.0
715,3,44,9238,0.0
715,3,41,9241,3.4112229234180454e-05
714,3,40,9243,0.0
714,1,39,9246,0.0
714,1,37,9248,0.0
714,0,35,9251,0.0
714,0,32,9254,0.0
714,0,32,9254,0.0
714,0,28,9258,0.0
714,0,26,9260,0.0
714,0,25,9261,0.0
714,0,24,9262,0.0
714,0,22,9264,0.0
714,0,20,9266,7.002801120448179e-05
713,1,18,9268,0.0
713,1,14,9272,0.0
713,1,13,9273,0.0
713,1,12,9274,0.0
713,1,11,9275,0.0
713,1,9,9277,0.0
713,1,9,9277,0.00015583606046439146
712,2,9,9277,0.0
712,2,9,9277,0.0
712,1,10,9277,0.0001404494382022472
711,2,10,9277,0.0
711,1,10,9278,0.0
711,1,9,9279,0.0
711,1,7,9281,0.0
711,1,7,9281,0.0
711,1,6,9282,0.0
711,1,6,9282,0.0
711,1,6,9282,0.0
711,1,6,9282,0.0
711,1,6,9282,0.0
711,1,6,9282,0.0
711,1,4,9284,0.0
711,1,4,9284,0.0
711,1,3,9285,0.0
711,1,3,9285,0.0
711,1,3,9285,0.0
711,1,3,9285,0.0
711,1,3,9285,0.0
711,1,3,9285,0.0
711,0,3,9286,0.0
711,0,3,9286,0.0
711,0,3,9286,0.0
711,0,3,9286,0.0
711,0,3,9286,0.0
711,0,2,9287,0.0
711,0,2,9287,0.0
711,0,2,9287,0.0
711,0,2,9287,0.0
711,0,2,9287,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,1,9288,0.0
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
711,0,0,9289,
