S,I,R,Beta
9900,100,0,1.8181818181818182e-05
9882,114,4,2.219168646165099e-05
9857,130,13,2.3411710537610913e-05
9827,152,21,3.481278754023555e-05
9775,189,36,3.680699332873246e-05
9707,237,56,4.4771727219341036e-05
9604,328,68,3.999857782834388e-05
9478,422,100,5.050358575458858e-05
9276,583,141,3.550356256060569e-05
9084,730,186,3.25727004578274e-05
8868,886,246,2.8382160831905316e-05
8645,1040,315,2.891844997108155e-05
8385,1231,384,2.7029815630499512e-05
8106,1413,481,2.2874548467763212e-05
7844,1560,596,2.3290707252971404e-05
7559,1719,722,2.0932865453006832e-05
7287,1849,864,2.033596951326451e-05
7013,1988,999,1.9509614366650495e-05
6741,2093,1166,1.8924207697644745e-05
6474,2191,1335,2.0162805489415444e-05
6188,2321,1491,1.78940100880441e-05
5931,2403,1666,1.6488690547482764e-05
5696,2451,1853,1.797878875395963e-05
5445,2510,2045,1.5731381178682882e-05
5230,2521,2249,1.6306619046282737e-05
5015,2548,2437,1.5338599585857812e-05
4819,2532,2649,1.5079856033270096e-05
4635,2517,2848,1.3200420527682525e-05
4481,2481,3038,1.349241065393127e-05
4331,2410,3259,1.2359032776346536e-05
4202,2335,3463,1.0701542143182557e-05
4097,2231,3672,1.203447505127507e-05
3987,2160,3853,1.0915103716708934e-05
3893,2081,4026,1.2590520597042486e-05
3791,2015,4194,1.3090950029880094e-05
3691,1947,4362,1.1132174112212593e-05
3611,1881,4508,1.1189155470517974e-05
3535,1815,4650,1.4650815730923742e-05
3441,1747,4812,1.0812740469109913e-05
3376,1675,4949,1.0964136662658273e-05
3314,1602,5084,8.66448622987108e-06
3268,1533,5199,1.0179957699281654e-05
3217,1462,5321,1.1481412656003695e-05
3163,1395,5442,9.971931279795394e-06
3119,1343,5538,1.1697813487674444e-05
3070,1286,5644,1.0638243980526948e-05
3028,1231,5741,8.048358832322639e-06
2998,1165,5837,1.4029381533325508e-05
2949,1132,5919,1.0184922241114254e-05
2915,1072,6013,1.0240393231100073e-05
2883,1019,6098,1.1232983306765626e-05
2850,974,6176,1.3689253935660506e-05
2812,932,6256,1.0302260697562256e-05
2785,877,6338,7.779090214928074e-06
2766,826,6408,7.003058585837365e-06
2750,787,6463,1.0165184243964422e-05
2728,748,6524,3.920523154609751e-06
2720,696,6584,8.451656524678837e-06
2704,646,6650,6.869767527066884e-06
2692,608,6700,9.775553296316572e-06
2676,579,6745,5.808685146030344e-06
2667,544,6789,8.960277024195505e-06
2654,505,6841,7.4611831944309725e-06
2644,473,6883,1.119451916341759e-05
2630,448,6922,9.335958718087995e-06
2619,423,6958,8.123938810492879e-06
2610,395,6995,1.0669770599932102e-05
2599,384,7017,9.017891496729512e-06
2590,363,7047,3.1909122818213727e-06
2587,345,7068,7.843005439684487e-06
2580,323,7097,7.199942400460796e-06
2574,303,7123,6.410897500006411e-06
2569,286,7145,4.083110350140323e-06
