S,I,R,Beta
9940,60,0,1.676727028839705e-05
9930,69,1,2.9189836099070303e-05
9910,79,11,4.087419688589713e-05
9878,105,17,3.6637453118522163e-05
9840,132,28,4.157427937915743e-05
9786,177,37,3.233028620385862e-05
9730,220,50,3.456974679996263e-05
9656,279,65,2.8952971465733046e-05
9578,338,84,3.397826132619007e-05
9468,415,117,3.588498480614473e-05
9327,528,145,3.127121975626318e-05
9173,646,181,3.2063408596841116e-05
8983,769,248,2.9676051874896768e-05
8778,913,309,2.595356258813917e-05
8570,1048,382,2.7167377769068383e-05
8326,1226,448,2.664661378358796e-05
8054,1396,550,2.2324239748460073e-05
7803,1549,648,2.1759189969063066e-05
7540,1700,760,2.145420502418474e-05
7265,1833,902,2.2227653980007876e-05
6969,2012,1019,1.8756737805339008e-05
6706,2138,1156,1.869233449681491e-05
6438,2241,1321,1.670414355638009e-05
6197,2311,1492,1.8434123181978242e-05
5933,2392,1675,1.726356803706044e-05
5688,2467,1845,1.6604552811599755e-05
5455,2514,2031,1.5385883051246657e-05
5244,2546,2210,1.460540247096446e-05
5049,2535,2416,1.3516453938776714e-05
4876,2498,2626,1.4531723820401686e-05
4699,2455,2846,1.4476365166744755e-05
4532,2420,3048,1.148855156718432e-05
4406,2365,3229,1.535480639028655e-05
4246,2315,3439,1.2208161359338074e-05
4126,2251,3623,1.119769465307927e-05
4022,2192,3786,1.2136715219576998e-05
3915,2143,3942,1.3349471891316228e-05
3803,2068,4129,1.02993106836657e-05
3722,1990,4288,1.2016017756703993e-05
3633,1909,4458,1.0814088941123341e-05
3558,1816,4626,9.750317581772664e-06
3495,1734,4771,1.3530616319573357e-05
3413,1674,4913,1.2952093705947567e-05
3339,1615,5046,1.0384822581796704e-05
3283,1523,5194,1.2399977680040177e-05
3221,1464,5315,9.754972066849552e-06
3175,1385,5440,9.551152676312572e-06
3133,1291,5576,1.3845268737902388e-05
3077,1242,5681,1.2821740648110206e-05
3028,1203,5769,9.333776962261893e-06
2994,1141,5865,7.0254444032675344e-06
2970,1081,5949,1.0590019840713643e-05
2936,1023,6041,8.323544844596089e-06
2911,957,6132,8.256076202865433e-06
2888,898,6214,8.097403278445793e-06
2867,849,6284,1.1914137685526747e-05
2838,810,6352,8.700267098199914e-06
2818,767,6415,9.253236087990873e-06
2798,728,6474,1.2764219340345144e-05
2772,703,6525,7.69737611842875e-06
2757,672,6571,1.1334784185709104e-05
2736,635,6629,8.633789197402956e-06
2721,605,6674,1.0326781901403532e-05
2704,568,6728,1.237082256854738e-05
2685,538,6777,8.99946695464961e-06
2672,513,6815,1.1672561310128282e-05
2656,490,6854,5.378657487091222e-06
2649,451,6900,7.533278256698968e-06
2640,425,6935,1.1586452762923352e-05
2627,408,6965,6.530971733954336e-06
2620,396,6984,6.74685789189606e-06
2613,372,7015,8.230147854606207e-06
2605,346,7049,6.656829352179557e-06
2599,326,7075,4.7210229512530775e-06
2595,295,7110,3.918879200548643e-06
2592,275,7133,9.820426487093153e-06
2585,257,7158,6.020968021133598e-06
2581,238,7181,9.76756452290331e-06
2575,226,7199,1.7183606839075522e-05
2565,221,7214,7.056353805579812e-06
2561,204,7235,7.656322974328348e-06
2557,196,7247,7.981291851899148e-06
2553,182,7265,4.304352130439087e-06
2551,168,7281,4.666704000298669e-06
2549,157,7294,4.997588663469876e-06
2547,153,7300,0.0
2547,143,7310,1.098234313782017e-05
2543,134,7323,8.80379854561248e-06
2540,124,7336,9.5250190500381e-06
2537,122,7341,6.46174324909374e-06
2535,113,7352,3.490949712869386e-06
2534,102,7364,7.737901790550475e-06
2532,92,7376,0.0
2532,85,7383,0.0
2532,77,7391,5.129152048583328e-06
2531,74,7395,1.0678398667335846e-05
2529,71,7400,0.0
2529,67,7404,1.7705068961243604e-05
2526,64,7410,1.2371338083927157e-05
2524,61,7415,0.0
2524,52,7424,2.2857491161770084e-05
2521,50,7429,7.933359777865926e-06
2520,45,7435,0.0
2520,39,7441,0.0
2520,38,7442,2.0885547201336676e-05
2518,37,7445,0.0
2518,32,7450,0.0
2518,30,7452,1.3238019592268997e-05
2517,31,7452,0.0
2517,28,7455,1.4189227538452807e-05
2516,29,7455,0.0
2516,27,7457,0.0
2516,26,7458,0.0
2516,23,7461,3.456141563558443e-05
2514,23,7463,5.188336619279859e-05
2511,24,7465,0.0
2511,23,7466,1.731511782937683e-05
2510,21,7469,0.0
2510,18,7472,0.0
2510,16,7474,0.0
2510,16,7474,0.0
2510,14,7476,0.0
2510,14,7476,0.0
2510,13,7477,3.064664419246093e-05
2509,14,7477,0.0
2509,13,7478,0.0
2509,12,7479,0.0
2509,11,7480,0.0
2509,11,7480,0.0
2509,11,7480,0.0
2509,10,7481,0.0
2509,8,7483,0.0
2509,8,7483,0.0
2509,7,7484,0.0
2509,6,7485,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,4,7487,0.0
2509,3,7488,0.0
2509,3,7488,0.0
2509,3,7488,0.0
2509,2,7489,0.0
2509,2,7489,0.0
2509,2,7489,0.0
2509,2,7489,0.0
2509,1,7490,0.0
2509,1,7490,0.0
2509,1,7490,0.0
2509,1,7490,0.0
2509,1,7490,0.0
2509,1,7490,0.0
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
2509,0,7491,
