S,I,R,Beta
9940,60,0,1.1737089201877934e-05
9933,62,5,8.118912845094391e-06
9928,58,14,1.2156492261524354e-05
9921,61,18,6.609592832557532e-06
9917,58,25,1.390854436651796e-05
9909,62,29,9.76629261765941e-06
9903,59,38,1.36921357506799e-05
9895,63,42,6.416580443866953e-06
9891,64,45,1.2637751491254676e-05
9883,67,50,1.812248078639485e-05
9871,71,58,1.569542877771135e-05
9860,79,61,2.182453077258839e-05
9843,88,69,2.8862227886915484e-05
9818,102,80,2.196845330105968e-05
9796,118,86,1.643700991757272e-05
9777,132,91,2.247079571412189e-05
9748,147,105,1.8842169613023706e-05
9721,158,121,1.6927987040974845e-05
9695,176,129,2.2270148623939238e-05
9657,195,148,1.805519046898357e-05
9623,212,165,1.5195512324050672e-05
9592,230,178,2.900968198136128e-05
9528,272,200,2.0450560576875588e-05
9475,304,221,2.3955006249132065e-05
9406,347,247,2.0221319275635578e-05
9340,382,278,1.9619493929168023e-05
9270,416,314,1.4002987303958177e-05
9216,430,354,1.816860465116279e-05
9144,467,389,2.0607702409789784e-05
9056,509,435,1.8440161891604824e-05
8971,552,477,1.4943481330341406e-05
8897,592,511,1.49989823475268e-05
8818,595,587,9.720377150633444e-06
8767,599,634,1.4662664457491888e-05
8690,632,678,1.219938529664535e-05
8623,654,723,1.4363123160057325e-05
8542,688,770,1.3612628162894154e-05
8462,716,822,1.2543754596625862e-05
8386,735,879,1.2167996223053972e-05
8311,738,951,1.4673471244398402e-05
8221,755,1024,1.1761189845743135e-05
8148,769,1083,1.3086891212184471e-05
8066,796,1138,1.1681267732164418e-05
7991,800,1209,1.0793392566637468e-05
7922,801,1277,1.2764907284223426e-05
7841,831,1328,1.2584656755789057e-05
7759,851,1390,1.1207181561944894e-05
7685,852,1463,1.1759998289454794e-05
7608,866,1526,9.410296199697414e-06
7546,856,1598,9.908077808135027e-06
7482,869,1649,1.153516425612494e-05
7407,885,1708,8.542842737706507e-06
7351,868,1781,1.0657191378708311e-05
7283,853,1864,1.1106820408669822e-05
7214,863,1923,9.958748294564355e-06
7152,860,1988,7.478799230008844e-06
7106,851,2043,8.929743752734734e-06
7052,828,2120,9.076809676084628e-06
6999,813,2188,8.084092842642958e-06
6953,805,2242,8.397108178872697e-06
6906,784,2310,8.68070946884401e-06
6859,771,2370,7.1856889818238e-06
6821,735,2444,7.180705444470708e-06
6785,719,2496,8.609353652774519e-06
6743,714,2543,6.231174065355046e-06
6713,679,2608,9.433699412061139e-06
6670,677,2653,8.193835135607971e-06
6633,647,2720,8.621591587749976e-06
6596,637,2767,6.902047099569408e-06
6567,608,2825,7.764099604882467e-06
6536,576,2888,8.499932000543996e-06
6504,565,2931,8.980178297358195e-06
6471,563,2966,6.038692096148056e-06
6449,545,3006,7.397491396859765e-06
6423,527,3050,8.567408220162302e-06
6394,515,3091,6.377337977655022e-06
6373,504,3123,6.8493321278508785e-06
6351,495,3154,6.361839144078161e-06
6331,478,3191,5.61757282522277e-06
6314,455,3231,9.050183266211141e-06
6288,440,3272,6.505898681471201e-06
6270,419,3311,5.709652738920419e-06
6255,402,3343,4.772301561735686e-06
6243,381,3376,9.24920425312045e-06
6221,379,3400,6.361973382351631e-06
6206,368,3426,6.567977693396293e-06
6191,348,3461,6.498123898800075e-06
6177,336,3487,6.745453564297663e-06
6163,328,3509,7.91505562305339e-06
6147,324,3529,6.527323375650473e-06
6134,312,3554,6.7927399195739595e-06
6121,296,3583,6.6231891097109196e-06
6109,290,3601,3.9512082230287706e-06
6102,273,3625,6.00295585546323e-06
6092,259,3649,1.2041870216525503e-05
6073,257,3670,5.125704704307706e-06
6065,243,3692,5.428163347005519e-06
6057,238,3705,5.549520452063936e-06
6049,230,3721,5.03137421205086e-06
6042,219,3739,6.801703146467875e-06
6033,209,3758,6.344689534513921e-06
6025,205,3770,8.09634652363121e-06
6015,195,3790,5.115416586738282e-06
6009,190,3801,1.0510549964526894e-05
5997,191,3812,5.238221204843259e-06
5991,176,3833,3.7935691415911745e-06
5987,170,3843,2.947562856777921e-06
5984,164,3852,9.170796921872963e-06
5975,155,3870,4.319071399649075e-06
5971,142,3887,0.0
5971,131,3898,1.278443775960399e-06
5970,120,3910,4.187604690117253e-06
5967,114,3919,1.4700737094957942e-06
5966,108,3926,4.656013707304354e-06
5963,102,3935,8.220628516373848e-06
5958,94,3948,1.7855484847835559e-06
5957,85,3958,7.899752145276442e-06
5953,84,3963,7.999168086519002e-06
5949,77,3974,6.54917447655723e-06
5946,74,3980,0.0
5946,65,3989,2.5873890656938085e-06
5945,62,3993,5.4260831818551775e-06
5943,61,3996,5.516891342066572e-06
5941,60,3999,1.1221455422768333e-05
5937,59,4004,8.564503558551229e-06
5934,56,4010,1.2037170783379075e-05
5930,54,4016,3.1228530385360066e-06
5929,51,4020,3.3071079671538037e-06
5928,47,4025,1.0767507967955897e-05
5925,47,4028,7.181973247149655e-06
5923,44,4033,0.0
5923,40,4037,8.441668073611346e-06
5921,40,4039,1.2666779260260092e-05
5918,38,4044,4.446736984400847e-06
5917,37,4046,0.0
5917,34,4049,0.0
5917,29,4054,5.827743555972563e-06
5916,28,4056,6.036897517627741e-06
5915,25,4060,6.7624683009298396e-06
5914,24,4062,7.045428925712998e-06
5913,25,4062,0.0
5913,24,4063,0.0
5913,22,4065,0.0
5913,21,4066,0.0
5913,20,4067,1.691188905800778e-05
5911,21,4068,0.0
5911,19,4070,8.904005912259926e-06
5910,19,4071,0.0
5910,16,4074,0.0
5910,14,4076,0.0
5910,13,4077,0.0
5910,10,4080,0.0
5910,9,4081,0.0
5910,8,4082,0.0
5910,7,4083,2.4172105390379503e-05
5909,8,4083,0.0
5909,8,4083,0.0
5909,8,4083,0.0
5909,8,4083,0.0
5909,8,4083,2.115417160264004e-05
5908,8,4084,0.0
5908,8,4084,0.0
5908,7,4085,2.418028822903569e-05
5907,7,4086,0.0
5907,7,4086,0.0
5907,5,4088,0.0
5907,5,4088,0.0
5907,4,4089,0.0
5907,3,4090,0.0
5907,3,4090,5.643022402798939e-05
5906,3,4091,0.0
5906,3,4091,0.0
5906,3,4091,0.0
5906,3,4091,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
5906,1,4093,0.0
