S,I,R,Beta
9910,90,0,1.0090817356205853e-05
9901,95,4,6.378940989480063e-06
9895,93,12,1.1953468407526339e-05
9884,95,21,2.236469360369763e-05
9863,107,30,1.8003659480679705e-05
9844,107,49,1.2342068986469294e-05
9831,114,55,1.3384085786636257e-05
9816,122,62,1.3360588934760244e-05
9800,128,72,1.1160714285714286e-05
9786,132,82,8.515566455480618e-06
9775,131,94,1.1713945452060679e-05
9760,134,106,1.6057010031808174e-05
9739,142,119,1.5185062526302698e-05
9718,153,129,1.6141463788643673e-05
9694,159,147,1.297567191273082e-05
9674,169,157,1.8961334780103565e-05
9643,187,170,1.4973040209267646e-05
9616,202,182,1.544455610286486e-05
9586,208,206,1.3039849780930524e-05
9560,210,230,1.4943215780035864e-05
9530,221,249,2.2315811464629438e-05
9483,252,265,1.4646091836854255e-05
9448,260,292,1.5062202826809092e-05
9411,283,306,1.3892471519494704e-05
9374,297,329,1.616334025124296e-05
9329,318,353,1.3820432802021964e-05
9288,328,384,1.6084220919728577e-05
9239,343,418,1.4200166173500154e-05
9194,358,448,1.7013767783944594e-05
9138,390,472,1.4029889276113833e-05
9088,413,499,1.4120741397537769e-05
9035,426,539,9.613111244482204e-06
8998,424,578,1.3891975994665481e-05
8945,440,615,1.1179429849077698e-05
8901,444,655,1.1133479283125391e-05
8857,460,683,9.572384407322138e-06
8818,468,714,1.3812074370024019e-05
8761,487,752,1.0781400771151409e-05
8715,496,789,9.022264171894954e-06
8676,484,840,1.0954509257036604e-05
8630,491,879,1.1799883417151838e-05
8580,501,919,1.0933843269172611e-05
8533,504,963,1.2091246123825522e-05
8481,515,1004,1.1447633373514527e-05
8431,516,1053,8.275108748720806e-06
8395,514,1091,1.2514397350655731e-05
8341,527,1132,1.3194692002901922e-05
8283,544,1173,1.0208719489244448e-05
8237,539,1224,1.1487151395925395e-05
8186,552,1262,8.63085437491369e-06
8147,548,1305,9.183443997566611e-06
8106,536,1358,8.976214412762244e-06
8067,537,1396,1.3388799899537833e-05
8009,543,1448,9.427699547033529e-06
7968,555,1477,1.1532616954303701e-05
7917,559,1524,8.812358451492373e-06
7878,552,1570,8.27841981522567e-06
7842,550,1608,8.114813011523034e-06
7807,537,1656,1.0972342778850762e-05
7761,535,1704,1.0596957950548333e-05
7717,535,1748,9.930739149759179e-06
7676,535,1789,8.279234219536071e-06
7642,525,1833,6.97897583529617e-06
7614,507,1879,8.807610189679656e-06
7580,500,1920,9.49868073878628e-06
7544,496,1960,9.620976293914411e-06
7508,487,2005,7.657813869176096e-06
7480,474,2046,7.333197951217311e-06
7454,457,2089,7.045399970291897e-06
7430,442,2128,7.917029530520148e-06
7404,434,2162,7.780076531056821e-06
7379,412,2209,1.052580334904748e-05
7347,413,2240,8.898230932821323e-06
7320,404,2276,7.1011199480603795e-06
7299,384,2317,8.919600858565101e-06
7274,381,2345,8.299072596678783e-06
7251,374,2375,1.1431209562096174e-05
7220,374,2406,6.665975380330928e-06
7202,367,2431,5.2967424277391916e-06
7188,345,2467,7.258474268708718e-06
7170,340,2490,9.024530314217738e-06
7148,333,2519,7.1420049036165435e-06
7131,327,2542,1.15788539250385e-05
7104,327,2569,1.1192385045596055e-05
7078,326,2596,9.101042372719755e-06
7057,329,2614,7.322053637919279e-06
7040,319,2641,9.796238244514107e-06
7018,311,2671,6.872543638361256e-06
7003,301,2696,9.01369749936311e-06
6984,298,2718,6.246300268302621e-06
6971,288,2741,8.96571510543681e-06
6953,286,2761,6.5374004680778735e-06
6940,263,2797,4.383033278180165e-06
6932,246,2822,7.037000548886043e-06
6920,234,2846,8.028259473346179e-06
6907,229,2864,6.3222994455975614e-06
6897,216,2887,5.370021318984637e-06
6889,207,2904,6.3112586543134295e-06
6880,202,2918,1.0793230485839282e-05
6865,203,2932,1.0045960268227139e-05
6851,198,2951,5.160346716323946e-06
6844,178,2978,1.0671202201222756e-05
6831,182,2987,5.630440413049109e-06
6824,176,3000,1.0824096770755622e-05
6811,178,3011,7.423549809544706e-06
6802,176,3022,4.176579081018951e-06
6797,166,3037,7.976587828436004e-06
6788,163,3049,6.326574142026167e-06
6781,163,3056,9.95202220567573e-06
6770,160,3070,4.615952732644017e-06
6765,152,3083,5.8349865795308675e-06
6759,147,3094,5.03234286761013e-06
6754,145,3101,7.147743865704104e-06
6747,147,3106,7.0578105260186185e-06
6740,145,3115,6.139363552645043e-06
6734,137,3129,6.503656138692635e-06
6728,131,3141,4.53839939730056e-06
6724,128,3148,4.647531231409875e-06
6720,123,3157,7.259001161440186e-06
6714,114,3172,7.839079378517787e-06
6708,111,3181,6.7151229941927615e-06
6703,112,3185,3.996078514950662e-06
6700,105,3195,2.8429282160625443e-06
6698,95,3207,4.714683094717983e-06
6695,92,3213,4.870604279637627e-06
6692,88,3220,1.188664891593762e-05
6685,85,3230,7.03946500065995e-06
6681,84,3235,1.2473182657286834e-05
6674,85,3241,7.0510673553209115e-06
6670,86,3244,5.229943167950908e-06
6667,83,3250,5.421415676204142e-06
6664,79,3257,7.597975899220448e-06
6660,76,3264,3.951319740793425e-06
6658,66,3276,0.0
6658,61,3281,9.848869103605179e-06
6654,55,3291,2.7324644096510643e-06
6653,53,3294,5.672004968676353e-06
6651,49,3300,9.20530593834286e-06
6648,48,3304,1.2535098275170477e-05
6644,46,3310,6.5439886919875406e-06
6642,46,3312,9.818938769097836e-06
6639,48,3313,3.13802279459758e-06
6638,48,3314,1.2553982123129457e-05
6634,46,3320,6.5538530101846875e-06
6632,46,3322,1.3111658887082393e-05
6628,46,3326,1.639946472147149e-05
6623,48,3329,9.436811112788767e-06
6620,47,3333,6.427974545220801e-06
6618,47,3335,6.429917118368344e-06
6616,48,3336,1.574465941152761e-05
6611,48,3341,0.0
6611,45,3344,1.008420309585035e-05
6608,44,3348,6.8787145058331495e-06
6606,42,3352,7.208454074939088e-06
6604,41,3355,1.1079759495353888e-05
6601,40,3359,1.89365247689744e-05
6596,42,3362,7.219382598400185e-06
6594,42,3364,1.0832358421075436e-05
6591,41,3368,7.401075376252169e-06
6589,41,3370,1.4806643741046607e-05
6585,42,3373,3.6157211555844813e-06
6584,40,3376,1.1391251518833537e-05
6581,42,3377,7.235837656746333e-06
6579,42,3379,0.0
6579,40,3381,1.5199878400972791e-05
6575,41,3384,3.709542798850042e-06
6574,37,3389,1.6444798921221192e-05
6570,38,3392,2.0027237042377632e-05
6565,41,3394,7.430386565861089e-06
6563,37,3400,4.11809035913866e-06
6562,34,3404,1.79285368521075e-05
6558,37,3405,4.121230104761669e-06
6557,36,3407,4.2363547015064475e-06
6556,35,3409,4.358058049333217e-06
6555,31,3414,4.921138751507099e-06
6554,29,3417,5.261330274746667e-06
6553,25,3422,1.2208148939417061e-05
6551,27,3422,1.1307292638387127e-05
6549,28,3423,1.0906790567807518e-05
6547,28,3425,2.1820244823146915e-05
6543,31,3426,9.860328447540587e-06
6541,28,3431,5.460065083975801e-06
6540,28,3432,0.0
6540,23,3437,1.3296104241457252e-05
6538,21,3441,7.283427289545369e-06
6537,20,3443,1.529753709652746e-05
6535,21,3444,0.0
6535,20,3445,0.0
6535,18,3447,8.501232678738417e-06
6534,17,3449,0.0
6534,13,3453,0.0
6534,12,3454,1.2753800632588511e-05
6533,13,3454,1.1774541087261123e-05
6532,13,3455,1.177634368081398e-05
6531,14,3455,0.0
6531,14,3455,0.0
6531,12,3457,0.0
6531,12,3457,0.0
6531,12,3457,1.2759659061909865e-05
6530,13,3457,1.1779950524207799e-05
6529,12,3459,0.0
6529,12,3459,0.0
6529,12,3459,0.0
6529,11,3460,0.0
6529,11,3460,0.0
6529,9,3462,0.0
6529,9,3462,1.70180902299144e-05
6528,8,3464,0.0
6528,8,3464,0.0
6528,6,3466,0.0
6528,6,3466,0.0
6528,6,3466,2.5531045751633988e-05
6527,6,3467,0.0
6527,5,3468,0.0
6527,5,3468,0.0
6527,5,3468,0.0
6527,5,3468,3.064194882794546e-05
6526,6,3468,0.0
6526,6,3468,0.0
6526,6,3468,0.0
6526,6,3468,2.5538870160384105e-05
6525,7,3468,0.0
6525,7,3468,2.1893814997263272e-05
6524,6,3470,2.5546699366441857e-05
6523,7,3470,2.1900527802720045e-05
6522,7,3471,2.1903885749331933e-05
6521,8,3471,0.0
6521,8,3471,0.0
6521,8,3471,1.9168839135101977e-05
6520,9,3471,0.0
6520,5,3475,0.0
6520,4,3476,0.0
6520,4,3476,3.834355828220859e-05
6519,5,3476,3.067955207853965e-05
6518,6,3476,0.0
6518,6,3476,0.0
6518,4,3478,3.835532371893219e-05
6517,4,3479,0.0
6517,4,3479,0.0
6517,3,3480,0.0
6517,3,3480,0.0
6517,3,3480,0.0
6517,3,3480,0.0
6517,2,3481,0.0
6517,2,3481,0.0
6517,2,3481,0.0
6517,2,3481,0.0
6517,2,3481,0.0
6517,2,3481,0.0
6517,2,3481,0.0
6517,2,3481,
