S,E,I,R,Beta
9900,0,100,0,2.626262626262626e-05
9874,26,96,4,3.059381540746742e-05
9845,51,90,14,2.031488065007618e-05
9827,62,91,20,4.249337718351659e-05
9789,97,87,27,4.344543429582583e-05
9752,122,91,35,5.1834957495334856e-05
9706,152,98,44,6.097637901235087e-05
9648,195,109,48,5.5152372693109375e-05
9590,235,118,57,5.6556087732631095e-05
9526,274,127,73,4.959489238734933e-05
9466,301,155,78,5.929540699140557e-05
9379,358,175,88,4.264846998613925e-05
9309,391,197,103,4.689528664198666e-05
9223,447,212,118,4.193781338286769e-05
9141,467,260,132,4.165509580672035e-05
9042,509,293,156,4.3407594290731236e-05
8927,579,311,183,4.322304133887693e-05
8807,632,360,201,4.005652069692038e-05
8680,702,386,232,3.880041068742389e-05
8550,758,420,272,4.2884990253411305e-05
8396,837,465,302,4.149441362246231e-05
8234,920,512,334,3.842679742530969e-05
8072,994,563,371,4.88498715820493e-05
7850,1112,627,411,3.69772143154644e-05
7668,1188,684,460,4.3661361715887705e-05
7439,1281,775,505,3.469075361325881e-05
7239,1370,807,584,2.9956145914161436e-05
7064,1414,866,656,3.4982044729938616e-05
6850,1499,916,735,3.187454180346157e-05
6650,1579,957,814,2.545548825040658e-05
6488,1568,1043,901,2.689529042775925e-05
6306,1587,1132,975,2.927830245242906e-05
6097,1654,1189,1060,2.7588745061097346e-05
5897,1688,1258,1157,2.9521087087746107e-05
5678,1734,1316,1272,2.2215536743427146e-05
5512,1730,1388,1370,2.2481732285440623e-05
5340,1711,1460,1489,2.462675080806526e-05
5148,1724,1517,1611,2.1128069908557714e-05
4983,1718,1561,1738,1.928401536396072e-05
4833,1694,1613,1860,2.270503124250782e-05
4656,1718,1631,1995,2.317638705409158e-05
4480,1728,1671,2121,2.5380439428913397e-05
4290,1746,1702,2262,2.0954368780455737e-05
4137,1741,1727,2395,1.9175323905512402e-05
4000,1704,1751,2545,2.2558537978298116e-05
3842,1691,1779,2688,2.209243768542651e-05
3691,1664,1811,2834,1.8849856554087643e-05
3565,1628,1830,2977,2.1459391932801445e-05
3425,1615,1825,3135,2.015798420157984e-05
3299,1579,1844,3278,1.824650735547944e-05
3188,1510,1874,3428,1.9918611548911407e-05
3069,1481,1868,3582,1.691990709052255e-05
2972,1434,1856,3738,1.7222525177518914e-05
2877,1399,1859,3865,2.112803909547312e-05
2764,1382,1867,3987,1.6665413530920543e-05
2678,1317,1860,4145,1.7867611040176025e-05
2589,1263,1837,4311,1.597983849009029e-05
2513,1221,1800,4466,1.7906884202148827e-05
2432,1184,1760,4624,1.5886662679425836e-05
2364,1115,1774,4747,1.4545503102722728e-05
2303,1054,1734,4909,1.552560949285847e-05
2241,1021,1691,5047,1.5569208960158922e-05
2182,986,1640,5192,1.732579195636136e-05
2120,975,1579,5326,1.314421594751873e-05
2076,919,1538,5467,1.4407019601063363e-05
2030,867,1509,5594,1.501663255279489e-05
1984,834,1470,5712,1.3715163484748739e-05
1944,803,1412,5841,1.6758180906748736e-05
1898,768,1366,5968,1.5428122690602885e-05
1858,719,1339,6084,1.7685868428393536e-05
1814,697,1275,6214,1.599757874483862e-05
1777,664,1249,6310,9.011148141923781e-06
1757,633,1201,6409,1.8482037118565112e-05
1718,614,1162,6506,1.3524912889542537e-05
1691,585,1128,6596,1.2582256501881048e-05
1667,556,1089,6688,1.2118788363539413e-05
1645,521,1064,6770,1.942546335443472e-05
1611,498,1030,6861,1.7476933461095743e-05
1582,471,981,6966,7.732247725752638e-06
1570,433,962,7035,1.4566256604473165e-05
1548,411,931,7110,1.4571312000932565e-05
1527,395,900,7178,2.1829294913774286e-05
1497,382,871,7250,1.6105690140326576e-05
1476,370,833,7321,1.0573335025066937e-05
1463,354,790,7393,1.2113136696747623e-05
1449,334,763,7454,8.140471984565665e-06
1440,313,734,7513,1.1353315168029064e-05
1428,298,700,7574,7.0028011204481795e-06
1421,273,669,7637,1.0519129563066915e-05
1411,265,630,7694,8.999583769250672e-06
1403,251,608,7738,7.033799752410249e-06
1397,239,572,7792,1.752006046923728e-05
1383,229,556,7832,1.1704302501599589e-05
1374,203,533,7890,8.192893484191812e-06
1368,186,522,7924,8.40223163272165e-06
1362,181,487,7970,1.2061016683401327e-05
1354,171,464,8011,1.2733662710742118e-05
1346,165,439,8050,1.3538807298771015e-05
1338,153,423,8086,1.060119369440999e-05
1332,144,402,8122,1.1205235085832101e-05
1326,133,381,8160,2.1773296437492825e-05
1315,133,359,8193,6.354787803043944e-06
1312,125,349,8214,6.551820532531973e-06
1309,115,335,8241,6.841271108171898e-06
1306,107,315,8272,1.7015484090522377e-05
1299,102,294,8305,5.236890753221997e-06
1297,91,282,8330,1.093631238482696e-05
1293,85,275,8347,1.6874077198903186e-05
1287,89,250,8374,9.324009324009324e-06
1284,82,237,8397,3.286144301168553e-06
1283,75,224,8418,1.0438703930519986e-05
1280,72,218,8430,3.5837155963302754e-06
1279,66,213,8442,7.341416232605432e-06
1277,61,203,8459,1.1572689994637986e-05
1274,60,193,8473,4.066991483719833e-06
1273,59,176,8492,1.7853317146325786e-05
1269,59,168,8504,4.6906075274869604e-06
1268,57,155,8520,1.0176045588684238e-05
1266,50,148,8536,5.3370906451475175e-06
1265,47,139,8549,1.1374299769670429e-05
1263,43,138,8556,1.1474864309729538e-05
1261,42,128,8569,0.0
1261,38,122,8579,2.6000702018954512e-05
1257,39,116,8588,1.3716292211889282e-05
1255,37,104,8604,0.0
1255,32,96,8617,8.300132802124834e-06
1254,29,93,8624,0.0
1254,29,84,8633,9.493430546062126e-06
1253,28,83,8636,1.9230954143789843e-05
1251,24,85,8640,0.0
1251,22,78,8649,0.0
1251,19,75,8655,0.0
1251,18,71,8660,0.0
1251,18,62,8669,0.0
1251,17,60,8672,0.0
1251,16,59,8674,1.3548483247300465e-05
1250,15,59,8676,1.3559322033898305e-05
1249,15,58,8678,1.3804146765688412e-05
1248,14,54,8684,1.4838556505223173e-05
1247,15,49,8689,0.0
1247,12,50,8691,0.0
1247,12,46,8695,1.7433143893169695e-05
1246,11,44,8699,0.0
1246,9,43,8702,0.0
1246,7,45,8702,3.566969859104691e-05
1244,9,45,8702,0.0
1244,9,41,8706,0.0
1244,8,42,8706,0.0
1244,8,39,8709,0.0
1244,7,32,8717,2.5120578778135048e-05
1243,7,30,8720,0.0
1243,7,28,8722,2.873232961728537e-05
1242,6,26,8726,0.0
1242,5,25,8728,0.0
1242,5,25,8728,0.0
1242,5,25,8728,0.0
1242,4,20,8734,4.025764895330113e-05
1241,5,18,8736,0.0
1241,4,17,8738,4.740010428022942e-05
1240,4,16,8740,5.040322580645161e-05
1239,5,12,8744,0.0
1239,4,11,8746,0.0
1239,4,11,8746,0.0
1239,3,9,8749,8.96780557797507e-05
1238,4,8,8750,0.0
1238,4,7,8751,0.0
1238,4,5,8753,0.0
1238,4,5,8753,0.0
1238,4,5,8753,0.0
1238,4,5,8753,0.0
1238,4,5,8753,0.0
1238,2,7,8753,0.0
1238,2,7,8753,0.0
1238,2,7,8753,0.0
1238,2,7,8753,0.0
1238,2,5,8755,0.0
1238,2,5,8755,0.00016155088852988692
1237,1,7,8755,0.0
1237,0,8,8755,0.0
1237,0,7,8756,0.0
1237,0,7,8756,0.0
1237,0,6,8757,0.0
1237,0,4,8759,0.0
1237,0,4,8759,0.0
1237,0,3,8760,0.00026946914578280785
1236,1,3,8760,0.0
1236,1,2,8761,0.0
1236,1,2,8761,0.0
1236,1,2,8761,0.0
1236,1,2,8761,0.0
1236,1,1,8762,0.0
1236,1,1,8762,0.0
1236,1,1,8762,0.0
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,1,0,8763,
1236,0,1,8763,0.0
1236,0,1,8763,0.0
1236,0,1,8763,0.0008090614886731392
1235,1,1,8763,0.0
1235,1,1,8763,0.0
1235,1,1,8763,0.0
1235,1,1,8763,0.0
1235,1,1,8763,0.0
1235,1,1,8763,0.0
1235,1,1,8763,0.0008097165991902834
1234,2,1,8763,0.0
1234,2,1,8763,0.0
1234,2,1,8763,0.0
1234,1,1,8764,0.0
1234,1,1,8764,0.0
1234,1,1,8764,0.0
1234,1,1,8764,0.0
1234,1,1,8764,0.0
1234,1,1,8764,0.0
1234,0,2,8764,0.0
1234,0,2,8764,0.0
1234,0,2,8764,0.0
1234,0,2,8764,0.0004051863857374392
1233,1,2,8764,0.0
1233,1,2,8764,0.0
1233,1,2,8764,0.0
1233,1,2,8764,0.0
1233,1,2,8764,0.0
1233,1,2,8764,0.0
1233,1,2,8764,0.0
1233,1,2,8764,0.0
1233,1,1,8765,0.0
1233,1,1,8765,0.0
1233,1,1,8765,0.0
1233,1,1,8765,0.0
1233,1,1,8765,0.0
1233,1,1,8765,0.0
1233,1,1,8765,0.0
1233,1,1,8765,0.0
1233,1,0,8766,
1233,1,0,8766,
1233,0,1,8766,0.0
1233,0,1,8766,0.0
1233,0,1,8766,0.0
1233,0,1,8766,0.0
1233,0,1,8766,0.0
1233,0,1,8766,0.0
1233,0,1,8766,
