S,E,I,R,Beta
9910,0,90,0,2.915125014015024e-05
9884,26,85,5,2.9756945271026256e-05
9859,47,85,9,2.267262519167318e-05
9840,64,79,17,4.1164968611711435e-05
9808,87,77,28,3.9723734666638416e-05
9778,106,83,33,3.819737941333754e-05
9747,126,84,43,4.2748196026127694e-05
9712,147,91,50,3.960207831707008e-05
9677,175,91,57,3.747415135241941e-05
9644,188,103,65,4.0268510427530776e-05
9604,209,114,73,4.1101295512834565e-05
9559,231,129,81,5.433411915066851e-05
9492,279,134,95,3.852419319332541e-05
9443,296,158,103,4.490634680836518e-05
9376,329,183,112,4.895652660437532e-05
9292,382,202,124,3.889218022103545e-05
9219,418,231,132,4.5548695076843465e-05
9122,469,260,149,5.902889042551397e-05
8982,557,291,170,4.6293426869011024e-05
8861,603,338,198,3.839709811426843e-05
8746,670,364,220,4.648907004269456e-05
8598,752,398,252,4.3249511105188654e-05
8450,816,450,284,4.365548980933596e-05
8284,891,513,312,4.3061944253842393e-05
8101,984,564,351,4.005284348924614e-05
7918,1050,637,395,3.925638104543311e-05
7720,1144,705,431,3.343990004777129e-05
7538,1209,763,490,2.9209801835836045e-05
7370,1256,836,538,3.505742276005791e-05
7154,1328,915,603,3.544197827345625e-05
6922,1431,975,672,2.918972580919995e-05
6725,1477,1039,759,2.9339048484566586e-05
6520,1540,1090,850,3.0534136320144086e-05
6303,1620,1132,945,2.690961564659602e-05
6111,1647,1203,1039,2.8701496681032378e-05
5900,1689,1277,1134,2.4554371341730486e-05
5715,1709,1321,1255,2.357767353267064e-05
5537,1724,1379,1360,2.6586260037459125e-05
5334,1737,1460,1469,2.5168086865854096e-05
5138,1777,1501,1584,2.1524511101850098e-05
4972,1767,1545,1716,2.017772015194474e-05
4817,1726,1614,1843,2.3923943468493324e-05
4631,1723,1662,1984,2.3126728495585523e-05
4453,1730,1705,2112,1.857128839301061e-05
4312,1714,1731,2243,2.357962249024393e-05
4136,1727,1750,2387,2.141475545730865e-05
3981,1712,1783,2524,2.1273229556602498e-05
3830,1696,1808,2666,2.3683541671480395e-05
3666,1696,1838,2800,2.0332116968145955e-05
3529,1651,1878,2942,2.127511255439865e-05
3388,1617,1901,3094,1.3973879403557563e-05
3298,1544,1921,3237,1.7204754573386803e-05
3189,1499,1901,3411,1.6165511080055733e-05
3091,1430,1917,3562,1.4851200255440645e-05
3003,1387,1906,3704,1.729644961544227e-05
2904,1347,1902,3847,1.5208002016146553e-05
2820,1310,1860,4010,1.7158544955387783e-05
2730,1240,1852,4178,1.602069636626872e-05
2649,1212,1809,4330,1.7529065381535758e-05
2565,1164,1805,4466,1.4687380192555874e-05
2497,1128,1760,4615,1.638329631921943e-05
2425,1097,1743,4735,1.206593679578402e-05
2374,1030,1702,4894,1.3117032640127033e-05
2321,970,1691,5018,1.961877909535007e-05
2244,949,1660,5147,1.208040719025836e-05
2199,879,1649,5273,1.1030980232207649e-05
2159,844,1597,5400,1.3631394900640182e-05
2112,802,1561,5525,1.850261099140023e-05
2051,792,1503,5654,1.0380668858934171e-05
2019,748,1461,5772,1.254339761316094e-05
1982,720,1421,5877,1.2072054542962666e-05
1948,689,1386,5977,1.5555970381432393e-05
1906,664,1331,6099,1.6161546084451567e-05
1865,639,1277,6219,1.1756777467296215e-05
1837,604,1242,6317,1.1395741674314963e-05
1811,583,1191,6415,8.345306530063272e-06
1793,551,1159,6497,1.1549083363689779e-05
1769,529,1107,6595,1.5830194103712283e-05
1738,508,1064,6690,1.1356065653200896e-05
1717,467,1042,6774,1.6209140390159598e-05
1688,452,996,6864,8.327147452368717e-06
1674,434,943,6949,1.2669598411739144e-05
1654,419,898,7029,9.425756012959067e-06
1640,387,884,7089,1.4485156163778833e-05
1619,364,849,7168,1.3822896682577548e-05
1600,350,814,7236,1.3052825552825553e-05
1583,333,786,7298,1.6074095148998824e-05
1563,322,743,7372,1.2916458926952258e-05
1548,306,713,7433,9.966259680862245e-06
1537,284,661,7518,8.858642639403046e-06
1528,261,638,7573,2.0515682187464097e-05
1508,255,616,7621,1.5071135760790934e-05
1494,239,593,7674,1.3544904745457377e-05
1482,224,573,7721,1.2953581429745663e-05
1471,212,548,7769,1.3645814208517965e-05
1460,201,534,7805,1.154378944128059e-05
1451,186,523,7840,1.1859691937913196e-05
1442,173,508,7877,1.5016326842639816e-05
1431,165,472,7932,7.402669698800175e-06
1426,154,457,7963,9.206944491331661e-06
1420,147,433,8000,1.9516637933838598e-05
1408,143,419,8030,1.6950531568669994e-05
1398,138,394,8070,1.6339513300363826e-05
1389,134,367,8110,5.88508777608418e-06
1386,122,356,8136,6.080062259837541e-06
1383,114,335,8168,1.0792026850562803e-05
1378,111,313,8198,4.636993002777559e-06
1376,102,292,8230,1.4933099713284485e-05
1370,95,275,8260,7.9628400796284e-06
1367,86,269,8278,1.359719136415182e-05
1362,79,261,8298,5.626163912659431e-06
1360,76,247,8317,1.4884496308644915e-05
1355,75,236,8334,3.127149915566952e-06
1354,68,224,8354,1.6485545473728634e-05
1349,68,207,8376,0.0
1349,58,200,8393,1.8532246108228318e-05
1344,59,183,8414,8.131667967733541e-06
1342,57,173,8428,8.6145258134266e-06
1340,56,166,8438,1.3486782952706349e-05
1337,52,157,8454,9.527938297071588e-06
1335,44,153,8468,1.4687522949254608e-05
1332,40,145,8483,1.553277415346381e-05
1329,37,133,8501,0.0
1329,31,127,8513,5.9247673047641054e-06
1328,29,119,8524,0.0
1328,25,113,8534,1.9991470306002773e-05
1325,26,111,8538,6.7992520822709505e-06
1324,26,98,8552,1.541402059313151e-05
1322,24,93,8561,8.133652172498495e-06
1321,21,90,8568,2.5233409033560434e-05
1318,23,85,8574,8.926180487369454e-06
1317,23,80,8580,9.491268033409264e-06
1316,22,74,8588,0.0
1316,18,73,8593,0.0
1316,18,67,8599,0.0
1316,15,66,8603,1.1513309385649811e-05
1315,12,65,8608,1.16993272886809e-05
1314,10,61,8615,0.0
1314,8,59,8619,0.0
1314,8,57,8621,0.0
1314,8,54,8624,0.0
1314,7,52,8627,2.9270577215782695e-05
1312,8,44,8636,0.0
1312,6,43,8639,0.0
1312,5,44,8639,0.0
