S,I,R,Beta
9920,80,0,3.780241935483871e-05
9890,104,6,5.5417282414249045e-05
9833,155,12,6.561184687507176e-05
9733,245,22,6.290402732550947e-05
9583,373,44,5.1476321311840476e-05
9399,531,70,5.4299161128052046e-05
9128,758,114,4.581571042389794e-05
8811,1016,173,4.211360709635504e-05
8434,1314,252,3.708624473889659e-05
8023,1622,355,3.588634586783712e-05
7556,1954,490,3.0343208783491994e-05
7108,2258,634,2.9969101295811603e-05
6627,2571,802,2.7350600718381723e-05
6161,2845,994,2.5673142669362157e-05
5711,3056,1233,2.6070291464712628e-05
5256,3249,1495,2.313087319221978e-05
4861,3354,1785,2.2694104206665025e-05
4491,3430,2079,1.954021421527863e-05
4190,3476,2334,2.2932567266575303e-05
3856,3547,2597,1.8863465941061757e-05
3598,3563,2839,1.7551148336533363e-05
3373,3515,3112,1.9652339155514526e-05
3140,3466,3394,1.7182383187359646e-05
2953,3353,3694,1.9290183851611422e-05
2762,3283,3955,1.5549790982135828e-05
2621,3169,4210,1.3965893602284338e-05
2505,3024,4471,1.6237366536767735e-05
2382,2913,4705,1.6717669971865315e-05
2266,2810,4924,1.4448461395909829e-05
2174,2709,5117,1.3923400243761382e-05
2092,2562,5346,1.5672507287715888e-05
2008,2417,5575,1.4217025155480683e-05
1939,2295,5766,1.7752789041810065e-05
1860,2191,5949,1.2269155833002066e-05
1810,2047,6143,1.4844523855149835e-05
1755,1955,6290,1.0201033218936033e-05
1720,1836,6444,1.1083244667375995e-05
1685,1735,6580,1.1629995125663807e-05
1651,1613,6736,1.539580550666657e-05
1610,1525,6865,1.0182262498727218e-05
1585,1433,6982,1.5849918879234624e-05
1549,1373,7078,8.933705790498957e-06
1530,1267,7203,1.4959943461730917e-05
1501,1203,7296,1.4952625099476493e-05
1474,1121,7405,4.236380339806119e-06
1467,1022,7511,8.003873874955479e-06
1455,961,7584,9.297302709448563e-06
1442,884,7674,1.1767216221813596e-05
1427,835,7738,6.713972195762644e-06
1419,770,7811,9.152229025379131e-06
1409,712,7879,7.974418066841572e-06
1401,684,7915,1.1478851780891677e-05
1390,624,7986,5.7646190739715916e-06
1385,583,8032,9.907672873410902e-06
1377,544,8079,5.339826562433252e-06
1373,492,8135,1.0362448853913158e-05
1366,470,8164,6.230335503566867e-06
1362,433,8205,6.782580975538622e-06
1358,395,8247,7.456982532018418e-06
1354,369,8277,4.0029942396912894e-06
1352,334,8314,2.214505899443716e-06
1351,312,8337,4.744823397673139e-06
1349,290,8361,2.5561718769970093e-06
1348,267,8385,0.0
1348,247,8405,6.0067996972572955e-06
1346,220,8434,3.3770093205457246e-06
1345,199,8456,3.736152883375988e-06
1344,185,8471,4.021879021879022e-06
1343,173,8484,1.2912167135091397e-05
1340,161,8499,4.635209047928061e-06
1339,145,8516,0.0
1339,133,8528,0.0
1339,120,8541,1.2447099825740603e-05
1337,111,8552,6.738226633514592e-06
1336,104,8560,1.4394288346384155e-05
1334,95,8571,0.0
1334,82,8584,0.0
1334,79,8587,9.488926422864517e-06
1333,71,8596,0.0
1333,62,8605,1.209979914333422e-05
1332,58,8610,1.2943978461219841e-05
1331,55,8614,1.3660269107301414e-05
1330,51,8619,0.0
1330,47,8623,0.0
1330,44,8626,1.7088174982911824e-05
1329,42,8629,0.0
1329,40,8631,0.0
1329,34,8637,0.0
1329,33,8638,0.0
1329,30,8641,0.0
1329,28,8643,0.0
1329,27,8644,0.0
1329,25,8646,0.0
1329,21,8650,0.0
1329,17,8654,0.0
1329,17,8654,0.0
1329,17,8654,0.0
1329,14,8657,0.0
1329,14,8657,0.0
1329,13,8658,0.0
1329,12,8659,0.0
1329,10,8661,0.0
1329,9,8662,0.0
1329,8,8663,0.0
1329,7,8664,0.0
1329,6,8665,0.0
1329,6,8665,0.0
1329,5,8666,0.0
1329,4,8667,0.0
1329,4,8667,0.0
1329,3,8668,0.0
1329,3,8668,0.0
1329,3,8668,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
1329,2,8669,0.0
