S,I,R,Beta
9930,70,0,3.5966048050640196e-05
9905,90,5,5.833193112345056e-05
9853,134,13,5.074596569572719e-05
9786,190,24,6.453902997837943e-05
9666,292,42,6.200238656043355e-05
9491,449,60,7.274503872969328e-05
9181,721,98,6.299568502217916e-05
8764,1074,162,5.49267487529397e-05
8247,1512,241,4.972146356892325e-05
7627,1997,376,4.392323374270794e-05
6958,2507,535,3.875323282793232e-05
6282,2982,736,3.523208656587727e-05
5622,3389,989,3.238342308842543e-05
5005,3736,1259,2.9413840977010142e-05
4455,3992,1553,2.8002132210549045e-05
3957,4176,1867,2.6687755439944924e-05
3516,4254,2230,2.567348779145426e-05
3132,4313,2555,2.2356598705567742e-05
2830,4290,2880,2.3639493604157915e-05
2543,4213,3244,2.3054681878525347e-05
2296,4119,3585,2.1993768996060576e-05
2088,3994,3918,2.2063746961438326e-05
1904,3845,4251,2.1308913682508114e-05
1748,3670,4582,1.8861571652148972e-05
1627,3514,4859,1.941483342247832e-05
1516,3343,5141,1.894242843511074e-05
1420,3189,5391,1.5678896205707117e-05
1349,3015,5636,1.671897493014296e-05
1281,2828,5891,1.8770696072618302e-05
1213,2655,6132,1.6767504576131457e-05
1159,2500,6341,1.5185504745470232e-05
1115,2352,6533,1.487141941978585e-05
1076,2193,6731,1.44088066626322e-05
1042,2043,6915,1.6910888075287275e-05
1006,1916,7078,1.5045426812818289e-05
977,1795,7228,1.311501583780717e-05
954,1661,7385,1.4514758985582427e-05
931,1568,7501,1.3015410245730946e-05
912,1468,7620,1.3444715330560735e-05
894,1369,7737,1.2256043455027675e-05
879,1287,7834,1.0607519139942348e-05
867,1181,7952,8.789689108696226e-06
858,1106,8036,9.484186699376573e-06
849,1018,8133,1.3884357188973043e-05
837,948,8215,1.3863053198836511e-05
826,886,8288,1.0931410862542973e-05
818,825,8357,5.927243091057272e-06
814,766,8420,1.2830300036566355e-05
806,710,8484,8.737287247055534e-06
801,657,8542,9.501061268543696e-06
796,616,8588,8.157671474254388e-06
792,561,8647,2.250670699868561e-05
782,526,8692,1.2155630974492623e-05
777,488,8735,1.054919087705973e-05
773,444,8783,2.9136510378424995e-06
772,411,8817,3.1516710159726685e-06
771,381,8848,6.8084874604682194e-06
769,351,8880,1.4819260592992712e-05
765,321,8914,8.144483130739315e-06
763,294,8943,0.0
763,265,8972,4.9457207151512155e-06
762,252,8986,0.0
762,225,9013,5.832604257801108e-06
761,213,9026,0.0
761,196,9043,6.7043900345946525e-06
760,182,9058,0.0
760,167,9073,0.0
760,160,9080,8.223684210526316e-06
759,152,9089,0.0
759,144,9097,0.0
759,129,9112,0.0
759,119,9122,1.1071622324819255e-05
758,114,9128,0.0
758,105,9137,1.2564392511622064e-05
757,102,9141,0.0
757,95,9148,0.0
757,87,9156,0.0
757,79,9164,0.0
757,76,9167,0.0
757,71,9172,0.0
757,63,9180,0.0
757,58,9185,0.0
757,56,9187,0.0
757,54,9189,2.446303635207202e-05
756,49,9195,0.0
756,46,9198,0.0
756,45,9199,0.0
756,43,9201,3.0761658668635414e-05
755,42,9203,0.0
755,39,9206,0.0
755,36,9209,0.0
755,34,9211,0.0
755,30,9215,0.0
755,28,9217,0.0
755,25,9220,0.0
755,21,9224,0.0
755,19,9226,0.0
755,19,9226,0.0
755,18,9227,0.0
755,15,9230,0.0
755,12,9233,0.0
755,11,9234,0.0
755,10,9235,0.0
755,10,9235,0.0
755,10,9235,0.0
755,9,9236,0.0
755,8,9237,0.0
755,7,9238,0.0
755,7,9238,0.0
755,6,9239,0.0
755,5,9240,0.0
755,4,9241,0.0
755,4,9241,0.0
755,4,9241,0.0
755,4,9241,0.0
755,4,9241,0.0
755,4,9241,0.0
755,4,9241,0.0
755,4,9241,0.0
755,4,9241,0.0
755,3,9242,0.0
755,2,9243,0.0
755,2,9243,0.0
755,2,9243,0.0
755,1,9244,0.0
755,1,9244,0.0
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
755,0,9245,
