S,I,R,Beta
9940,60,0,1.1737089201877934e-05
9933,63,4,1.917609891031818e-05
9921,67,12,2.106191148882139e-05
9907,77,16,2.2285174197963137e-05
9890,86,24,3.1744538763609e-05
9863,102,35,3.976040380666106e-05
9823,135,42,3.0917612104622186e-05
9782,167,51,3.67288322557502e-05
9722,214,64,4.325866567203779e-05
9632,291,77,2.9968832414289138e-05
9548,350,102,3.23179125022443e-05
9440,430,130,3.473590855340954e-05
9299,529,172,3.0086370244091943e-05
9151,628,221,3.097360839753687e-05
8973,763,264,3.125730767371285e-05
8759,920,321,2.6804727559727386e-05
8543,1058,399,2.3455234909709514e-05
8331,1183,486,2.932351066751776e-05
8042,1389,569,2.3902589160686094e-05
7775,1554,671,2.2181115428703854e-05
7507,1715,778,1.918520362530443e-05
7260,1829,911,2.3496559109661154e-05
6948,1998,1054,1.8441008654019594e-05
6692,2093,1215,2.0347904908314483e-05
6407,2198,1395,1.7184343841393902e-05
6165,2249,1586,1.7165419469119733e-05
5927,2313,1760,1.670417081261998e-05
5698,2367,1935,1.6460092505719883e-05
5476,2414,2110,1.6188740745940862e-05
5262,2427,2311,1.5738938462629887e-05
5061,2428,2511,1.6357278109860363e-05
4860,2416,2724,1.5074401111928706e-05
4683,2395,2922,1.3106527987118156e-05
4536,2339,3125,1.545754716625459e-05
4372,2305,3323,1.4090852258406384e-05
4230,2279,3491,1.4003902420807932e-05
4095,2239,3666,1.17791989163137e-05
3987,2158,3855,1.2552380035857966e-05
3879,2091,4030,1.1342636514486705e-05
3787,2019,4194,1.2424873655383443e-05
3692,1952,4356,1.4153331083601229e-05
3590,1901,4509,1.1868844868336413e-05
3509,1830,4661,1.1212385949011676e-05
3437,1772,4791,1.1493565901808168e-05
3367,1693,4940,1.0701132969295993e-05
3306,1610,5084,9.9574273013869e-06
3253,1526,5221,9.468022057671133e-06
3206,1447,5347,1.0131314773052082e-05
3159,1381,5460,1.0544221663378475e-05
3113,1327,5560,1.0651300390636441e-05
3069,1275,5656,1.0477961142097765e-05
3028,1227,5745,8.612902774323645e-06
2996,1150,5854,8.707261856388228e-06
2966,1082,5952,1.184091297178248e-05
2928,1038,6034,1.0528864883076955e-05
2896,983,6121,9.133164346374555e-06
2870,915,6215,9.520001523200244e-06
2845,876,6279,1.0833714519584949e-05
2818,838,6344,7.198863087787171e-06
2801,781,6418,8.22826674760843e-06
2783,742,6475,9.685295687234683e-06
2763,698,6539,9.851838716066897e-06
2744,674,6582,5.406995354309591e-06
2734,634,6632,6.922986391716416e-06
2722,599,6679,1.1653024450498565e-05
2703,574,6723,7.734340860136046e-06
2691,539,6770,7.583858515535534e-06
2680,508,6812,7.345163944059231e-06
2670,471,6859,9.542212361936116e-06
2658,445,6897,1.3527109172225464e-05
2642,424,6934,1.3390370359790325e-05
2627,409,6964,1.0237862780994432e-05
2616,389,6995,4.91340613035856e-06
2611,361,7028,6.365568217142263e-06
2605,347,7048,5.531371171599728e-06
2600,327,7073,9.409550693954363e-06
2592,310,7098,1.4934289127837514e-05
2580,306,7114,8.866595733900796e-06
2573,289,7138,6.724072313363287e-06
2568,266,7166,1.0247581570749304e-05
2561,256,7183,3.0505661850839517e-06
2559,240,7201,8.141200989970041e-06
2554,222,7224,7.054823029764298e-06
2550,207,7243,5.683432793407218e-06
2547,185,7268,1.0611318031812732e-05
2542,173,7285,2.2739365935520254e-06
2541,157,7302,5.0133229056216895e-06
2539,145,7316,8.148741698469395e-06
2536,135,7329,8.762705923589205e-06
2533,128,7339,2.1590011843663638e-05
2526,122,7352,9.734823410303337e-06
2523,116,7361,2.0501045553323218e-05
