S,E,I,R,Beta
9930,0,70,0,3.452740612861459e-05
9906,24,64,6,4.574247930547143e-05
9877,52,57,14,3.730090641202581e-05
9856,70,54,20,3.569925444925445e-05
9837,81,56,26,6.35356307817424e-05
9802,104,62,32,8.885612547801305e-05
9748,142,73,37,6.464269453235227e-05
9702,170,86,42,6.232232145853408e-05
9650,206,96,48,6.584628670120898e-05
9589,247,106,58,6.0997566000350245e-05
9527,274,130,69,6.297890206780728e-05
9449,322,155,74,6.554713077676764e-05
9353,379,183,85,7.30311246968478e-05
9228,460,218,94,7.903747270970282e-05
9069,573,244,114,6.869013338539322e-05
8917,670,286,127,6.430711824902696e-05
8753,767,325,155,6.854792642522564e-05
8558,873,394,175,6.050087607641142e-05
8354,1010,425,211,6.083735864467884e-05
8138,1119,499,244,5.983951190658535e-05
7895,1244,567,294,5.5847638705987875e-05
7645,1365,650,340,5.3327966997031744e-05
7380,1489,731,400,5.0048380100764075e-05
7110,1608,813,469,5.432121831766841e-05
6796,1756,924,524,4.888921163200151e-05
6489,1887,1027,597,4.7267467692685835e-05
6174,2010,1140,676,4.603345097437471e-05
5850,2138,1243,769,4.345703460747709e-05
5534,2249,1351,866,4.440619685802082e-05
5202,2364,1435,999,4.608251717712432e-05
4858,2442,1580,1120,4.299315757383098e-05
4528,2529,1694,1249,3.6243069490740546e-05
4250,2550,1794,1406,3.803528100203292e-05
3960,2590,1890,1560,3.313558869114425e-05
3712,2566,2004,1718,3.710251909973157e-05
3436,2580,2106,1878,3.468663732536453e-05
3185,2559,2215,2041,3.0759308411678616e-05
2968,2532,2282,2218,3.0119699228227e-05
2764,2470,2375,2391,2.8943560057887122e-05
2574,2412,2425,2589,3.2041269154671214e-05
2374,2389,2419,2818,3.0473438828315433e-05
2199,2326,2463,3012,2.6771848644153572e-05
2054,2206,2526,3214,2.698324956961717e-05
1914,2133,2523,3430,2.6092239795138644e-05
1788,2032,2562,3618,2.466787866721853e-05
1675,1945,2562,3818,2.4234797907418413e-05
1571,1866,2535,4028,2.5361049696357926e-05
1470,1801,2501,4228,2.393600382976061e-05
1382,1675,2498,4445,2.4042388759053552e-05
1299,1604,2446,4651,2.1086728139200103e-05
1232,1515,2408,4845,2.29214307287397e-05
1164,1436,2347,5053,2.4158939466482765e-05
1098,1348,2329,5225,2.3071731185394265e-05
1039,1279,2278,5404,1.985768378286341e-05
992,1198,2227,5583,2.4896070223213637e-05
937,1119,2160,5784,2.421044310051781e-05
888,1060,2102,5950,1.9822391373295274e-05
851,1005,2010,6134,2.3969459400997363e-05
810,944,1960,6286,2.7714789619551523e-05
766,899,1895,6440,1.9289458999565987e-05
738,827,1836,6599,1.9926669854933842e-05
711,778,1752,6759,2.087226814121213e-05
685,714,1681,6920,2.0842651011519908e-05
