S,E,I,R,Beta
9940,0,60,0,2.012072434607646e-05
9928,12,55,5,1.6482308988352502e-05
9919,21,50,10,2.4195987498739794e-05
9907,32,45,16,2.2430828931283156e-05
9897,37,44,22,3.214931981224797e-05
9883,47,43,27,9.412451261150813e-06
9879,47,42,32,3.374160677531464e-05
9865,53,48,34,2.5342118601115053e-05
9853,59,47,41,3.2391041933442886e-05
9838,68,50,44,3.6592803415328316e-05
9820,79,54,47,3.583012747982198e-05
9801,92,57,50,3.0430120807579606e-05
9784,100,61,55,4.356393174537217e-05
9758,123,60,59,5.9780009564801534e-05
9723,147,67,63,5.372704511997249e-05
9688,167,77,68,4.557787381899686e-05
9654,179,95,72,5.7788972119546844e-05
9601,213,105,81,3.967840651519435e-05
9561,234,114,91,3.11939769935245e-05
9527,241,131,101,3.445410672920755e-05
9484,260,147,109,4.303703767462278e-05
9424,294,160,122,2.78544142614601e-05
9382,305,178,135,3.772464125662576e-05
9319,336,196,149,2.9016864820829073e-05
9266,357,210,167,2.8779048852435426e-05
9210,375,230,185,3.587782655903319e-05
9134,420,241,205,2.8619530149085037e-05
9071,439,271,219,2.928923567705526e-05
8999,467,283,251,3.259097889557418e-05
8916,497,310,277,2.713498024573438e-05
8841,514,349,296,3.370594608539466e-05
8737,580,363,320,2.396319001769177e-05
8661,599,396,344,2.769876341057498e-05
8566,627,446,361,2.4866271807720376e-05
8471,654,460,415,2.130029307150226e-05
8388,680,480,452,2.6327292958194247e-05
8282,709,529,480,2.282491147358085e-05
8182,735,540,543,2.602822817929149e-05
8067,803,544,586,2.4382196165933833e-05
7960,839,581,620,2.443370034336917e-05
7847,884,598,671,2.6212006974524913e-05
7724,916,657,703,2.5026267728253355e-05
7597,973,690,740,2.2320023350178273e-05
7480,990,725,805,2.3234372118753456e-05
7354,1011,773,862,2.2340896753040914e-05
7227,1043,810,920,1.9815950815443458e-05
7111,1072,839,978,2.0783995786882918e-05
6987,1084,894,1035,1.95313187898651e-05
6865,1100,929,1106,1.9756694736330444e-05
6739,1118,981,1162,1.8151678145334134e-05
6619,1125,1019,1237,1.6308954461099512e-05
6509,1116,1051,1324,1.9149361953492192e-05
6378,1144,1059,1419,1.8950884932299446e-05
6250,1151,1091,1508,1.686526122823098e-05
6135,1134,1124,1607,1.696699701554873e-05
6018,1132,1148,1702,1.852746059151234e-05
5890,1161,1146,1803,1.4666797038195895e-05
5791,1153,1169,1887,1.3885444199052864e-05
5697,1135,1186,1982,1.4652248853794533e-05
5598,1131,1178,2093,1.4406066682801461e-05
5503,1121,1190,2186,1.66448552890173e-05
5394,1107,1239,2260,1.466370878712275e-05
5296,1089,1248,2367,1.4978648617243783e-05
5197,1073,1256,2474,1.669875687713024e-05
5088,1070,1260,2582,1.5442497753818508e-05
4989,1047,1284,2680,1.3269067337550711e-05
4904,1011,1303,2782,1.596266114462922e-05
4802,1009,1294,2895,1.4644851095660168e-05
4711,1005,1280,3004,1.3930163447251114e-05
4627,983,1272,3118,1.3252810615297413e-05
4549,963,1261,3227,1.2377340123553747e-05
4478,953,1252,3317,1.3199069073225582e-05
4404,934,1241,3421,1.2990900514586037e-05
4333,904,1238,3525,1.3608602426357887e-05
4260,895,1218,3627,1.11781801922647e-05
4202,847,1226,3725,1.552899924140839e-05
4122,852,1184,3842,1.1474356452522391e-05
4066,825,1178,3931,1.6702340081357098e-05
3986,823,1169,4022,1.352037520543459e-05
3923,807,1162,4108,1.5136471745472112e-05
3854,804,1138,4204,1.1400293489155585e-05
3804,787,1105,4304,9.753962249787078e-06
3763,744,1091,4402,1.4614779975705363e-05
3703,727,1077,4493,1.1283480908726419e-05
3658,701,1080,4561,1.1896806593362088e-05
3611,672,1067,4650,1.0641232908817351e-05
3570,639,1056,4735,1.0875562346150582e-05
3529,617,1037,4817,1.4482563949400655e-05
3476,620,1009,4895,1.3400682693503007e-05
3429,604,975,4992,8.674129409037545e-06
3400,575,947,5078,8.696192310081372e-06
3372,548,941,5139,1.0715235678457208e-05
3338,532,923,5207,1.2009189301824683e-05
3301,509,919,5271,8.900260711710997e-06
3274,473,925,5328,9.575855635721244e-06
3245,453,902,5400,1.195767665759022e-05
3210,441,874,5475,1.140600383526879e-05
3178,431,846,5545,7.4388489422700685e-06
3158,402,821,5619,1.5042129533562847e-05
3119,405,780,5696,9.454049210381368e-06
3096,388,765,5751,8.444376889429329e-06
3076,369,737,5818,9.704403858470975e-06
3054,350,730,5866,7.62530164796225e-06
3037,333,718,5912,1.2382106297172386e-05
3010,330,682,5978,1.120409972623026e-05
2987,320,651,6042,6.171134825410882e-06
2975,300,628,6097,9.099181073703366e-06
2958,277,629,6136,1.4511588309464459e-05
2931,282,604,6183,9.037893628510938e-06
2915,266,589,6230,7.571632007035793e-06
2902,250,578,6270,1.0134998175700329e-05
2885,249,544,6322,9.55754918951983e-06
2870,245,529,6356,1.3173234621895233e-05
2850,246,500,6404,6.31578947368421e-06
2841,226,487,6446,1.0841542187693115e-05
2826,213,487,6474,9.44587585793984e-06
2813,211,469,6507,1.2885650463845517e-05
2796,213,437,6554,9.821156735840347e-06
2784,206,421,6589,9.38515302918612e-06
