S,I,R,Beta
9940,60,0,3.856472166331321e-05
9917,78,5,5.041847332862761e-05
9878,108,14,6.467796000089986e-05
9809,162,29,5.7266632180826626e-05
9718,243,39,6.0131934545965785e-05
9576,363,61,5.667290356285572e-05
9379,539,82,5.123355160672572e-05
9120,760,120,4.40039242843952e-05
8815,1007,178,3.807719193101494e-05
8477,1270,253,3.371791573121898e-05
8114,1538,348,3.533842997365564e-05
7673,1853,474,3.108720319193837e-05
7231,2156,613,3.078889618984844e-05
6751,2449,800,2.836716596709445e-05
6282,2726,992,2.5168277086029726e-05
5851,2912,1237,2.377023933168182e-05
5446,3063,1491,2.3439704029075303e-05
5055,3205,1740,2.314632644652967e-05
4680,3338,1982,2.2020453416498953e-05
4336,3409,2255,2.4219588045103097e-05
3978,3477,2545,1.879766382633966e-05
3718,3470,2812,1.7982460899774135e-05
3486,3441,3073,1.9174134992246148e-05
3256,3379,3365,1.9087397009859275e-05
3046,3339,3615,1.5436659845039532e-05
2889,3214,3897,1.744703371348481e-05
2727,3101,4172,1.7856241176090092e-05
2576,3038,4386,1.4950380071884495e-05
2459,2921,4620,1.5871382769163686e-05
2345,2810,4845,1.5934562065119243e-05
2240,2673,5087,1.670140559029448e-05
2140,2541,5319,1.5263694108214074e-05
2057,2398,5545,1.5204697805617467e-05
1982,2289,5729,1.3445606350558257e-05
1921,2180,5899,1.3372240184536915e-05
1865,2066,6069,1.29765980031611e-05
1815,1941,6244,1.703135045835622e-05
1755,1836,6409,1.7379538076705832e-05
1699,1754,6547,1.5436003336861243e-05
1653,1669,6678,1.1599006400114251e-05
1621,1552,6827,9.142250233723614e-06
1598,1454,6948,1.3341986974777618e-05
1567,1378,7055,1.1114579271494901e-05
1543,1285,7172,7.060882459002752e-06
1529,1193,7278,1.3157195039518183e-05
1505,1131,7364,1.2337301832089322e-05
1484,1058,7458,1.019061546222084e-05
1468,980,7552,6.9510092865484064e-06
1458,916,7626,1.198028045836553e-05
1442,864,7694,1.6052807314943237e-05
1422,819,7759,1.202110906752257e-05
1408,772,7820,3.679934055581724e-06
1404,725,7871,6.876903428627566e-06
1397,674,7929,1.1682515946634267e-05
1386,628,7986,9.191091993639764e-06
1378,583,8039,7.46850159452509e-06
1372,542,8086,4.034296902735791e-06
1369,504,8127,1.3043931962850881e-05
1360,475,8165,4.6439628482972135e-06
1357,445,8198,6.623997085441282e-06
1353,408,8239,3.6230308827152442e-06
1351,383,8266,3.8652347260418255e-06
1349,348,8303,1.704114584664673e-05
1341,324,8335,1.1507903628211855e-05
1336,295,8369,5.074596569572719e-06
1334,273,8393,1.0983519229396291e-05
1330,253,8417,0.0
1330,237,8433,0.0
1330,218,8452,1.0346968338276885e-05
1327,206,8467,1.0974458776274683e-05
1324,187,8489,4.038967962906118e-06
1323,176,8501,1.2883941455370026e-05
1320,167,8513,4.536381781890764e-06
1319,151,8530,5.02086168028157e-06
1318,141,8541,5.3810307902581815e-06
1317,128,8555,1.7796127562642368e-05
1314,119,8567,0.0
1314,113,8573,6.734823076197789e-06
1313,107,8580,2.8471574691617258e-05
1309,104,8587,7.345595580889699e-06
1308,88,8604,8.687795385043092e-06
