S,I,R,Beta
9930,70,0,2.8772838440512156e-05
9910,86,4,3.754722737192875e-05
9878,112,10,3.434761229861453e-05
9840,143,17,5.401102962078572e-05
9764,204,32,5.0706476773421374e-05
9663,290,47,5.317117907981743e-05
9514,409,77,5.062671764631507e-05
9317,573,110,4.870153284328353e-05
9057,777,166,4.731935834950078e-05
8724,1048,228,4.1891106747727597e-05
8341,1339,320,3.760543287479477e-05
7921,1651,428,3.6627596975004e-05
7442,2014,544,2.722143597344789e-05
7034,2245,721,2.7293457865803578e-05
6603,2480,917,2.5587098728339513e-05
6184,2716,1100,2.589941832883378e-05
5749,2932,1319,2.556942698617495e-05
5318,3152,1530,2.231192597499537e-05
4944,3292,1764,2.3593530653894703e-05
4560,3379,2061,2.2844919341858643e-05
4208,3446,2346,2.0343750068961865e-05
3913,3472,2615,2.0977575634096907e-05
3628,3496,2876,2.1208676982230756e-05
3359,3450,3191,2.088268161245367e-05
3117,3423,3460,1.9213662582404352e-05
2912,3356,3732,1.9748948905683112e-05
2719,3287,3994,1.8014282304839028e-05
2558,3144,4298,1.6164425531237627e-05
2428,2980,4592,1.644682286080736e-05
2309,2865,4826,1.4965341629272207e-05
2210,2735,5055,1.6709819914465575e-05
2109,2623,5268,1.5365406540637796e-05
2024,2483,5493,1.7112411831282762e-05
1938,2361,5701,1.6391228463564923e-05
1863,2254,5883,1.3335867148091471e-05
1807,2134,6059,1.5559609121872714e-05
1747,2025,6228,1.3568233373614026e-05
1699,1920,6381,1.4101432215028447e-05
1653,1814,6533,1.3673311896248243e-05
1612,1699,6689,1.35096254255532e-05
1575,1587,6838,1.2402356447725068e-05
1544,1489,6967,1.0439248791656952e-05
1520,1398,7082,7.058956403885249e-06
1505,1314,7181,1.1630435332251196e-05
1482,1242,7276,1.629864330093163e-05
1452,1174,7374,9.972733373693573e-06
1435,1098,7467,8.885334754986894e-06
1421,1023,7556,1.444606561403002e-05
1400,976,7624,1.3173302107728337e-05
1382,919,7699,1.023575301285453e-05
1369,862,7769,1.2711024186536823e-05
1354,813,7833,7.267428656561307e-06
1346,739,7915,1.005334303816048e-05
1336,691,7973,4.33286827213879e-06
1332,649,8019,5.783904088988835e-06
1327,597,8076,1.0098217790787648e-05
1319,562,8119,9.443150882664804e-06
1312,519,8169,1.0280088350016449e-05
1305,488,8207,1.0991771873626029e-05
1298,461,8241,8.355922176283219e-06
1293,431,8276,7.1776817164708055e-06
1289,405,8306,9.577718395923724e-06
1284,381,8335,8.176548024954824e-06
1280,363,8357,6.456611570247934e-06
1277,341,8382,1.1482189975129577e-05
1272,319,8409,0.0
1272,292,8436,2.692340828810201e-06
1271,262,8467,9.008954901171765e-06
1268,252,8480,6.259075659706574e-06
1266,236,8498,6.693978097303666e-06
1264,226,8510,2.100369665061051e-05
1258,205,8537,1.1632866726123541e-05
1255,194,8551,4.1072822113607424e-06
1254,181,8565,4.405790971653141e-06
1253,166,8581,4.807738535947461e-06
1252,155,8593,0.0
1252,139,8609,0.0
1252,131,8617,6.097114845255225e-06
1251,125,8624,0.0
1251,118,8631,6.774241623650233e-06
1250,106,8644,0.0
1250,97,8653,0.0
1250,90,8660,0.0
