S,I,R,Beta
9910,90,0,1.0090817356205853e-05
9901,96,3,1.578123421876578e-05
9886,102,12,6.941882559214258e-06
9879,100,21,1.315922664237271e-05
9866,105,29,8.6878457038603e-06
9857,109,34,9.307407858989049e-06
9847,114,39,1.247151594839643e-05
9833,118,49,1.1204056902819458e-05
9820,117,63,1.4796246975473044e-05
9803,125,72,1.1425073956951953e-05
9789,132,79,1.8573723753006623e-05
9765,143,92,2.0767762703246574e-05
9736,151,113,1.0203137668895939e-05
9721,149,130,1.5188870148277892e-05
9699,161,140,1.6009846696111977e-05
9674,176,150,1.1159245963876934e-05
9655,182,163,1.3658014693747475e-05
9631,193,176,1.5063619583351041e-05
9603,208,189,1.351741042462692e-05
9576,218,206,1.197565779893158e-05
9551,228,221,1.6072533968152505e-05
9516,242,242,1.2158730489579968e-05
9488,247,265,1.109434632111476e-05
9462,246,292,1.1170054630159491e-05
9436,257,307,1.2370868748381478e-05
9406,271,323,1.8046108592066145e-05
9360,294,346,1.0538403395546252e-05
9331,305,364,1.827154680941898e-05
9279,339,382,1.684903361255043e-05
9226,369,405,1.4393163658495462e-05
9177,385,438,1.2170460029237408e-05
9134,395,471,1.2472525797340858e-05
9089,407,504,1.2975697869525574e-05
9041,433,526,7.663318733008187e-06
9011,431,558,1.3389152366236574e-05
8959,459,582,1.653623709656749e-05
8891,490,619,1.28540900107653e-05
8835,513,652,1.4341330279733163e-05
8770,537,693,1.1890884150937788e-05
8714,559,727,1.1906897912310213e-05
8656,578,766,1.1992401614337155e-05
8596,593,811,1.2947706176526672e-05
8530,620,850,1.1345157508603412e-05
8470,639,891,1.0531508610894015e-05
8413,647,940,1.304377140625267e-05
8342,664,994,1.2637459451808673e-05
8272,686,1042,1.0749671518234263e-05
8211,699,1090,1.0453892323863676e-05
8151,709,1140,1.0555351658462044e-05
8090,718,1192,8.435738609170509e-06
8041,709,1250,1.2804616116731792e-05
7968,720,1312,1.0807117358322177e-05
7906,718,1376,1.1450701734235202e-05
7841,729,1430,8.922184381663756e-06
7790,720,1490,1.016260162601626e-05
7733,711,1556,1.0185220045313317e-05
7677,714,1609,1.02164090854526e-05
7621,710,1669,1.1273519611303829e-05
7560,719,1721,8.094722976503227e-06
7516,716,1768,1.1892692237937093e-05
7452,722,1826,7.992054039667353e-06
7409,710,1881,1.1596098388142325e-05
7348,715,1937,1.084924873710938e-05
7291,708,2001,9.104948675210596e-06
7244,689,2067,8.815663671211008e-06
7200,671,2129,1.014240768339129e-05
7151,664,2185,1.0319561001662924e-05
7102,667,2231,8.86630748269909e-06
7060,662,2278,9.414342322603835e-06
7016,653,2331,6.1116048899823815e-06
6988,615,2397,6.980607871333435e-06
6958,597,2445,1.0351652870080016e-05
6915,598,2487,1.064043316236092e-05
6871,605,2524,9.14130655732381e-06
6833,590,2577,7.441454357839696e-06
6803,562,2635,8.108208488718866e-06
6772,550,2678,6.980615368093218e-06
6746,538,2716,1.10212633233297e-05
6706,535,2759,7.804421204612413e-06
6678,529,2793,8.209106900122344e-06
6649,515,2836,7.88497284794998e-06
6622,508,2870,6.242612908058797e-06
6601,484,2915,8.451011053922459e-06
6574,457,2969,6.657084902463721e-06
6554,450,2996,7.79846065168006e-06
6531,430,3039,7.121670174089228e-06
6511,414,3075,9.274531320834233e-06
6486,408,3106,6.8019807367905535e-06
6468,397,3135,1.3240927238768189e-05
6434,404,3162,6.924845422061634e-06
6416,394,3190,7.911692849095536e-06
6396,382,3222,6.548595489982286e-06
6380,369,3251,5.946767931629159e-06
6366,358,3276,7.898103928516895e-06
6348,345,3307,1.0501995379122034e-05
6325,339,3336,8.861217018200474e-06
6306,337,3357,7.528979512705624e-06
6290,331,3379,6.244026148060269e-06
6277,319,3404,5.992919365769344e-06
6265,315,3420,8.107526064429496e-06
6249,310,3441,7.743174391773651e-06
6234,293,3473,6.022242880340224e-06
6223,283,3494,7.381712318771865e-06
6210,269,3521,7.782147753054492e-06
6197,267,3536,6.648136497121055e-06
6186,261,3553,6.193691601230315e-06
6176,238,3586,8.163887316584665e-06
6164,238,3598,5.4531871152094845e-06
6156,229,3615,6.3842284021553155e-06
6147,214,3639,8.36210658189011e-06
6136,213,3651,5.355907719240257e-06
6129,200,3671,7.342143906020558e-06
6120,197,3683,9.953219866626854e-06
6108,192,3700,8.52706832569308e-06
6098,189,3713,3.4706495841294137e-06
6094,176,3730,5.594176089745502e-06
6088,167,3745,3.934312714911832e-06
6084,154,3762,4.269235038465808e-06
6080,154,3766,2.136021872863978e-06
6078,138,3784,0.0
6078,129,3793,3.82622802788555e-06
6075,127,3798,5.184537118045429e-06
6071,123,3806,6.695833718343772e-06
6066,122,3812,6.756281990995227e-06
6061,117,3822,1.1281317996381517e-05
6053,112,3835,8.850392957447311e-06
6047,110,3843,3.0067501540959455e-06
6045,98,3857,1.0128120727199068e-05
6039,95,3866,5.229168300781761e-06
6036,94,3870,7.049899186441634e-06
6032,89,3879,3.7254492891842757e-06
6030,83,3887,5.994125756758377e-06
6027,77,3896,4.3096110791481624e-06
6025,73,3902,0.0
6025,70,3905,9.48429164196799e-06
6021,69,3910,2.4070343170882586e-06
6020,67,3913,9.917191451380968e-06
6016,65,3919,7.671849427168575e-06
6013,62,3925,8.047080787326384e-06
6010,60,3930,5.546311702717693e-06
6008,57,3935,2.92008316396851e-06
6007,51,3942,6.52833132587145e-06
