S,I,R,Beta
9910,90,0,7.84841349927122e-06
9903,90,7,1.458592794551595e-05
9890,97,13,1.355112422211335e-05
9877,102,21,5.955606906121768e-06
9871,96,33,1.0552797757741533e-05
9861,96,43,1.161984923773789e-05
9850,100,50,8.121827411167512e-06
9842,103,55,9.864598520704805e-06
9832,107,61,1.3307681193584938e-05
9818,116,66,1.229269252112587e-05
9804,113,83,1.4442362337207498e-05
9788,123,89,1.4951109870722737e-05
9770,130,100,1.4172112432091961e-05
9752,137,111,1.5718280509930958e-05
9731,145,124,1.3465674931519957e-05
9712,153,135,2.153524781686425e-05
9680,173,147,1.9705727798213347e-05
9647,198,155,1.1517685405940822e-05
9625,202,173,1.2344091552012344e-05
9601,217,182,1.583936389114613e-05
9568,228,204,2.20031684562577e-05
9520,258,222,1.709986320109439e-05
9478,279,243,1.9286315564964253e-05
9427,309,264,1.5448294044888622e-05
9382,334,284,1.8190010939536403e-05
9325,366,309,1.3771077806589607e-05
9278,374,348,1.4985711700267323e-05
9226,397,377,1.938449055101643e-05
9155,438,407,1.7456837968123815e-05
9085,471,444,1.963059428118723e-05
9001,514,485,1.642705501377495e-05
8925,548,527,1.881044388558343e-05
8833,604,563,1.6681874037980692e-05
8744,649,607,1.2863762534238753e-05
8671,659,670,1.7150290268662798e-05
8573,700,727,1.6163703321057807e-05
8476,745,779,1.1718836604577947e-05
8402,766,832,1.6003898114523275e-05
8299,796,905,1.256432784479089e-05
8216,820,964,1.3061961194100744e-05
8128,848,1024,1.030098610904769e-05
8057,836,1107,9.798605984988536e-06
7991,839,1170,1.2379839118770238e-05
7908,850,1242,1.3835579755422654e-05
7815,882,1303,1.1896419903000655e-05
7733,889,1378,1.1346053617085528e-05
7655,879,1466,1.3672683390439079e-05
7563,905,1532,1.2857010321403343e-05
7475,918,1607,1.1221136540829636e-05
7398,925,1677,7.89110278161373e-06
7344,892,1764,9.617075529763475e-06
7281,874,1845,1.0371497615969843e-05
7215,885,1900,1.0023060870518497e-05
7151,892,1957,9.876633015044464e-06
7088,883,2029,9.107316786350657e-06
7031,867,2102,9.350582369034021e-06
6974,854,2172,7.051954096480135e-06
6932,820,2248,7.916625617496798e-06
6887,805,2308,7.395335707656968e-06
6846,791,2363,6.2786393671426985e-06
6812,751,2437,1.075098146687173e-05
6757,748,2495,9.694838151601943e-06
6708,739,2553,7.2621465452758524e-06
6672,721,2607,9.146635534845355e-06
6628,701,2671,8.178677413161817e-06
6590,684,2726,8.208432056367525e-06
6553,667,2780,5.9484983587864236e-06
6527,648,2825,7.802348081189815e-06
6494,619,2887,6.716775470136968e-06
6467,596,2937,6.74565657551036e-06
6441,574,2985,7.573433908535639e-06
6413,560,3027,5.569045020159943e-06
6393,545,3062,6.8882679880660755e-06
6369,524,3107,5.69312953128165e-06
6350,501,3149,6.915303251764188e-06
6328,497,3175,1.0174828999280131e-05
6296,480,3224,8.934243964421855e-06
6269,465,3266,7.546949745890771e-06
6247,447,3306,8.236615767962358e-06
6224,441,3335,1.092982180018537e-05
6194,436,3370,7.405805559093885e-06
6174,426,3400,9.885465476152456e-06
6148,418,3434,1.0117266905953e-05
6122,410,3468,6.374451199592035e-06
6106,393,3501,5.83416470180334e-06
6092,381,3527,6.893425912043332e-06
6076,368,3556,5.366803102727767e-06
6064,348,3588,6.160343311194007e-06
6051,337,3612,4.9039151387293075e-06
6041,317,3642,5.221940295467826e-06
6031,305,3664,5.436392844619738e-06
6021,289,3690,9.769727522299404e-06
6004,285,3711,5.844057178255432e-06
5994,276,3730,9.671507256048319e-06
5978,274,3748,6.105110465868769e-06
5968,261,3771,4.493954988546835e-06
5961,249,3790,6.737232439235216e-06
5951,232,3817,5.794447760156219e-06
5943,226,3831,6.700825988483514e-06
5934,218,3848,6.18423453091035e-06
5926,208,3866,8.92416729406267e-06
5915,208,3877,8.127966707848364e-06
5905,203,3892,5.839586557271745e-06
5898,191,3911,9.764602074711633e-06
5887,189,3924,3.5950435135079268e-06
5883,182,3935,3.735852792456566e-06
5879,170,3951,6.003421950511792e-06
5873,160,3967,4.256768261535842e-06
5869,151,3980,1.015550332367056e-05
5860,146,3994,1.168825097012483e-05
5850,140,4010,2.442002442002442e-06
5848,133,4019,2.5714080001645703e-06
5846,130,4024,2.6316482012684546e-06
5844,122,4034,8.415524960447032e-06
5838,120,4042,9.992006394884094e-06
5831,119,4050,7.205763457844122e-06
5826,112,4062,4.597616595556863e-06
5823,111,4066,9.282853177752714e-06
5817,111,4072,1.5487380108318737e-06
5816,107,4077,4.820733008523056e-06
5813,103,4084,8.350884108100525e-06
5808,98,4094,7.027604430201833e-06
5804,97,4099,3.552473587358878e-06
5802,93,4105,9.266363471253887e-06
5797,93,4110,9.274355849614466e-06
5792,92,4116,1.1259908719673313e-05
5786,96,4118,9.001613089065561e-06
5781,91,4128,5.702652303586398e-06
5778,88,4134,3.933415148368419e-06
5776,84,4140,2.061073736974014e-06
5775,80,4145,2.1645021645021643e-06
5774,75,4151,0.0
5774,70,4156,2.474145182839329e-06
5773,68,4159,5.0947106713809725e-06
5771,61,4168,0.0
5771,55,4174,9.451646949480947e-06
5768,52,4180,3.3340445961805186e-06
5767,49,4184,1.4155133182109327e-05
5763,47,4190,7.383861094805085e-06
5761,41,4198,1.693472931952024e-05
5757,41,4202,0.0
5757,37,4206,4.694637315794169e-06
5756,35,4209,4.9637645190112185e-06
5755,35,4210,0.0
5755,34,4211,5.110645474523433e-06
5754,35,4211,4.965489845573266e-06
5753,31,4216,1.1214345390623686e-05
5751,32,4217,0.0
5751,29,4220,5.995958723820145e-06
5750,27,4223,0.0
5750,25,4225,1.391304347826087e-05
5748,24,4228,1.4497796334957086e-05
5746,24,4230,7.2514212785705996e-06
5745,23,4232,7.568017557800734e-06
5744,23,4233,7.5693351096039725e-06
5743,23,4234,7.570653120244684e-06
5742,21,4237,8.293111741387604e-06
5741,21,4238,0.0
5741,19,4240,0.0
5741,17,4242,0.0
5741,16,4243,0.0
5741,14,4245,1.2441834424067485e-05
5740,13,4247,0.0
5740,12,4248,0.0
5740,11,4249,0.0
5740,10,4250,0.0
5740,8,4252,2.1777003484320557e-05
5739,9,4252,0.0
5739,9,4252,0.0
5739,8,4253,0.0
5739,7,4254,0.0
5739,7,4254,2.4892340626789136e-05
5738,7,4255,0.0
5738,7,4255,0.0
5738,7,4255,0.0
5738,6,4256,0.0
5738,6,4256,0.0
5738,5,4257,0.0
5738,4,4258,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,2,4260,0.0
5738,1,4261,0.0
5738,1,4261,0.0
5738,1,4261,0.0
5738,1,4261,0.0001742767514813524
5737,2,4261,0.0
5737,2,4261,0.0
5737,2,4261,0.0
5737,2,4261,0.0
5737,2,4261,0.0
5737,1,4262,0.0
5737,1,4262,0.0
5737,1,4262,0.0
5737,1,4262,0.0
5737,1,4262,0.0
5737,1,4262,0.0
5737,1,4262,0.0
5737,1,4262,0.0
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
5737,0,4263,
