S,E,I,R,Beta
9940,0,60,0,1.6767270288397048e-06
9939,1,51,9,2.1701003572774317e-05
9928,12,43,17,7.0273410415456406e-06
9925,15,42,18,1.1994722322178242e-05
9920,19,39,22,1.2923904052936311e-05
9915,23,39,23,7.758252841460103e-06
9912,25,36,27,1.6814635458703255e-05
9906,29,37,28,1.3641745925210492e-05
9901,34,35,30,2.885711400002886e-06
9900,33,36,31,2.244668911335578e-05
9892,40,36,32,1.1232421260726962e-05
9888,41,37,34,1.0933263360447826e-05
9884,42,38,36,1.331231762124859e-05
9879,40,45,36,8.997761806750571e-06
9875,42,43,40,1.6485133941713276e-05
9868,48,42,42,2.412801358889725e-06
9867,47,39,47,5.197329612045331e-06
9865,46,40,49,7.602635580334516e-06
9862,43,38,57,1.6010417444950847e-05
9856,45,39,60,2.8617216117216117e-05
9845,52,39,64,7.813415634644685e-06
9842,50,42,66,1.693422746054325e-05
9835,54,39,72,1.8249840313897253e-05
9828,58,40,74,7.631257631257631e-06
9825,55,42,78,1.2116806009935782e-05
9820,51,48,81,1.4850644942294637e-05
9813,52,51,84,1.3987047993557965e-05
9806,52,56,86,1.092625506249818e-05
9800,51,56,93,1.2755102040816327e-05
9793,57,50,100,4.084550188910446e-06
9791,49,56,104,1.2766826677561025e-05
9784,53,55,108,1.4866572511707426e-05
9776,53,62,109,2.1448181194234728e-05
9763,60,60,117,3.755676192427191e-05
9741,79,56,124,3.2997492190593515e-05
9723,91,57,129,2.8869870861458902e-05
9707,96,66,131,4.5265678313993964e-05
9678,116,71,135,2.3284987877253185e-05
9662,116,85,137,1.826439538763135e-05
9647,117,95,141,1.7458386299531352e-05
9631,121,101,147,2.2616735767647992e-05
9609,123,115,153,2.081382037673015e-05
9586,134,117,163,2.4073568826333273e-05
9559,144,127,170,2.141692744521591e-05
9533,154,138,175,2.432435308622831e-05
9501,174,140,185,1.4284210684589592e-05
9482,178,137,203,1.077723908689072e-05
9468,177,143,212,1.6987659573210903e-05
9445,183,147,225,1.8006143696229154e-05
9420,195,143,242,1.558950603536591e-05
9399,198,147,256,1.447541459396824e-05
9379,199,156,266,1.9820603038430098e-05
9350,209,168,273,1.9735166793990322e-05
9319,217,170,294,2.272397316046281e-05
9283,230,171,316,2.267869393401634e-05
9247,241,182,330,1.7825799160286022e-05
9217,249,190,344,1.0849517196484757e-05
9198,240,202,360,1.7222857315085716e-05
9166,249,211,374,1.4477571656223857e-05
9138,241,236,385,1.622949056092829e-05
9103,252,241,404,1.4586409204388868e-05
9071,260,238,431,1.8064771934570324e-05
9032,277,242,449,1.2810283363467999e-05
9004,285,237,474,1.7338754271425547e-05
8967,294,247,492,1.851141996587578e-05
8926,306,260,508,1.163411985728813e-05
8899,298,271,532,1.4513011744343762e-05
8864,305,285,546,1.583380834758376e-05
8824,313,298,565,1.6732888339914936e-05
8780,317,316,587,1.585882760012687e-05
8736,322,331,611,1.1758131093478525e-05
8702,324,336,638,1.470652614067921e-05
8659,331,348,662,1.1946907941109708e-05
8623,328,356,693,1.140143879642503e-05
8588,327,356,729,1.2102070827860145e-05
8551,327,360,762,1.5917566496446158e-05
8502,345,367,786,1.570395040884754e-05
8453,356,372,819,1.1766516691280948e-05
8416,362,366,856,1.136269193209915e-05
8381,361,367,891,1.365486420400107e-05
8339,360,376,925,1.3714078681815515e-05
8296,364,389,951,1.2084989080127816e-05
8257,358,409,976,9.475549085861207e-06
8225,352,412,1011,1.3279428689467938e-05
8180,364,406,1050,1.53564503113445e-05
8129,372,413,1086,1.0425115353901391e-05
8094,375,419,1112,1.4448370076423031e-05
8045,391,420,1144,1.3317943709491254e-05
8000,398,421,1181,1.2470308788598575e-05
7958,380,456,1206,9.369364602760987e-06
7924,379,449,1248,1.2085862464009426e-05
7881,389,452,1278,1.1228977949656e-05
7841,392,454,1313,1.2079282793988675e-05
7798,397,453,1352,1.2455789026110165e-05
7754,398,455,1393,1.3605172232977237e-05
7706,410,453,1431,1.1458632332020747e-05
7666,409,454,1471,8.619788045158495e-06
7636,410,445,1509,1.442016232982737e-05
7587,417,450,1546,1.2594642883294524e-05
7544,422,457,1577,9.861910054739401e-06
7510,417,445,1628,1.1071380481455437e-05
7473,410,450,1667,9.515738138781093e-06
7441,406,453,1700,1.0383374970666966e-05
7406,408,454,1732,1.011205344874557e-05
7372,403,455,1770,7.751337105650725e-06
7346,394,461,1799,6.496371186113357e-06
7324,369,476,1831,9.465828931244809e-06
7291,364,476,1869,1.0949380437952166e-05
7253,375,461,1911,9.570428333492342e-06
7221,358,480,1941,8.655310898767484e-06
7191,348,477,1984,9.620691132958826e-06
7158,357,462,2023,8.466898659689942e-06
7130,347,467,2056,6.907508461697866e-06
7107,338,463,2092,6.381929293693651e-06
7086,315,472,2127,8.670713797078986e-06
7057,311,461,2171,1.1065765380568577e-05
7021,316,461,2202,7.723961675555917e-06
6996,317,455,2232,7.853781438687099e-06
6971,312,447,2270,7.3811703776303045e-06
6948,305,449,2298,8.65481149820557e-06
6921,307,438,2334,8.247020021785329e-06
6896,303,432,2369,6.37782504081808e-06
6877,286,442,2395,8.553661394760028e-06
6851,279,431,2439,6.43461198104431e-06
6832,270,431,2467,7.131718078429881e-06
6811,269,421,2499,8.718605608992859e-06
6786,263,425,2526,7.628161786376797e-06
6764,258,427,2551,1.1079457715942093e-05
6732,266,417,2585,6.411982713294605e-06
6714,257,413,2616,9.015890326382442e-06
6689,253,412,2646,6.894379556640594e-06
6670,254,399,2677,7.890791446382072e-06
6649,249,403,2699,6.717553377492539e-06
6631,239,398,2732,1.098843637581665e-05
6602,239,403,2756,8.644647121745948e-06
6579,236,391,2794,9.718592327987719e-06
6554,240,375,2831,5.696266910792391e-06
6540,233,364,2863,9.661592230399569e-06
6517,240,345,2898,8.00581756076082e-06
6499,241,335,2925,6.430380793371196e-06
6485,228,339,2948,6.368224379837292e-06
6471,223,331,2975,8.403749753139851e-06
6453,221,321,3005,9.655244994600304e-06
6433,219,317,3031,7.845979499436316e-06
6417,213,308,3062,4.553651117465984e-06
6408,198,304,3090,8.213417438727906e-06
6392,187,308,3113,9.650862279147636e-06
6373,192,306,3129,6.1534106817056025e-06
6361,182,294,3163,7.486094579318915e-06
6347,173,287,3193,8.234568829741506e-06
6332,160,298,3210,7.419435529344927e-06
6318,158,293,3231,4.321581871828364e-06
6310,151,281,3258,6.767769625121961e-06
6298,143,276,3283,8.629378546674582e-06
6283,145,268,3304,9.502067887524022e-06
6267,146,254,3333,9.423187826749038e-06
6252,151,249,3348,1.0277835590602975e-05
6236,154,243,3367,5.939229800679448e-06
6227,153,233,3387,6.892316514472831e-06
6217,145,228,3410,7.760272484331304e-06
6206,146,220,3428,5.12700319339056e-06
6199,135,225,3441,7.1696151709057015e-06
6189,134,224,3453,7.934584400895598e-06
6178,129,223,3470,7.984356468127175e-06
6167,127,223,3483,5.090016949756443e-06
6160,125,210,3505,1.1595547309833024e-05
6145,122,208,3525,7.041371972210052e-06
6136,121,200,3543,6.51890482398957e-06
6128,122,201,3549,7.306807996570671e-06
6119,116,202,3563,7.2813295384122495e-06
6110,115,183,3592,6.260452720166707e-06
6103,113,177,3607,4.6286396150453004e-06
6098,106,177,3619,1.0191356617803745e-05
6087,108,164,3641,8.013880040229677e-06
6079,101,169,3651,7.787017290098515e-06
6071,102,164,3663,7.030625404260961e-06
6064,98,161,3677,9.218440157983578e-06
6055,98,153,3694,8.63543876124631e-06
6047,97,153,3703,6.485147391187333e-06
6041,95,143,3721,5.787954803018534e-06
6036,97,139,3728,1.1918894308012834e-05
6026,95,139,3740,5.969336711182e-06
6021,92,138,3749,7.221102951264776e-06
6015,92,129,3764,9.021374213046196e-06
6008,92,123,3777,1.3532092711073582e-05
5998,91,122,3789,8.199454462963065e-06
5992,91,118,3799,5.657260528161843e-06
5988,85,117,3810,1.1418849094199795e-05
5980,85,117,3818,1.2863390789812194e-05
5971,88,116,3825,4.331279344417558e-06
5968,74,127,3831,6.596863059677862e-06
5963,70,127,3840,9.24335237904083e-06
5956,71,129,3844,3.904602745716651e-06
5953,64,128,3855,9.186544599361667e-06
5946,65,121,3868,5.559678984135456e-06
5942,63,113,3882,5.9572921724159505e-06
5938,57,113,3892,2.9806525840767578e-06
5936,53,106,3905,3.1785587143365714e-06
5934,53,102,3911,6.608642783031649e-06
5930,48,99,3923,1.7033743846560035e-05
5920,52,97,3931,1.2190025076623014e-05
5913,52,98,3937,8.628514825514174e-06
5908,50,98,3944,5.1814903347933626e-06
5905,46,96,3953,5.292125317527519e-06
5902,44,95,3959,1.0701100429827535e-05
5896,49,83,3972,1.0217259812656324e-05
5891,52,80,3977,2.1218808351722967e-06
5890,43,82,3985,8.281916435463167e-06
5886,45,79,3990,1.720452306911487e-05
5878,49,78,3995,8.724404777484056e-06
5874,44,79,4003,1.2929752653831732e-05
5868,45,81,4006,4.207797891051697e-06
5866,42,77,4015,0.0
5866,36,77,4021,8.855787921590854e-06
5862,40,73,4025,4.673705266798465e-06
5860,40,68,4032,7.528608713109817e-06
5857,36,67,4040,7.64488977343095e-06
5854,37,59,4050,5.790622665655238e-06
5852,36,57,4055,8.993776306795697e-06
5849,37,57,4057,2.999463096105797e-06
5848,36,54,4062,1.2666565334143994e-05
5844,39,52,4065,3.2906860422260833e-06
5843,36,54,4067,9.508053321163024e-06
5840,34,56,4070,1.223091976516634e-05
5836,37,51,4076,1.0079425875902109e-05
5833,36,50,4081,6.8575347162695015e-06
5831,35,53,4081,6.47159133195057e-06
5829,34,53,4084,3.2369059063822074e-06
5828,31,51,4090,3.3644205794878005e-06
5827,28,52,4093,9.900859394595452e-06
5824,27,51,4098,6.733462615815557e-06
5822,28,47,4103,7.309033234174116e-06
5820,28,47,4105,0.0
5820,26,48,4106,7.15922107674685e-06
5818,26,45,4111,0.0
5818,25,43,4114,1.1991653808948971e-05
5815,25,40,4120,8.598452278589854e-06
5813,27,34,4126,5.0596533125550235e-06
5812,25,34,4129,1.5181571596291648e-05
5809,25,34,4132,5.063137322410458e-06
5808,24,35,4133,4.919323101141283e-06
5807,22,36,4135,9.56699768478656e-06
5805,21,38,4136,9.066594133913596e-06
5803,18,39,4140,1.3255743050676706e-05
5800,18,39,4143,2.2104332449160036e-05
5795,22,38,4145,9.082239680305163e-06
5793,23,36,4148,1.4385177513090512e-05
5790,25,36,4149,4.7975436576472845e-06
5789,25,35,4151,4.935468746144165e-06
5788,23,31,4158,0.0
5788,20,32,4160,
