S,I,R,Beta
9940,60,0,2.5150905432595573e-05
9925,69,6,2.4823860110247144e-05
9908,83,9,3.161616996852975e-05
9882,103,15,3.242140756067224e-05
9849,129,22,3.699269827102425e-05
9802,165,33,4.2662907384392795e-05
9733,221,46,3.440271539702826e-05
9659,274,67,4.269683809132287e-05
9546,372,82,3.60450472978605e-05
9418,471,111,3.6294956714319016e-05
9257,599,144,2.9215809792814823e-05
9095,717,188,2.7602641572798517e-05
8915,839,246,2.5803225670599764e-05
8722,962,316,2.6696655910139055e-05
8498,1116,386,2.583361381256901e-05
8253,1272,475,2.562437748956545e-05
7984,1440,576,2.3397489423291028e-05
7715,1600,685,2.154893065456902e-05
7449,1744,807,1.801239252605793e-05
7215,1843,942,2.1282604028127633e-05
6932,1986,1082,1.8014154476604554e-05
6684,2083,1233,2.0110937678215227e-05
6404,2183,1413,1.709593437221297e-05
6165,2247,1588,1.8407890704773167e-05
5910,2307,1783,1.576897209038628e-05
5695,2366,1939,1.6327293966248514e-05
5475,2394,2131,1.5411435743086787e-05
5273,2420,2307,1.4419316869190152e-05
5089,2416,2495,1.3257395837535576e-05
4926,2374,2700,1.5477594087524856e-05
4745,2360,2895,1.1876908788912504e-05
4612,2301,3087,1.111926523895301e-05
4494,2247,3259,1.2576725452460077e-05
4367,2175,3458,1.2318091011741668e-05
4250,2149,3601,1.3576766211370542e-05
4126,2093,3781,1.3085188747478785e-05
4013,2022,3965,1.1584506634348358e-05
3919,1945,4136,1.3512706864127109e-05
3816,1900,4284,8.965022619441686e-06
3751,1840,4409,1.2605334229712656e-05
3664,1766,4570,1.2209023426488698e-05
3585,1704,4711,1.0476620765971935e-05
3521,1656,4823,1.0118721761906134e-05
3462,1574,4964,1.211189630455033e-05
3396,1514,5090,1.3809081474358675e-05
3325,1469,5206,8.80349273455934e-06
3282,1386,5332,7.694249010519577e-06
3247,1324,5429,1.2328368179969984e-05
3194,1265,5541,1.2127482111963884e-05
3145,1212,5643,1.1805632073541217e-05
3100,1160,5740,1.167964404894327e-05
3058,1126,5816,9.583807199355969e-06
3025,1075,5900,9.225446857582164e-06
2995,1029,5976,8.76095728059886e-06
2968,969,6063,1.1822007849813213e-05
2934,913,6153,1.2319215512356172e-05
2901,872,6227,1.0278012327289861e-05
2875,828,6297,1.0501995379122034e-05
2850,782,6368,6.730380939561179e-06
2835,733,6432,1.2511699642213513e-05
2809,706,6485,5.546720022751637e-06
2798,660,6542,7.581172699114086e-06
2784,622,6594,1.1549691392245999e-05
2764,584,6652,1.1770711496144162e-05
2745,557,6698,9.156520914474824e-06
2731,526,6743,6.9613353511924075e-06
2721,481,6798,1.2224929534742104e-05
2705,459,6836,9.66498737511024e-06
2693,437,6870,7.647592155609806e-06
2684,417,6899,8.041257009295693e-06
2675,390,6935,4.792715073088905e-06
2670,357,6973,5.245543910448075e-06
2665,340,6995,1.1036309458117206e-05
2655,325,7020,9.27133130522961e-06
2647,304,7049,1.4912612093134233e-05
2635,288,7077,1.0541851149061775e-05
2627,274,7099,5.557114634939247e-06
2623,261,7116,2.9214011624255225e-06
2621,249,7130,7.661320597153973e-06
2616,228,7156,5.0297762755512636e-06
2613,212,7175,1.2636382672992079e-05
2606,203,7191,5.670884544571262e-06
2603,190,7207,1.0109792344865237e-05
2598,184,7218,4.183820330019747e-06
2596,176,7228,6.566045664658916e-06
2593,169,7238,9.127897822311777e-06
2589,163,7248,1.184814469902158e-05
2584,156,7260,0.0
2584,145,7271,2.6689441656880537e-06
2583,138,7279,8.416233230655287e-06
2580,126,7294,3.076165866863541e-06
2579,120,7301,9.693679720822024e-06
2576,116,7308,0.0
2576,105,7319,3.6971310263235728e-06
2575,96,7329,8.090614886731391e-06
2573,89,7338,0.0
2573,83,7344,4.682546743522867e-06
2572,77,7351,5.049382965401628e-06
2571,74,7355,0.0
2571,68,7361,2.2879630265174915e-05
2567,68,7365,5.728820550425079e-06
2566,63,7371,6.1858986254933255e-06
2565,56,7379,6.961849067112225e-06
2564,54,7382,0.0
2564,51,7385,7.647364718118136e-06
2563,48,7389,0.0
2563,42,7395,0.0
2563,39,7398,0.0
2563,33,7404,0.0
2563,31,7406,0.0
2563,30,7407,0.0
2563,25,7412,0.0
2563,25,7412,0.0
2563,22,7415,0.0
2563,20,7417,0.0
2563,19,7418,0.0
2563,17,7420,0.0
2563,17,7420,0.0
2563,16,7421,0.0
2563,16,7421,0.0
2563,16,7421,0.0
2563,16,7421,0.0
2563,12,7425,0.0
2563,10,7427,3.901677721420211e-05
2562,11,7427,0.0
2562,10,7428,0.0
2562,9,7429,0.0
2562,8,7430,0.0
2562,8,7430,0.0
